seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-09 19:16:19	40003	1528542979518	1
1	0	40981	2018-06-09 19:16:39	40003	1528542999512	2
2	0	61461	2018-06-09 19:16:59	40003	1528543019564	3
3	1	16405	2018-06-09 19:17:19	40003	1528543039513	4
4	1	36885	2018-06-09 19:17:39	40003	1528543059513	5
5	1	57365	2018-06-09 19:17:59	40003	1528543079527	6
6	2	12309	2018-06-09 19:18:19	40003	1528543099515	7
7	2	32789	2018-06-09 19:18:39	40003	1528543119513	8
8	2	53269	2018-06-09 19:18:59	40003	1528543139511	9
9	3	8213	2018-06-09 19:19:19	40003	1528543159510	10
10	3	28693	2018-06-09 19:19:39	40003	1528543179510	11
11	3	49173	2018-06-09 19:19:59	40003	1528543199528	12
12	4	4117	2018-06-09 19:20:19	40003	1528543219510	13
13	4	24597	2018-06-09 19:20:39	40003	1528543239511	14
14	4	45077	2018-06-09 19:20:59	40003	1528543259552	15
15	5	21	2018-06-09 19:21:19	40003	1528543279507	16
16	5	20501	2018-06-09 19:21:39	40003	1528543299507	17
17	5	40981	2018-06-09 19:21:59	40003	1528543319528	18
18	5	61461	2018-06-09 19:22:19	40003	1528543339507	19
19	6	16405	2018-06-09 19:22:39	40003	1528543359508	20
20	6	36885	2018-06-09 19:22:59	40003	1528543379557	21
21	6	57365	2018-06-09 19:23:19	40003	1528543399504	22
22	7	12309	2018-06-09 19:23:39	40003	1528543419504	23
23	7	32789	2018-06-09 19:23:59	40003	1528543439565	24
24	7	53269	2018-06-09 19:24:19	40003	1528543459504	25
25	8	8213	2018-06-09 19:24:39	40003	1528543479505	26
26	8	28693	2018-06-09 19:24:59	40003	1528543499517	27
27	8	49173	2018-06-09 19:25:19	40003	1528543519505	28
28	9	4117	2018-06-09 19:25:39	40003	1528543539501	29
29	9	24597	2018-06-09 19:25:59	40003	1528543559603	30
30	9	45077	2018-06-09 19:26:19	40003	1528543579501	31
31	10	21	2018-06-09 19:26:39	40003	1528543599502	32
32	10	20501	2018-06-09 19:26:59	40003	1528543619518	33
33	10	40981	2018-06-09 19:27:19	40003	1528543639502	34
34	10	61461	2018-06-09 19:27:39	40003	1528543659498	35
35	11	16405	2018-06-09 19:27:59	40003	1528543679519	36
36	11	36885	2018-06-09 19:28:19	40003	1528543699498	37
37	11	57365	2018-06-09 19:28:39	40003	1528543719499	38
38	12	12309	2018-06-09 19:28:59	40003	1528543739550	39
