seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	11	52434	2018-07-23 10:23:04	40003	1532312584706	1
1	12	7378	2018-07-23 10:23:24	40003	1532312604706	2
2	12	27858	2018-07-23 10:23:44	40003	1532312624706	3
3	12	48338	2018-07-23 10:24:04	40003	1532312644706	4
4	13	3282	2018-07-23 10:24:24	40003	1532312664706	5
5	13	23762	2018-07-23 10:24:44	40003	1532312684706	6
6	13	44242	2018-07-23 10:25:04	40003	1532312704703	7
7	13	64722	2018-07-23 10:25:24	40003	1532312724703	8
8	14	19666	2018-07-23 10:25:44	40003	1532312744703	9
9	14	40146	2018-07-23 10:26:04	40003	1532312764703	10
10	14	60626	2018-07-23 10:26:24	40003	1532312784703	11
11	15	15571	2018-07-23 10:26:44	40003	1532312804703	12
12	15	36052	2018-07-23 10:27:04	40003	1532312824845	13
13	15	56532	2018-07-23 10:27:24	40003	1532312844704	14
14	16	11476	2018-07-23 10:27:44	40003	1532312864705	15
15	16	31956	2018-07-23 10:28:04	40003	1532312884752	16
16	16	52436	2018-07-23 10:28:24	40003	1532312904700	17
17	17	7380	2018-07-23 10:28:44	40003	1532312924700	18
18	17	27860	2018-07-23 10:29:04	40003	1532312944751	19
19	17	48340	2018-07-23 10:29:24	40003	1532312964701	20
20	18	3284	2018-07-23 10:29:44	40003	1532312984701	21
21	18	23764	2018-07-23 10:30:04	40003	1532313004767	22
22	18	44244	2018-07-23 10:30:24	40003	1532313024697	23
23	18	64724	2018-07-23 10:30:44	40003	1532313044697	24
24	19	19668	2018-07-23 10:31:04	40003	1532313064750	25
25	19	40148	2018-07-23 10:31:24	40003	1532313084698	26
26	19	60628	2018-07-23 10:31:44	40003	1532313104698	27
27	20	15572	2018-07-23 10:32:04	40003	1532313124847	28
28	20	36052	2018-07-23 10:32:24	40003	1532313144698	29
29	20	56532	2018-07-23 10:32:44	40003	1532313164694	30
30	21	11476	2018-07-23 10:33:04	40003	1532313184771	31
31	21	31956	2018-07-23 10:33:24	40003	1532313204695	32
32	21	52436	2018-07-23 10:33:44	40003	1532313224695	33
33	22	7380	2018-07-23 10:34:04	40003	1532313244978	34
34	22	27860	2018-07-23 10:34:24	40003	1532313264695	35
35	22	48340	2018-07-23 10:34:44	40003	1532313284695	36
36	23	3284	2018-07-23 10:35:04	40003	1532313304760	37
37	23	23764	2018-07-23 10:35:24	40003	1532313324692	38
38	23	44244	2018-07-23 10:35:44	40003	1532313344692	39
39	23	64724	2018-07-23 10:36:04	40003	1532313364820	40
40	24	19668	2018-07-23 10:36:24	40003	1532313384692	41
41	24	40148	2018-07-23 10:36:44	40003	1532313404692	42
42	24	60628	2018-07-23 10:37:04	40003	1532313424811	43
43	25	15572	2018-07-23 10:37:24	40003	1532313444690	44
44	25	36052	2018-07-23 10:37:44	40003	1532313464689	45
45	25	56532	2018-07-23 10:38:04	40003	1532313484753	46
46	26	11476	2018-07-23 10:38:24	40003	1532313504689	47
