id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	23	0	3	14	6	1	2018-07-23 11:02:18	40003	1532314938054	1
8	27	23	3	11	4	1	2018-07-23 11:02:36	40008	1532314956078	2
16	142	23	3	14	0	0	2018-07-23 11:02:37	40016	1532314957082	3
10	1000	56	17	0	0	0	2018-07-23 11:02:40	40010	1532314960210	4
17	33	23	3	10	1	1	2018-07-23 11:02:40	40017	1532314960970	5
4	28	23	3	14	3	1	2018-07-23 11:02:46	40004	1532314966778	6
12	100	51	4	10	0	0	2018-07-23 11:02:47	40012	1532314967082	7
20	50	23	3	10	0	0	2018-07-23 11:02:47	40020	1532314967734	8
11	142	23	3	14	0	0	2018-07-23 11:02:50	40011	1532314970058	9
21	55	23	3	11	0	0	2018-07-23 11:02:55	40021	1532314975958	10
9	111	50	8	11	1	1	2018-07-23 11:03:02	40009	1532314982058	11
80	71	51	4	14	0	0	2018-07-23 11:03:02	40080	1532314982298	12
50	28	145	63	14	1	1	2018-07-23 11:03:02	40050	1532314982923	13
67	1000	50	8	11	0	0	2018-07-23 11:03:07	40067	1532314987572	14
64	55	50	8	11	0	0	2018-07-23 11:03:09	40064	1532314989305	15
44	100	172	43	10	0	0	2018-07-23 11:03:12	40044	1532314992242	16
63	47	98	70	14	4	1	2018-07-23 11:03:13	40063	1532314993552	17
66	142	98	70	14	0	0	2018-07-23 11:03:14	40066	1532314994523	18
52	28	145	63	14	0	0	2018-07-23 11:03:23	40052	1532315003542	19
40	33	145	63	10	0	0	2018-07-23 11:03:23	40040	1532315003611	20
13	47	50	8	14	3	1	2018-07-23 11:03:24	40013	1532315004014	21
77	1000	172	43	14	0	0	2018-07-23 11:03:24	40077	1532315004596	22
48	1000	172	43	10	0	0	2018-07-23 11:03:27	40048	1532315007573	23
70	47	51	4	14	5	1	2018-07-23 11:03:29	40070	1532315009587	24
47	100	172	43	10	0	0	2018-07-23 11:03:31	40047	1532315011553	25
43	27	145	63	11	6	1	2018-07-23 11:03:32	40043	1532315012392	26
41	71	172	43	14	0	0	2018-07-23 11:03:37	40041	1532315017661	27
39	100	161	9	10	0	0	2018-07-23 11:03:39	40039	1532315019640	28
38	1000	173	50	12	0	0	2018-07-23 11:03:40	40038	1532315020683	29
53	1000	172	43	14	0	0	2018-07-23 11:03:42	40053	1532315022583	30
72	1000	98	70	0	0	0	2018-07-23 11:03:45	40072	1532315025548	31
26	1000	97	13	0	0	0	2018-07-23 11:03:50	40026	1532315030276	32
69	71	98	70	14	1	1	2018-07-23 11:03:55	40069	1532315035549	33
37	142	97	13	14	1	1	2018-07-23 11:04:01	40037	1532315041604	34
78	1000	98	70	10	0	0	2018-07-23 11:04:02	40078	1532315042242	35
33	71	97	13	14	0	0	2018-07-23 11:04:02	40033	1532315042722	36
56	1000	239	37	0	1	1	2018-07-23 11:04:07	40056	1532315047435	37
71	1000	269	75	0	0	0	2018-07-23 11:04:22	40071	1532315062582	38
75	100	169	69	10	1	1	2018-07-23 11:04:23	40075	1532315063624	39
24	1000	1239	56	0	0	0	2018-07-23 11:04:28	40024	1532315068661	40
32	1000	1239	56	0	0	0	2018-07-23 11:04:32	40032	1532315072662	41
