nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	47	50	10	29102	11	56299	8	5	65535	0	65535	0	1	2018-07-23 11:02:51	40004	1532314971010	1
10	47	4	10	28723	10	60134	5	14	9	0	31032	0	0	2018-07-23 11:02:51	40010	1532314971044	2
11	47	4	10	28986	10	55003	5	7	2	0	25901	0	0	2018-07-23 11:02:51	40011	1532314971174	3
12	47	4	10	29014	10	61159	5	10	5	0	32057	0	0	2018-07-23 11:02:51	40012	1532314971219	4
3	47	17	10	29123	10	58091	9	0	65535	0	28948	0	1	2018-07-23 11:02:51	40003	1532314971286	5
17	47	4	10	29143	10	56550	5	9	4	0	27448	0	1	2018-07-23 11:02:51	40017	1532314971369	6
20	47	3	10	29505	10	53963	0	5	5	0	24840	0	0	2018-07-23 11:02:51	40020	1532314971403	7
16	47	3	10	29261	10	54486	0	6	6	0	25363	0	0	2018-07-23 11:02:51	40016	1532314971470	8
8	47	3	10	29551	10	56028	0	5	5	0	26905	0	1	2018-07-23 11:02:51	40008	1532314971738	9
80	0	3	11	50206	11	52503	0	10	10	0	48	1	0	2018-07-23 11:04:18	40080	1532315058122	10
11	0	3	11	52476	11	52495	0	7	7	0	40	0	0	2018-07-23 11:04:18	40011	1532315058222	11
10	0	3	11	52525	11	52669	0	14	14	0	214	0	0	2018-07-23 11:04:18	40010	1532315058289	12
12	0	3	11	52694	11	52732	0	10	10	0	277	0	0	2018-07-23 11:04:18	40012	1532315058355	13
17	0	3	11	52786	11	52695	0	9	9	0	240	0	1	2018-07-23 11:04:18	40017	1532315058389	14
13	0	3	11	52830	11	52816	0	14	14	0	361	0	1	2018-07-23 11:04:18	40013	1532315058467	15
20	0	3	11	53182	11	52861	0	5	5	0	406	0	0	2018-07-23 11:04:18	40020	1532315058498	16
37	0	13	11	51288	11	52918	14	19	5	0	87	1	1	2018-07-23 11:04:18	40037	1532315058531	17
8	0	3	11	52841	11	52872	0	5	5	0	417	0	1	2018-07-23 11:04:18	40008	1532315058564	18
26	0	37	11	51693	11	51315	19	19	65535	0	27	1	0	2018-07-23 11:04:18	40026	1532315058597	19
64	0	8	11	50656	11	52925	5	12	7	0	84	1	0	2018-07-23 11:04:18	40064	1532315058664	20
21	0	4	11	53119	11	53280	5	7	2	0	108	1	0	2018-07-23 11:04:18	40021	1532315058764	21
4	0	3	11	53171	11	52908	0	5	5	0	453	0	1	2018-07-23 11:04:18	40004	1532315058798	22
67	0	8	11	50588	11	53143	5	10	5	0	302	0	0	2018-07-23 11:04:18	40067	1532315058831	23
16	0	13	11	53263	11	53296	14	6	65535	0	465	0	0	2018-07-23 11:04:18	40016	1532315058923	24
