seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20499	2017-03-31 09:00:52	40001	1490922052374	1
1	0	40979	2017-03-31 09:01:12	40001	1490922072331	2
2	0	61459	2017-03-31 09:01:32	40001	1490922092340	3
3	1	16403	2017-03-31 09:01:52	40001	1490922112328	4
4	1	36883	2017-03-31 09:02:12	40001	1490922132328	5
5	1	57363	2017-03-31 09:02:32	40001	1490922152343	6
6	2	12307	2017-03-31 09:02:52	40001	1490922172328	7
7	2	32787	2017-03-31 09:03:12	40001	1490922192328	8
8	2	53267	2017-03-31 09:03:33	40001	1490922213062	9
9	3	8211	2017-03-31 09:03:52	40001	1490922232328	10
10	3	28691	2017-03-31 09:04:12	40001	1490922252325	11
11	3	49171	2017-03-31 09:04:32	40001	1490922272339	12
12	4	4115	2017-03-31 09:04:52	40001	1490922292325	13
13	4	24595	2017-03-31 09:05:12	40001	1490922312325	14
14	4	45075	2017-03-31 09:05:32	40001	1490922332336	15
15	5	19	2017-03-31 09:05:52	40001	1490922352325	16
16	5	20499	2017-03-31 09:06:12	40001	1490922372325	17
17	5	40979	2017-03-31 09:06:32	40001	1490922392366	18
18	5	61459	2017-03-31 09:06:52	40001	1490922412322	19
19	6	16403	2017-03-31 09:07:12	40001	1490922432322	20
20	6	36883	2017-03-31 09:07:32	40001	1490922452750	21
21	6	57363	2017-03-31 09:07:52	40001	1490922472322	22
22	7	12307	2017-03-31 09:08:12	40001	1490922492322	23
23	7	32787	2017-03-31 09:08:32	40001	1490922512332	24
24	7	53267	2017-03-31 09:08:52	40001	1490922532319	25
25	8	8211	2017-03-31 09:09:12	40001	1490922552319	26
26	8	28691	2017-03-31 09:09:32	40001	1490922572339	27
27	8	49171	2017-03-31 09:09:52	40001	1490922592319	28
28	9	4115	2017-03-31 09:10:12	40001	1490922612319	29
29	9	24595	2017-03-31 09:10:32	40001	1490922632329	30
30	9	45075	2017-03-31 09:10:52	40001	1490922652315	31
31	10	19	2017-03-31 09:11:12	40001	1490922672316	32
32	10	20499	2017-03-31 09:11:32	40001	1490922692336	33
33	10	40979	2017-03-31 09:11:52	40001	1490922712316	34
34	10	61459	2017-03-31 09:12:12	40001	1490922732316	35
35	11	16403	2017-03-31 09:12:32	40001	1490922752534	36
36	11	36883	2017-03-31 09:12:52	40001	1490922772316	37
