seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	11	58597	2018-07-23 15:57:15	40003	1532332635695	1
1	12	13541	2018-07-23 15:57:35	40003	1532332655692	2
2	12	34021	2018-07-23 15:57:55	40003	1532332675692	3
3	12	54501	2018-07-23 15:58:15	40003	1532332695692	4
4	13	9445	2018-07-23 15:58:35	40003	1532332715692	5
5	13	29925	2018-07-23 15:58:55	40003	1532332735692	6
6	13	50405	2018-07-23 15:59:15	40003	1532332755692	7
7	14	5349	2018-07-23 15:59:35	40003	1532332775692	8
8	14	25829	2018-07-23 15:59:55	40003	1532332795689	9
9	14	46309	2018-07-23 16:00:15	40003	1532332815689	10
10	15	1253	2018-07-23 16:00:35	40003	1532332835689	11
11	15	21733	2018-07-23 16:00:55	40003	1532332855689	12
12	15	42213	2018-07-23 16:01:15	40003	1532332875689	13
13	15	62693	2018-07-23 16:01:35	40003	1532332895691	14
14	16	17637	2018-07-23 16:01:55	40003	1532332915689	15
15	16	38117	2018-07-23 16:02:15	40003	1532332935686	16
16	16	58597	2018-07-23 16:02:35	40003	1532332955686	17
17	17	13541	2018-07-23 16:02:55	40003	1532332975686	18
18	17	34021	2018-07-23 16:03:15	40003	1532332995686	19
19	17	54501	2018-07-23 16:03:35	40003	1532333015686	20
20	18	9445	2018-07-23 16:03:55	40003	1532333035687	21
21	18	29928	2018-07-23 16:04:15	40003	1532333055687	22
22	18	50408	2018-07-23 16:04:35	40003	1532333075687	23
23	19	5355	2018-07-23 16:04:55	40003	1532333095691	24
24	19	25835	2018-07-23 16:05:15	40003	1532333115883	25
25	19	46315	2018-07-23 16:05:35	40003	1532333135688	26
26	20	1259	2018-07-23 16:05:55	40003	1532333155688	27
27	20	21739	2018-07-23 16:06:15	40003	1532333175777	28
28	20	42219	2018-07-23 16:06:35	40003	1532333195688	29
29	20	62702	2018-07-23 16:06:55	40003	1532333215692	30
30	21	17646	2018-07-23 16:07:15	40003	1532333235788	31
31	21	38126	2018-07-23 16:07:35	40003	1532333255688	32
32	21	58606	2018-07-23 16:07:55	40003	1532333275689	33
33	22	13550	2018-07-23 16:08:15	40003	1532333295756	34
34	22	34030	2018-07-23 16:08:35	40003	1532333315695	35
35	22	54510	2018-07-23 16:08:55	40003	1532333335695	36
36	23	9454	2018-07-23 16:09:15	40003	1532333355781	37
37	23	29934	2018-07-23 16:09:35	40003	1532333375692	38
38	23	50414	2018-07-23 16:09:55	40003	1532333395686	39
39	24	5364	2018-07-23 16:10:15	40003	1532333415741	40
40	24	25844	2018-07-23 16:10:35	40003	1532333435690	41
41	24	46324	2018-07-23 16:10:55	40003	1532333455690	42
42	25	1268	2018-07-23 16:11:15	40003	1532333475769	43
43	25	21748	2018-07-23 16:11:35	40003	1532333495690	44
44	25	42228	2018-07-23 16:11:55	40003	1532333515691	45
45	25	62708	2018-07-23 16:12:15	40003	1532333535738	46
