seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-09 22:04:51	40003	1528553091906	1
2	0	61461	2018-06-09 22:05:11	40003	1528553111952	2
3	1	16405	2018-06-09 22:05:31	40003	1528553131866	3
4	1	36885	2018-06-09 22:05:51	40003	1528553151867	4
5	1	57365	2018-06-09 22:06:11	40003	1528553171997	5
6	2	12309	2018-06-09 22:06:31	40003	1528553191867	6
7	2	32789	2018-06-09 22:06:51	40003	1528553211867	7
8	2	53269	2018-06-09 22:07:11	40003	1528553231891	8
9	3	8213	2018-06-09 22:07:32	40003	1528553252277	9
10	3	28693	2018-06-09 22:07:51	40003	1528553271863	10
11	3	49173	2018-06-09 22:08:13	40003	1528553293312	11
12	4	4117	2018-06-09 22:08:31	40003	1528553311864	12
13	4	24597	2018-06-09 22:08:51	40003	1528553331864	13
14	4	45077	2018-06-09 22:09:11	40003	1528553351868	14
15	5	21	2018-06-09 22:09:31	40003	1528553371864	15
16	5	20501	2018-06-09 22:09:51	40003	1528553391861	16
17	5	40981	2018-06-09 22:10:11	40003	1528553411892	17
18	5	61461	2018-06-09 22:10:31	40003	1528553431861	18
19	6	16405	2018-06-09 22:10:51	40003	1528553451861	19
20	6	36885	2018-06-09 22:11:11	40003	1528553471866	20
21	6	57365	2018-06-09 22:11:31	40003	1528553491857	21
22	7	12309	2018-06-09 22:11:51	40003	1528553511857	22
23	7	32789	2018-06-09 22:12:11	40003	1528553531858	23
24	7	53269	2018-06-09 22:12:31	40003	1528553551858	24
25	8	8219	2018-06-09 22:12:51	40003	1528553571862	25
26	8	28693	2018-06-09 22:13:14	40003	1528553594011	26
27	8	49173	2018-06-09 22:13:31	40003	1528553611858	27
28	9	4117	2018-06-09 22:13:51	40003	1528553631854	28
29	9	24597	2018-06-09 22:14:11	40003	1528553651856	29
30	9	45077	2018-06-09 22:14:31	40003	1528553671855	30
31	10	21	2018-06-09 22:14:51	40003	1528553691855	31
32	10	20501	2018-06-09 22:15:11	40003	1528553711915	32
33	10	40981	2018-06-09 22:15:31	40003	1528553731855	33
34	10	61461	2018-06-09 22:15:51	40003	1528553751855	34
35	11	16405	2018-06-09 22:16:11	40003	1528553771888	35
36	11	36885	2018-06-09 22:16:31	40003	1528553791852	36
37	11	57365	2018-06-09 22:16:51	40003	1528553811852	37
38	12	12309	2018-06-09 22:17:11	40003	1528553831994	38
