id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	17	0	3	14	6	1	2018-07-20 22:23:04	40003	1532096584217	1
11	71	17	3	14	0	0	2018-07-20 22:23:17	40011	1532096597345	2
8	31	17	3	12	3	1	2018-07-20 22:23:18	40008	1532096598009	3
17	1000	37	4	10	0	0	2018-07-20 22:23:22	40017	1532096602289	4
4	20	17	3	14	5	1	2018-07-20 22:23:26	40004	1532096606129	5
10	142	37	4	14	0	0	2018-07-20 22:23:26	40010	1532096606557	6
80	35	17	3	14	2	1	2018-07-20 22:23:32	40080	1532096612360	7
16	62	17	3	12	0	0	2018-07-20 22:23:33	40016	1532096613545	8
12	41	17	3	12	0	0	2018-07-20 22:23:35	40012	1532096615373	9
50	31	120	63	12	0	0	2018-07-20 22:23:39	40050	1532096619673	10
13	47	37	4	14	4	1	2018-07-20 22:23:44	40013	1532096624225	11
64	37	48	8	11	2	1	2018-07-20 22:23:46	40064	1532096626744	12
9	1000	48	8	0	0	0	2018-07-20 22:23:49	40009	1532096629429	13
20	1000	37	4	0	0	0	2018-07-20 22:23:52	40020	1532096632153	14
67	1000	48	8	11	0	0	2018-07-20 22:23:52	40067	1532096632366	15
21	111	37	4	11	0	0	2018-07-20 22:23:55	40021	1532096635354	16
63	35	85	64	14	4	1	2018-07-20 22:23:56	40063	1532096636357	17
44	1000	137	40	12	0	0	2018-07-20 22:23:58	40044	1532096638829	18
40	17	120	63	12	5	1	2018-07-20 22:24:01	40040	1532096641609	19
66	100	85	64	10	0	0	2018-07-20 22:24:03	40066	1532096643768	20
52	35	131	33	14	0	0	2018-07-20 22:24:03	40052	1532096643899	21
38	100	134	39	10	0	0	2018-07-20 22:24:04	40038	1532096644860	22
77	1000	137	40	10	0	0	2018-07-20 22:24:07	40077	1532096647367	23
47	1000	137	40	0	0	0	2018-07-20 22:24:08	40047	1532096648864	24
43	22	120	63	11	0	0	2018-07-20 22:24:09	40043	1532096649814	25
41	18	120	63	11	1	1	2018-07-20 22:24:11	40041	1532096651140	26
56	1000	138	41	12	0	0	2018-07-20 22:24:11	40056	1532096651472	27
39	50	84	13	10	1	1	2018-07-20 22:24:11	40039	1532096651787	28
24	62	131	33	12	0	0	2018-07-20 22:24:11	40024	1532096651833	29
26	142	84	13	14	0	0	2018-07-20 22:24:11	40026	1532096651864	30
37	142	84	13	14	0	0	2018-07-20 22:24:13	40037	1532096653854	31
33	47	84	13	14	2	1	2018-07-20 22:24:14	40033	1532096654764	32
48	1000	137	40	10	0	0	2018-07-20 22:24:16	40048	1532096656694	33
32	1000	131	33	12	0	0	2018-07-20 22:24:17	40032	1532096657858	34
70	111	52	80	11	2	1	2018-07-20 22:24:18	40070	1532096658375	35
72	55	52	80	11	1	1	2018-07-20 22:24:21	40072	1532096661142	36
53	1000	137	40	12	0	0	2018-07-20 22:24:21	40053	1532096661820	37
69	100	163	70	10	1	1	2018-07-20 22:24:33	40069	1532096673330	38
78	1000	107	72	0	0	0	2018-07-20 22:24:40	40078	1532096680472	39
71	100	163	70	10	0	0	2018-07-20 22:24:55	40071	1532096695619	40
75	1000	263	69	10	0	0	2018-07-20 22:25:06	40075	1532096706339	41
