seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-11 20:10:19	40003	1528719019527	1
1	0	40981	2018-06-11 20:10:39	40003	1528719039482	2
2	0	61461	2018-06-11 20:10:59	40003	1528719059483	3
3	1	16405	2018-06-11 20:11:19	40003	1528719079483	4
4	1	36885	2018-06-11 20:11:39	40003	1528719099483	5
5	1	57365	2018-06-11 20:11:59	40003	1528719119479	6
6	2	12309	2018-06-11 20:12:19	40003	1528719139479	7
7	2	32789	2018-06-11 20:12:39	40003	1528719159479	8
8	2	53269	2018-06-11 20:12:59	40003	1528719179480	9
9	3	8213	2018-06-11 20:13:19	40003	1528719199480	10
10	3	28693	2018-06-11 20:13:39	40003	1528719219480	11
11	3	49173	2018-06-11 20:13:59	40003	1528719239493	12
12	4	4117	2018-06-11 20:14:19	40003	1528719259476	13
13	4	24597	2018-06-11 20:14:39	40003	1528719279476	14
14	4	45077	2018-06-11 20:14:59	40003	1528719299485	15
15	5	21	2018-06-11 20:15:19	40003	1528719319477	16
16	5	20501	2018-06-11 20:15:39	40003	1528719339477	17
17	5	40981	2018-06-11 20:15:59	40003	1528719359477	18
18	5	61461	2018-06-11 20:16:19	40003	1528719379477	19
19	6	16405	2018-06-11 20:16:39	40003	1528719399473	20
20	6	36885	2018-06-11 20:16:59	40003	1528719419492	21
21	6	57365	2018-06-11 20:17:19	40003	1528719439474	22
22	7	12309	2018-06-11 20:17:39	40003	1528719459474	23
23	7	32789	2018-06-11 20:17:59	40003	1528719479474	24
24	7	53269	2018-06-11 20:18:19	40003	1528719499474	25
25	8	8213	2018-06-11 20:18:39	40003	1528719519474	26
26	8	28693	2018-06-11 20:18:59	40003	1528719539470	27
27	8	49173	2018-06-11 20:19:19	40003	1528719559471	28
28	9	4117	2018-06-11 20:19:39	40003	1528719579471	29
29	9	24597	2018-06-11 20:19:59	40003	1528719599471	30
30	9	45077	2018-06-11 20:20:19	40003	1528719619471	31
31	10	21	2018-06-11 20:20:39	40003	1528719639471	32
32	10	20501	2018-06-11 20:20:59	40003	1528719659467	33
33	10	40981	2018-06-11 20:21:19	40003	1528719679468	34
34	10	61461	2018-06-11 20:21:39	40003	1528719699468	35
35	11	16405	2018-06-11 20:21:59	40003	1528719719468	36
36	11	36885	2018-06-11 20:22:19	40003	1528719739468	37
37	11	57365	2018-06-11 20:22:39	40003	1528719759468	38
38	12	12309	2018-06-11 20:22:59	40003	1528719779468	39
