seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-10 19:07:57	40003	1528628877977	1
1	0	40981	2018-06-10 19:08:17	40003	1528628897931	2
2	0	61461	2018-06-10 19:08:38	40003	1528628918023	3
3	1	16405	2018-06-10 19:08:57	40003	1528628937932	4
4	1	36885	2018-06-10 19:09:17	40003	1528628957955	5
5	1	57365	2018-06-10 19:09:38	40003	1528628978207	6
6	2	12309	2018-06-10 19:09:57	40003	1528628997928	7
7	2	32789	2018-06-10 19:10:17	40003	1528629017928	8
8	2	53269	2018-06-10 19:10:38	40003	1528629038011	9
9	3	8213	2018-06-10 19:10:57	40003	1528629057929	10
10	3	28693	2018-06-10 19:11:17	40003	1528629077929	11
11	3	49173	2018-06-10 19:11:38	40003	1528629098323	12
12	4	4117	2018-06-10 19:11:57	40003	1528629117929	13
13	4	24597	2018-06-10 19:12:17	40003	1528629137925	14
14	4	45077	2018-06-10 19:12:38	40003	1528629158221	15
15	5	21	2018-06-10 19:12:57	40003	1528629177926	16
16	5	20501	2018-06-10 19:13:17	40003	1528629197926	17
17	5	40981	2018-06-10 19:13:38	40003	1528629218015	18
18	5	61461	2018-06-10 19:13:57	40003	1528629237926	19
19	6	16405	2018-06-10 19:14:17	40003	1528629257930	20
20	6	36885	2018-06-10 19:14:37	40003	1528629277946	21
21	6	57365	2018-06-10 19:14:57	40003	1528629297923	22
22	7	12309	2018-06-10 19:15:17	40003	1528629317923	23
23	7	32789	2018-06-10 19:15:38	40003	1528629338162	24
24	7	53269	2018-06-10 19:15:57	40003	1528629357923	25
25	8	8213	2018-06-10 19:16:17	40003	1528629377923	26
26	8	28693	2018-06-10 19:16:38	40003	1528629398209	27
27	8	49173	2018-06-10 19:16:57	40003	1528629417920	28
28	9	4117	2018-06-10 19:17:17	40003	1528629437920	29
29	9	24597	2018-06-10 19:17:37	40003	1528629457940	30
30	9	45077	2018-06-10 19:17:57	40003	1528629477920	31
31	10	21	2018-06-10 19:18:17	40003	1528629497922	32
32	10	20501	2018-06-10 19:18:38	40003	1528629518278	33
33	10	40981	2018-06-10 19:18:57	40003	1528629537917	34
34	10	61461	2018-06-10 19:19:17	40003	1528629557917	35
35	11	16405	2018-06-10 19:19:38	40003	1528629578075	36
36	11	36885	2018-06-10 19:19:57	40003	1528629597917	37
37	11	57365	2018-06-10 19:20:17	40003	1528629617917	38
38	12	12309	2018-06-10 19:20:38	40003	1528629638251	39
