seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-10 09:43:07	40003	1528594987508	1
2	0	61461	2018-06-10 09:43:25	40003	1528595005864	2
3	1	16405	2018-06-10 09:43:45	40003	1528595025864	3
4	1	36885	2018-06-10 09:44:08	40003	1528595048342	4
5	1	57365	2018-06-10 09:44:25	40003	1528595065892	5
6	2	12309	2018-06-10 09:44:45	40003	1528595085861	6
7	2	53269	2018-06-10 09:45:25	40003	1528595125861	7
8	3	8213	2018-06-10 09:45:45	40003	1528595145861	8
9	3	28693	2018-06-10 09:46:05	40003	1528595165878	9
10	3	49173	2018-06-10 09:46:25	40003	1528595185924	10
11	4	4117	2018-06-10 09:46:45	40003	1528595205858	11
12	4	24597	2018-06-10 09:47:05	40003	1528595225858	12
13	4	45077	2018-06-10 09:47:25	40003	1528595245860	13
14	5	21	2018-06-10 09:47:45	40003	1528595265858	14
15	5	20501	2018-06-10 09:48:07	40003	1528595287291	15
16	5	40981	2018-06-10 09:48:25	40003	1528595305859	16
17	5	61461	2018-06-10 09:48:45	40003	1528595325855	17
18	6	16405	2018-06-10 09:49:05	40003	1528595345855	18
19	6	36885	2018-06-10 09:49:25	40003	1528595365976	19
20	6	57365	2018-06-10 09:49:45	40003	1528595385855	20
21	7	12309	2018-06-10 09:50:05	40003	1528595405855	21
22	7	32789	2018-06-10 09:50:25	40003	1528595425927	22
23	7	53269	2018-06-10 09:50:45	40003	1528595445856	23
24	8	8213	2018-06-10 09:51:05	40003	1528595465852	24
25	8	28693	2018-06-10 09:51:25	40003	1528595485852	25
26	8	49173	2018-06-10 09:51:45	40003	1528595505852	26
27	9	4117	2018-06-10 09:52:05	40003	1528595525852	27
28	9	24597	2018-06-10 09:52:25	40003	1528595545853	28
29	9	45077	2018-06-10 09:52:45	40003	1528595565853	29
30	10	21	2018-06-10 09:53:06	40003	1528595586572	30
31	10	20501	2018-06-10 09:53:25	40003	1528595605849	31
32	10	40981	2018-06-10 09:53:45	40003	1528595625849	32
33	11	16405	2018-06-10 09:54:25	40003	1528595665850	33
34	11	36885	2018-06-10 09:54:45	40003	1528595685850	34
35	11	57370	2018-06-10 09:55:08	40003	1528595708659	35
36	12	12309	2018-06-10 09:55:25	40003	1528595725850	36
37	12	32789	2018-06-10 09:55:45	40003	1528595745846	37
