seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-10 09:13:54	40003	1528593234521	1
2	0	61461	2018-06-10 09:14:14	40003	1528593254525	2
3	1	16405	2018-06-10 09:14:34	40003	1528593274517	3
4	1	36885	2018-06-10 09:14:54	40003	1528593294518	4
5	1	57365	2018-06-10 09:15:14	40003	1528593314709	5
6	2	12309	2018-06-10 09:15:34	40003	1528593334518	6
7	2	32789	2018-06-10 09:15:54	40003	1528593354518	7
8	2	53269	2018-06-10 09:16:14	40003	1528593374648	8
9	3	8213	2018-06-10 09:16:34	40003	1528593394518	9
10	3	28693	2018-06-10 09:16:54	40003	1528593414515	10
11	3	49173	2018-06-10 09:17:14	40003	1528593434646	11
12	4	4117	2018-06-10 09:17:34	40003	1528593454515	12
13	4	24597	2018-06-10 09:17:54	40003	1528593474515	13
14	4	45077	2018-06-10 09:18:18	40003	1528593498035	14
15	5	21	2018-06-10 09:18:34	40003	1528593514518	15
16	5	20501	2018-06-10 09:18:54	40003	1528593534512	16
17	5	40981	2018-06-10 09:19:14	40003	1528593554685	17
18	5	61461	2018-06-10 09:19:34	40003	1528593574512	18
19	6	16405	2018-06-10 09:19:54	40003	1528593594512	19
20	6	36885	2018-06-10 09:20:14	40003	1528593614782	20
21	6	57365	2018-06-10 09:20:34	40003	1528593634512	21
22	7	12309	2018-06-10 09:20:54	40003	1528593654513	22
23	7	32789	2018-06-10 09:21:14	40003	1528593674545	23
24	7	53269	2018-06-10 09:21:34	40003	1528593694509	24
25	8	8213	2018-06-10 09:21:54	40003	1528593714509	25
26	8	28693	2018-06-10 09:22:14	40003	1528593734554	26
27	8	49173	2018-06-10 09:22:34	40003	1528593754509	27
28	9	4117	2018-06-10 09:22:54	40003	1528593774510	28
29	9	24597	2018-06-10 09:23:14	40003	1528593794580	29
30	9	45077	2018-06-10 09:23:34	40003	1528593814506	30
31	10	22	2018-06-10 09:23:54	40003	1528593834510	31
32	10	20501	2018-06-10 09:24:14	40003	1528593854583	32
33	10	40981	2018-06-10 09:24:34	40003	1528593874506	33
34	10	61461	2018-06-10 09:24:54	40003	1528593894507	34
35	11	16405	2018-06-10 09:25:14	40003	1528593914572	35
36	11	36885	2018-06-10 09:25:34	40003	1528593934503	36
37	11	57365	2018-06-10 09:25:54	40003	1528593954503	37
38	12	12309	2018-06-10 09:26:14	40003	1528593974711	38
