nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
10	0	3	12	1098	12	1312	0	7	7	0	48	1	0	2018-07-22 23:18:27	40010	1532272707449	1
12	0	3	12	1234	12	1473	0	5	5	0	209	1	0	2018-07-22 23:18:27	40012	1532272707582	2
80	0	3	11	64384	12	1473	0	5	5	0	209	1	1	2018-07-22 23:18:27	40080	1532272707624	3
4	0	3	12	1697	12	1588	0	5	5	0	324	0	1	2018-07-22 23:18:27	40004	1532272707694	4
21	0	4	12	1448	12	1697	5	6	1	0	65535	0	0	2018-07-22 23:18:27	40021	1532272707724	5
13	0	3	12	1443	12	1670	0	19	19	1	406	0	1	2018-07-22 23:18:27	40013	1532272707790	6
26	0	13	11	65430	12	1477	19	26	7	0	34	1	0	2018-07-22 23:18:27	40026	1532272707824	7
70	0	80	11	64608	11	64658	5	14	9	0	274	0	1	2018-07-22 23:18:27	40070	1532272707857	8
20	0	4	12	1748	12	1817	5	7	2	0	120	1	0	2018-07-22 23:18:27	40020	1532272707891	9
37	0	13	11	65470	12	1512	19	14	65535	0	69	1	1	2018-07-22 23:18:27	40037	1532272707924	10
11	0	13	12	1749	12	1542	19	6	65535	0	99	0	0	2018-07-22 23:18:27	40011	1532272707957	11
50	0	70	11	64940	11	64702	14	28	14	1	93	0	0	2018-07-22 23:18:27	40050	1532272707991	12
72	0	70	11	64857	11	64609	14	19	5	0	65535	0	0	2018-07-22 23:18:28	40072	1532272708058	13
9	0	13	12	1828	12	1739	19	24	5	0	296	0	1	2018-07-22 23:18:28	40009	1532272708091	14
69	0	70	11	64936	11	64911	14	23	9	0	302	0	1	2018-07-22 23:18:28	40069	1532272708228	15
33	0	37	12	335	12	330	14	28	14	1	396	0	0	2018-07-22 23:18:28	40033	1532272708259	16
56	0	37	11	65109	12	212	14	32	18	1	278	0	0	2018-07-22 23:18:28	40056	1532272708291	17
64	0	70	11	64808	11	64831	14	33	19	1	222	0	0	2018-07-22 23:18:28	40064	1532272708325	18
38	0	37	12	272	12	261	14	19	5	0	327	0	1	2018-07-22 23:18:28	40038	1532272708392	19
16	0	4	12	2080	12	2109	5	6	1	0	412	0	0	2018-07-22 23:18:28	40016	1532272708442	20
8	0	3	12	1420	12	1655	0	29	29	1	391	0	0	2018-07-22 23:18:28	40008	1532272708475	21
39	0	37	12	378	12	345	14	19	5	0	411	0	1	2018-07-22 23:18:28	40039	1532272708542	22
75	0	69	12	81	11	65454	23	28	5	0	518	0	0	2018-07-22 23:18:28	40075	1532272708742	23
44	0	38	12	59	12	687	19	24	5	0	415	0	0	2018-07-22 23:18:28	40044	1532272708876	24
67	0	9	12	91	12	2214	24	29	5	0	386	0	0	2018-07-22 23:18:28	40067	1532272708909	25
17	0	4	12	1865	12	2156	5	10	5	0	459	0	0	2018-07-22 23:18:29	40017	1532272709176	26
71	0	70	11	65150	11	64716	14	28	14	1	107	1	0	2018-07-22 23:18:29	40071	1532272709243	27
37	1	3	12	20007	12	21818	0	14	14	1	75	1	1	2018-07-22 23:18:47	40037	1532272727459	28
12	1	3	12	21675	12	21914	0	5	5	0	171	1	0	2018-07-22 23:18:47	40012	1532272727542	29
16	1	3	12	22018	12	21945	0	6	6	0	202	0	0	2018-07-22 23:18:47	40016	1532272727604	30
80	1	3	12	19427	12	22053	0	5	5	0	310	0	1	2018-07-22 23:18:47	40080	1532272727678	31
11	1	3	12	22072	12	22099	0	6	6	0	356	0	0	2018-07-22 23:18:47	40011	1532272727722	32
56	1	37	12	19644	12	20283	14	32	18	1	276	0	0	2018-07-22 23:18:47	40056	1532272727754	33
70	1	80	12	19436	12	19485	5	14	9	0	57	1	1	2018-07-22 23:18:47	40070	1532272727787	34
71	1	70	12	19938	12	19505	14	28	14	1	69	1	0	2018-07-22 23:18:47	40071	1532272727821	35
21	1	3	12	21970	12	22124	0	6	6	0	381	0	0	2018-07-22 23:18:47	40021	1532272727887	36
38	1	37	12	20447	12	20436	14	19	5	0	429	0	1	2018-07-22 23:18:47	40038	1532272727921	37
10	1	3	12	22033	12	22246	0	7	7	0	503	0	0	2018-07-22 23:18:47	40010	1532272727954	38
26	1	38	12	20552	12	20555	19	26	7	0	108	0	0	2018-07-22 23:18:48	40026	1532272728021	39
33	1	37	12	20556	12	20552	14	28	14	1	545	0	0	2018-07-22 23:18:48	40033	1532272728054	40
4	1	37	12	22299	12	20372	14	5	65535	0	365	0	1	2018-07-22 23:18:48	40004	1532272728121	41
44	1	38	12	19984	12	20612	19	24	5	0	165	0	0	2018-07-22 23:18:48	40044	1532272728154	42
43	1	63	12	20546	12	19836	31	31	65535	0	37	1	0	2018-07-22 23:18:48	40043	1532272728188	43
8	1	13	12	22379	12	22381	19	29	10	0	354	0	0	2018-07-22 23:18:48	40008	1532272728230	44
72	1	70	12	19809	12	19567	14	19	5	0	131	0	0	2018-07-22 23:18:48	40072	1532272728271	45
39	1	9	12	20867	12	22501	24	19	65535	0	143	1	1	2018-07-22 23:18:48	40039	1532272728313	46
