seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	12	1258	2018-07-22 23:18:27	40003	1532272707362	1
1	12	21738	2018-07-22 23:18:47	40003	1532272727362	2
2	12	42218	2018-07-22 23:19:07	40003	1532272747364	3
3	12	62698	2018-07-22 23:19:27	40003	1532272767363	4
4	13	17642	2018-07-22 23:19:47	40003	1532272787363	5
5	13	38122	2018-07-22 23:20:07	40003	1532272807359	6
6	13	58602	2018-07-22 23:20:27	40003	1532272827359	7
7	14	13546	2018-07-22 23:20:47	40003	1532272847359	8
8	14	34026	2018-07-22 23:21:07	40003	1532272867359	9
9	14	54506	2018-07-22 23:21:27	40003	1532272887360	10
10	15	9450	2018-07-22 23:21:47	40003	1532272907360	11
11	15	29930	2018-07-22 23:22:07	40003	1532272927360	12
12	15	50410	2018-07-22 23:22:27	40003	1532272947356	13
13	16	5354	2018-07-22 23:22:47	40003	1532272967356	14
14	16	25834	2018-07-22 23:23:07	40003	1532272987358	15
15	16	46314	2018-07-22 23:23:27	40003	1532273007357	16
16	17	1258	2018-07-22 23:23:47	40003	1532273027357	17
17	17	21738	2018-07-22 23:24:07	40003	1532273047357	18
18	17	42218	2018-07-22 23:24:27	40003	1532273067357	19
19	17	62698	2018-07-22 23:24:47	40003	1532273087353	20
20	18	17642	2018-07-22 23:25:07	40003	1532273107354	21
21	18	38122	2018-07-22 23:25:27	40003	1532273127354	22
22	18	58602	2018-07-22 23:25:47	40003	1532273147354	23
23	19	13546	2018-07-22 23:26:07	40003	1532273167354	24
24	19	34026	2018-07-22 23:26:27	40003	1532273187354	25
25	19	54506	2018-07-22 23:26:47	40003	1532273207354	26
26	20	9450	2018-07-22 23:27:07	40003	1532273227351	27
27	20	29930	2018-07-22 23:27:27	40003	1532273247351	28
28	20	50410	2018-07-22 23:27:47	40003	1532273267351	29
29	21	5354	2018-07-22 23:28:07	40003	1532273287351	30
30	21	25834	2018-07-22 23:28:27	40003	1532273307351	31
31	21	46314	2018-07-22 23:28:47	40003	1532273327351	32
32	22	1258	2018-07-22 23:29:07	40003	1532273347347	33
33	22	21738	2018-07-22 23:29:27	40003	1532273367348	34
34	22	42218	2018-07-22 23:29:47	40003	1532273387348	35
35	22	62698	2018-07-22 23:30:07	40003	1532273407348	36
36	23	17642	2018-07-22 23:30:27	40003	1532273427348	37
37	23	38122	2018-07-22 23:30:47	40003	1532273447348	38
38	23	58602	2018-07-22 23:31:07	40003	1532273467348	39
39	24	13546	2018-07-22 23:31:27	40003	1532273487349	40
40	24	34026	2018-07-22 23:31:47	40003	1532273507345	41
41	24	54506	2018-07-22 23:32:07	40003	1532273527345	42
42	25	9450	2018-07-22 23:32:27	40003	1532273547345	43
43	25	29930	2018-07-22 23:32:47	40003	1532273567345	44
44	25	50410	2018-07-22 23:33:07	40003	1532273587345	45
45	26	5354	2018-07-22 23:33:27	40003	1532273607346	46
