id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	47	0	3	14	7	1	2018-07-22 23:16:27	40003	1532272587362	1
21	62	47	3	12	0	0	2018-07-22 23:16:30	40021	1532272590489	2
8	1000	181	9	10	0	0	2018-07-22 23:16:31	40008	1532272591573	3
16	142	47	3	14	0	0	2018-07-22 23:16:32	40016	1532272592281	4
9	37	144	39	11	3	1	2018-07-22 23:16:35	40009	1532272595457	5
17	1000	88	80	11	0	0	2018-07-22 23:16:35	40017	1532272595529	6
80	41	47	3	12	2	1	2018-07-22 23:16:35	40080	1532272595911	7
70	100	88	80	10	3	1	2018-07-22 23:16:39	40070	1532272599995	8
10	100	47	3	10	0	0	2018-07-22 23:16:40	40010	1532272600557	9
11	125	47	3	12	0	0	2018-07-22 23:16:41	40011	1532272601349	10
4	41	47	3	12	1	1	2018-07-22 23:16:42	40004	1532272602225	11
12	100	47	3	10	0	0	2018-07-22 23:16:42	40012	1532272602577	12
64	100	181	9	10	0	0	2018-07-22 23:16:43	40064	1532272603001	13
20	1000	47	3	14	0	0	2018-07-22 23:16:43	40020	1532272603313	14
44	23	142	38	14	0	0	2018-07-22 23:16:45	40044	1532272605736	15
63	50	155	40	10	1	1	2018-07-22 23:16:46	40063	1532272606935	16
50	20	142	38	12	0	0	2018-07-22 23:16:50	40050	1532272610719	17
13	47	111	37	14	1	1	2018-07-22 23:16:53	40013	1532272613541	18
39	33	111	37	10	2	1	2018-07-22 23:16:54	40039	1532272614085	19
32	1000	210	52	12	0	0	2018-07-22 23:16:56	40032	1532272616115	20
72	1000	188	70	0	0	0	2018-07-22 23:16:56	40072	1532272616727	21
26	1000	144	39	12	0	0	2018-07-22 23:16:57	40026	1532272617142	22
48	1000	155	40	10	0	0	2018-07-22 23:17:00	40048	1532272620730	23
41	100	155	40	10	0	0	2018-07-22 23:17:00	40041	1532272620796	24
69	55	188	70	11	2	1	2018-07-22 23:17:01	40069	1532272621944	25
53	1000	155	40	12	0	0	2018-07-22 23:17:02	40053	1532272622274	26
24	100	165	44	10	0	0	2018-07-22 23:17:03	40024	1532272623776	27
47	1000	155	40	12	0	0	2018-07-22 23:17:04	40047	1532272624731	28
43	1000	155	40	11	0	0	2018-07-22 23:17:05	40043	1532272625223	29
67	1000	181	9	10	0	0	2018-07-22 23:17:06	40067	1532272626568	30
52	55	155	40	11	1	1	2018-07-22 23:17:06	40052	1532272626760	31
66	1000	205	63	11	0	0	2018-07-22 23:17:09	40066	1532272629762	32
77	100	155	40	10	0	0	2018-07-22 23:17:11	40077	1532272631940	33
38	31	111	37	12	3	1	2018-07-22 23:17:12	40038	1532272632112	34
37	23	88	4	14	3	1	2018-07-22 23:17:13	40037	1532272633097	35
78	1000	188	70	10	0	0	2018-07-22 23:17:13	40078	1532272633968	36
40	13	142	38	12	9	1	2018-07-22 23:17:15	40040	1532272635741	37
71	1000	243	69	0	0	0	2018-07-22 23:17:20	40071	1532272640556	38
75	1000	243	69	10	0	0	2018-07-22 23:17:33	40075	1532272653801	39
56	1000	155	40	0	0	0	2018-07-22 23:17:34	40056	1532272654736	40
33	125	158	13	12	0	0	2018-07-22 23:17:36	40033	1532272656112	41
