addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	8	9	5	10	10	10	8	8	0	0	2018-07-22 23:08:48	40004	1532272128071	1
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	9	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:48	40016	1532272128141	2
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	8	10	7	10	10	10	10	0	0	0	0	0	0	0	2018-07-22 23:08:48	40020	1532272128184	3
3	9	4	8	10	11	12	13	16	21	80	0	0	0	0	0	7	6	7	6	10	5	5	4	6	0	0	0	0	0	2018-07-22 23:08:48	40003	1532272128225	4
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	8	8	10	8	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:48	40011	1532272128267	5
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	9	10	4	10	8	6	8	9	3	0	0	0	0	0	2018-07-22 23:08:48	40021	1532272128321	6
17	5	4	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:48	40017	1532272128359	7
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	9	10	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:48	40009	1532272128401	8
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	2	10	8	5	10	0	0	0	0	0	0	2018-07-22 23:08:48	40012	1532272128442	9
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	5	6	4	10	3	10	6	4	9	7	10	4	2	5	2018-07-22 23:08:48	40013	1532272128476	10
10	7	3	4	12	17	20	70	80	0	0	0	0	0	0	0	8	9	10	10	1	6	10	0	0	0	0	0	0	0	2018-07-22 23:08:48	40010	1532272128509	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	5	10	6	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:48	40008	1532272128542	12
24	6	32	33	37	41	44	56	0	0	0	0	0	0	0	0	10	7	2	9	8	9	0	0	0	0	0	0	0	0	2018-07-22 23:08:49	40024	1532272129662	13
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	7	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-22 23:08:49	40039	1532272129940	14
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	9	9	8	6	0	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40032	1532272130035	15
33	5	13	32	37	52	56	0	0	0	0	0	0	0	0	0	7	8	6	9	7	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40033	1532272130069	16
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	7	10	5	8	8	7	7	8	0	0	0	0	0	2018-07-22 23:08:50	40037	1532272130118	17
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	8	7	8	8	10	8	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40053	1532272130151	18
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	6	6	8	0	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40026	1532272130185	19
38	9	13	26	37	39	40	41	44	50	56	0	0	0	0	0	5	8	10	10	10	1	10	9	5	0	0	0	0	0	2018-07-22 23:08:50	40038	1532272130218	20
43	11	40	41	44	47	48	50	52	53	63	64	77	0	0	0	10	10	10	7	10	10	10	9	10	1	10	0	0	0	2018-07-22 23:08:50	40043	1532272130251	21
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	5	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40071	1532272130391	22
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 23:08:50	40067	1532272130426	23
