nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
11	0	3	11	58840	11	58643	0	5	5	0	40	0	0	2018-07-23 21:41:57	40011	1532353317930	1
80	0	3	11	56420	11	58624	0	5	5	0	21	0	1	2018-07-23 21:41:57	40080	1532353317963	2
10	0	3	11	58639	11	58662	0	5	5	0	59	1	0	2018-07-23 21:41:57	40010	1532353317998	3
37	0	4	11	56587	11	58872	5	12	7	0	30	1	1	2018-07-23 21:41:58	40037	1532353318031	4
21	0	3	11	58753	11	58745	0	5	5	0	142	1	0	2018-07-23 21:41:58	40021	1532353318065	5
20	0	4	11	58913	11	58991	5	5	65535	0	149	0	0	2018-07-23 21:41:58	40020	1532353318131	6
64	0	70	11	56162	11	56174	10	13	3	0	21	1	1	2018-07-23 21:41:58	40064	1532353318165	7
70	0	80	11	56153	11	56616	5	10	5	0	195	0	1	2018-07-23 21:41:58	40070	1532353318198	8
12	0	3	11	58839	11	58824	0	5	5	0	221	0	0	2018-07-23 21:41:58	40012	1532353318232	9
8	0	64	11	58903	11	56296	13	7	65535	0	134	0	1	2018-07-23 21:41:58	40008	1532353318265	10
16	0	4	11	58663	11	58947	5	5	65535	0	105	1	0	2018-07-23 21:41:58	40016	1532353318298	11
17	0	80	11	59010	11	56775	5	5	65535	0	354	0	0	2018-07-23 21:41:58	40017	1532353318332	12
72	0	80	11	57041	11	56756	5	11	6	0	335	0	0	2018-07-23 21:41:58	40072	1532353318368	13
38	0	37	11	56636	11	56711	12	17	5	0	124	1	0	2018-07-23 21:41:58	40038	1532353318399	14
4	0	80	11	58841	11	56504	5	5	65535	0	83	1	1	2018-07-23 21:41:58	40004	1532353318450	15
71	0	70	11	56569	11	56586	10	19	9	0	433	0	1	2018-07-23 21:41:58	40071	1532353318549	16
67	0	64	11	57836	11	56681	13	12	65535	0	519	0	0	2018-07-23 21:41:58	40067	1532353318632	17
78	0	70	11	56620	11	56552	10	15	5	0	399	0	0	2018-07-23 21:41:58	40078	1532353318691	18
63	0	70	11	57299	11	56438	10	18	8	0	285	0	0	2018-07-23 21:41:58	40063	1532353318774	19
39	0	37	11	57033	11	57097	12	17	5	0	510	0	0	2018-07-23 21:41:58	40039	1532353318857	20
33	0	37	11	57385	11	57455	12	19	7	0	868	0	1	2018-07-23 21:41:58	40033	1532353318899	21
69	0	70	11	56587	11	56595	10	19	9	0	442	0	0	2018-07-23 21:41:58	40069	1532353318983	22
24	0	33	11	57483	11	57411	19	269	250	1	26	1	0	2018-07-23 21:41:59	40024	1532353319024	23
9	0	8	11	59069	11	59016	7	12	5	0	113	0	0	2018-07-23 21:41:59	40009	1532353319149	24
75	0	71	11	56604	11	56596	19	24	5	0	26	1	0	2018-07-23 21:41:59	40075	1532353319316	25
32	0	33	11	57692	11	57694	19	20	1	0	309	0	0	2018-07-23 21:41:59	40032	1532353319425	26
13	0	37	11	59075	11	56927	12	13	1	0	340	0	0	2018-07-23 21:41:59	40013	1532353319458	27
26	0	37	11	56945	11	57027	12	17	5	0	440	0	0	2018-07-23 21:41:59	40026	1532353319592	28
77	0	43	11	57158	273	4483	22	265	243	1	15	1	0	2018-07-23 21:41:59	40077	1532353319625	29
66	0	64	11	56438	11	56451	13	18	5	0	289	0	0	2018-07-23 21:41:59	40066	1532353319842	30
21	2	3	12	34089	12	34081	0	5	5	0	48	1	0	2018-07-23 21:42:37	40021	1532353357918	31
4	2	3	12	34277	12	34150	0	5	5	0	117	0	1	2018-07-23 21:42:37	40004	1532353357985	32
12	2	4	12	34222	12	34327	5	5	65535	0	50	1	0	2018-07-23 21:42:38	40012	1532353358038	33
16	2	4	12	34053	12	34337	5	5	65535	0	60	1	0	2018-07-23 21:42:38	40016	1532353358068	34
10	2	3	12	34228	12	34251	0	5	5	0	218	0	0	2018-07-23 21:42:38	40010	1532353358102	35
20	2	3	12	34300	12	34257	0	5	5	0	224	0	0	2018-07-23 21:42:38	40020	1532353358137	36
17	2	3	12	34361	12	34336	0	5	5	0	303	0	0	2018-07-23 21:42:38	40017	1532353358169	37
70	2	4	12	31609	12	34402	5	10	5	0	125	0	1	2018-07-23 21:42:38	40070	1532353358202	38
64	2	70	12	31695	12	31708	10	13	3	0	99	1	1	2018-07-23 21:42:38	40064	1532353358419	39
72	2	70	12	32675	12	31920	10	11	1	0	311	0	0	2018-07-23 21:42:38	40072	1532353358453	40
13	2	37	12	34636	12	32489	12	13	1	0	274	0	0	2018-07-23 21:42:38	40013	1532353358486	41
71	2	70	12	31851	12	31868	10	19	9	0	259	0	1	2018-07-23 21:42:38	40071	1532353358536	42
