seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-10 00:12:12	40003	1528560732399	1
1	0	40981	2018-06-10 00:12:32	40003	1528560752355	2
2	0	61461	2018-06-10 00:12:52	40003	1528560772355	3
3	1	16405	2018-06-10 00:13:12	40003	1528560792351	4
4	1	36885	2018-06-10 00:13:32	40003	1528560812351	5
5	1	57365	2018-06-10 00:13:52	40003	1528560832351	6
6	2	12309	2018-06-10 00:14:12	40003	1528560852352	7
7	2	32789	2018-06-10 00:14:32	40003	1528560872352	8
8	2	53269	2018-06-10 00:14:52	40003	1528560892352	9
9	3	8213	2018-06-10 00:15:12	40003	1528560912352	10
10	3	28693	2018-06-10 00:15:32	40003	1528560932348	11
11	3	49176	2018-06-10 00:15:52	40003	1528560952352	12
12	4	4117	2018-06-10 00:16:13	40003	1528560973276	13
13	4	24597	2018-06-10 00:16:32	40003	1528560992349	14
14	4	45077	2018-06-10 00:16:52	40003	1528561012351	15
15	5	21	2018-06-10 00:17:12	40003	1528561032349	16
16	5	20501	2018-06-10 00:17:32	40003	1528561052345	17
17	5	40981	2018-06-10 00:17:52	40003	1528561072345	18
18	5	61462	2018-06-10 00:18:12	40003	1528561092350	19
19	6	16405	2018-06-10 00:18:32	40003	1528561112346	20
20	6	36885	2018-06-10 00:18:52	40003	1528561132346	21
21	6	57365	2018-06-10 00:19:12	40003	1528561152346	22
22	7	12309	2018-06-10 00:19:32	40003	1528561172346	23
23	7	32790	2018-06-10 00:19:52	40003	1528561192346	24
24	7	53269	2018-06-10 00:20:12	40003	1528561212402	25
25	8	8213	2018-06-10 00:20:32	40003	1528561232343	26
26	8	28693	2018-06-10 00:20:52	40003	1528561252343	27
27	8	49173	2018-06-10 00:21:12	40003	1528561272343	28
28	9	4117	2018-06-10 00:21:32	40003	1528561292343	29
29	9	24605	2018-06-10 00:21:52	40003	1528561312576	30
30	9	45077	2018-06-10 00:22:12	40003	1528561332340	31
31	10	21	2018-06-10 00:22:32	40003	1528561352341	32
32	10	20501	2018-06-10 00:22:52	40003	1528561372342	33
33	10	40981	2018-06-10 00:23:12	40003	1528561392340	34
34	10	61461	2018-06-10 00:23:32	40003	1528561412340	35
35	11	16405	2018-06-10 00:23:52	40003	1528561432340	36
36	11	36885	2018-06-10 00:24:12	40003	1528561452341	37
37	11	57365	2018-06-10 00:24:32	40003	1528561472337	38
38	12	12309	2018-06-10 00:24:52	40003	1528561492337	39
