seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-10 20:07:27	40003	1528632447965	1
2	0	61461	2018-06-10 20:07:49	40003	1528632469906	2
3	1	16405	2018-06-10 20:08:06	40003	1528632486270	3
4	1	36885	2018-06-10 20:08:25	40003	1528632505538	4
5	1	57365	2018-06-10 20:08:45	40003	1528632525861	5
6	2	12309	2018-06-10 20:09:07	40003	1528632547246	6
7	2	32789	2018-06-10 20:09:25	40003	1528632565538	7
8	2	53269	2018-06-10 20:09:45	40003	1528632585625	8
9	3	28693	2018-06-10 20:10:25	40003	1528632625539	9
10	3	49173	2018-06-10 20:10:45	40003	1528632645879	10
11	4	24597	2018-06-10 20:11:26	40003	1528632686720	11
12	4	45077	2018-06-10 20:11:47	40003	1528632707101	12
13	5	21	2018-06-10 20:12:09	40003	1528632729286	13
14	5	20501	2018-06-10 20:12:25	40003	1528632745536	14
15	5	40981	2018-06-10 20:12:46	40003	1528632766911	15
16	5	61461	2018-06-10 20:13:05	40003	1528632785766	16
17	6	16405	2018-06-10 20:13:25	40003	1528632805532	17
18	6	36885	2018-06-10 20:13:45	40003	1528632825574	18
19	7	12309	2018-06-10 20:14:25	40003	1528632865533	19
20	7	32789	2018-06-10 20:14:45	40003	1528632885600	20
21	7	53269	2018-06-10 20:15:07	40003	1528632907381	21
22	8	8213	2018-06-10 20:15:25	40003	1528632925529	22
23	8	28693	2018-06-10 20:15:45	40003	1528632945580	23
24	8	49173	2018-06-10 20:16:08	40003	1528632968849	24
25	9	4117	2018-06-10 20:16:25	40003	1528632985530	25
26	9	24605	2018-06-10 20:16:45	40003	1528633005602	26
27	9	45077	2018-06-10 20:17:11	40003	1528633031769	27
28	10	21	2018-06-10 20:17:25	40003	1528633045526	28
29	10	20501	2018-06-10 20:17:46	40003	1528633066107	29
30	10	40981	2018-06-10 20:18:05	40003	1528633085527	30
31	10	61461	2018-06-10 20:18:25	40003	1528633105527	31
32	11	16405	2018-06-10 20:18:45	40003	1528633125611	32
33	11	36885	2018-06-10 20:19:09	40003	1528633149188	33
34	11	57365	2018-06-10 20:19:25	40003	1528633165527	34
35	12	12314	2018-06-10 20:19:45	40003	1528633185708	35
