seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-12 13:27:33	40003	1528781253426	1
2	0	61461	2018-06-12 13:27:53	40003	1528781273466	2
3	1	16405	2018-06-12 13:28:13	40003	1528781293389	3
4	1	36885	2018-06-12 13:28:33	40003	1528781313389	4
5	1	57365	2018-06-12 13:28:53	40003	1528781333390	5
6	2	12309	2018-06-12 13:29:13	40003	1528781353390	6
7	2	32789	2018-06-12 13:29:33	40003	1528781373386	7
8	2	53269	2018-06-12 13:29:53	40003	1528781393470	8
9	3	8213	2018-06-12 13:30:13	40003	1528781413386	9
10	3	28693	2018-06-12 13:30:33	40003	1528781433386	10
11	3	49173	2018-06-12 13:30:53	40003	1528781453442	11
12	4	4117	2018-06-12 13:31:13	40003	1528781473387	12
13	4	24597	2018-06-12 13:31:33	40003	1528781493387	13
14	4	45077	2018-06-12 13:31:53	40003	1528781513415	14
15	5	21	2018-06-12 13:32:13	40003	1528781533387	15
16	5	20501	2018-06-12 13:32:33	40003	1528781553383	16
17	5	40981	2018-06-12 13:32:53	40003	1528781573466	17
18	5	61461	2018-06-12 13:33:13	40003	1528781593384	18
19	6	16405	2018-06-12 13:33:33	40003	1528781613384	19
20	6	36885	2018-06-12 13:33:53	40003	1528781633441	20
21	6	57365	2018-06-12 13:34:13	40003	1528781653380	21
22	7	12309	2018-06-12 13:34:33	40003	1528781673380	22
23	7	32789	2018-06-12 13:34:53	40003	1528781693398	23
24	7	53269	2018-06-12 13:35:13	40003	1528781713381	24
25	8	8213	2018-06-12 13:35:33	40003	1528781733381	25
26	8	28693	2018-06-12 13:35:53	40003	1528781753413	26
27	8	49173	2018-06-12 13:36:13	40003	1528781773377	27
28	9	4117	2018-06-12 13:36:33	40003	1528781793377	28
29	9	24597	2018-06-12 13:36:53	40003	1528781813412	29
30	9	45077	2018-06-12 13:37:13	40003	1528781833378	30
31	10	23	2018-06-12 13:37:33	40003	1528781853379	31
32	10	20501	2018-06-12 13:37:53	40003	1528781873444	32
33	10	40981	2018-06-12 13:38:13	40003	1528781893378	33
34	10	61461	2018-06-12 13:38:33	40003	1528781913378	34
35	11	16405	2018-06-12 13:38:53	40003	1528781933418	35
36	11	36885	2018-06-12 13:39:13	40003	1528781953375	36
37	11	57365	2018-06-12 13:39:33	40003	1528781973375	37
38	12	12309	2018-06-12 13:39:53	40003	1528781993415	38
