seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-09 22:27:03	40003	1528554423449	1
2	0	61461	2018-06-09 22:27:23	40003	1528554443459	2
3	1	16405	2018-06-09 22:27:44	40003	1528554464066	3
4	1	36885	2018-06-09 22:28:03	40003	1528554483446	4
5	1	57365	2018-06-09 22:28:23	40003	1528554503462	5
6	2	12309	2018-06-09 22:28:43	40003	1528554523446	6
7	2	32789	2018-06-09 22:29:03	40003	1528554543448	7
8	2	53269	2018-06-09 22:29:23	40003	1528554563466	8
9	3	8213	2018-06-09 22:29:43	40003	1528554583447	9
10	3	28693	2018-06-09 22:30:03	40003	1528554603447	10
11	3	49173	2018-06-09 22:30:23	40003	1528554623472	11
12	4	4117	2018-06-09 22:30:43	40003	1528554643443	12
13	4	24597	2018-06-09 22:31:03	40003	1528554663443	13
14	4	45077	2018-06-09 22:31:23	40003	1528554683443	14
15	5	21	2018-06-09 22:31:43	40003	1528554703445	15
16	5	20501	2018-06-09 22:32:03	40003	1528554723444	16
17	5	40981	2018-06-09 22:32:23	40003	1528554743479	17
18	5	61461	2018-06-09 22:32:43	40003	1528554763440	18
19	6	16405	2018-06-09 22:33:03	40003	1528554783440	19
20	6	36885	2018-06-09 22:33:23	40003	1528554803461	20
21	7	12309	2018-06-09 22:34:03	40003	1528554843441	21
22	7	32789	2018-06-09 22:34:23	40003	1528554863441	22
23	7	53269	2018-06-09 22:34:43	40003	1528554883441	23
24	8	8213	2018-06-09 22:35:03	40003	1528554903437	24
25	8	28693	2018-06-09 22:35:23	40003	1528554923471	25
26	8	49173	2018-06-09 22:35:43	40003	1528554943437	26
27	9	4117	2018-06-09 22:36:03	40003	1528554963438	27
28	9	24597	2018-06-09 22:36:23	40003	1528554983462	28
29	9	45077	2018-06-09 22:36:43	40003	1528555003438	29
30	10	21	2018-06-09 22:37:03	40003	1528555023434	30
31	10	20501	2018-06-09 22:37:24	40003	1528555044595	31
32	10	40981	2018-06-09 22:37:43	40003	1528555063435	32
33	10	61461	2018-06-09 22:38:03	40003	1528555083435	33
34	11	16405	2018-06-09 22:38:23	40003	1528555103459	34
35	11	36885	2018-06-09 22:38:43	40003	1528555123435	35
36	11	57365	2018-06-09 22:39:03	40003	1528555143535	36
37	12	12309	2018-06-09 22:39:23	40003	1528555163459	37
