seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-11 21:03:54	40003	1528722234237	1
2	0	61461	2018-06-11 21:04:14	40003	1528722254237	2
3	1	16405	2018-06-11 21:04:34	40003	1528722274194	3
4	1	36885	2018-06-11 21:04:54	40003	1528722294190	4
5	1	57365	2018-06-11 21:05:14	40003	1528722314190	5
6	2	12309	2018-06-11 21:05:34	40003	1528722334190	6
7	2	32789	2018-06-11 21:05:54	40003	1528722354190	7
8	2	53269	2018-06-11 21:06:14	40003	1528722374191	8
9	3	8213	2018-06-11 21:06:34	40003	1528722394191	9
10	3	28693	2018-06-11 21:06:54	40003	1528722414191	10
11	3	49173	2018-06-11 21:07:14	40003	1528722434187	11
12	4	4117	2018-06-11 21:07:34	40003	1528722454187	12
13	4	24597	2018-06-11 21:07:54	40003	1528722474187	13
14	4	45077	2018-06-11 21:08:14	40003	1528722494188	14
15	5	21	2018-06-11 21:08:34	40003	1528722514190	15
16	5	20501	2018-06-11 21:08:54	40003	1528722534188	16
17	5	40981	2018-06-11 21:09:14	40003	1528722554188	17
18	5	61461	2018-06-11 21:09:34	40003	1528722574184	18
19	6	16405	2018-06-11 21:09:54	40003	1528722594184	19
20	6	36885	2018-06-11 21:10:14	40003	1528722614185	20
21	6	57365	2018-06-11 21:10:34	40003	1528722634185	21
22	7	12309	2018-06-11 21:10:54	40003	1528722654185	22
23	7	32789	2018-06-11 21:11:14	40003	1528722674185	23
24	7	53269	2018-06-11 21:11:34	40003	1528722694185	24
25	8	8213	2018-06-11 21:11:54	40003	1528722714181	25
26	8	28693	2018-06-11 21:12:14	40003	1528722734182	26
27	8	49173	2018-06-11 21:12:34	40003	1528722754182	27
28	9	4117	2018-06-11 21:12:54	40003	1528722774182	28
29	9	24604	2018-06-11 21:13:14	40003	1528722794186	29
30	9	45077	2018-06-11 21:13:34	40003	1528722814178	30
31	10	21	2018-06-11 21:13:54	40003	1528722834178	31
32	10	20501	2018-06-11 21:14:14	40003	1528722854178	32
33	10	40981	2018-06-11 21:14:34	40003	1528722874179	33
34	10	61461	2018-06-11 21:14:54	40003	1528722894179	34
35	11	16405	2018-06-11 21:15:14	40003	1528722914179	35
36	11	36885	2018-06-11 21:15:34	40003	1528722934179	36
37	11	57365	2018-06-11 21:15:54	40003	1528722954175	37
38	12	12309	2018-06-11 21:16:14	40003	1528722974176	38
