seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	20501	2017-03-30 01:07:53	40001	1490807273485	1
2	0	30741	2017-03-30 01:08:03	40001	1490807283445	2
3	0	40981	2017-03-30 01:08:13	40001	1490807293448	3
4	0	51231	2017-03-30 01:08:23	40001	1490807303456	4
5	0	61461	2017-03-30 01:08:33	40001	1490807313473	5
6	1	6165	2017-03-30 01:08:43	40001	1490807323444	6
7	1	16405	2017-03-30 01:08:53	40001	1490807333639	7
8	1	26645	2017-03-30 01:09:03	40001	1490807343660	8
9	1	36885	2017-03-30 01:09:13	40001	1490807353445	9
10	1	47125	2017-03-30 01:09:23	40001	1490807363445	10
11	1	57365	2017-03-30 01:09:33	40001	1490807373804	11
12	2	2069	2017-03-30 01:09:43	40001	1490807383445	12
13	2	12309	2017-03-30 01:09:53	40001	1490807393445	13
