seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-09 18:21:59	40003	1528539719551	1
1	0	40981	2018-06-09 18:22:19	40003	1528539739513	2
2	0	61461	2018-06-09 18:22:39	40003	1528539759513	3
3	1	16405	2018-06-09 18:22:59	40003	1528539779513	4
4	1	36885	2018-06-09 18:23:19	40003	1528539799509	5
5	1	57365	2018-06-09 18:23:39	40003	1528539819510	6
6	2	12309	2018-06-09 18:23:59	40003	1528539839510	7
7	2	32789	2018-06-09 18:24:19	40003	1528539859510	8
8	2	53269	2018-06-09 18:24:39	40003	1528539879510	9
9	3	8213	2018-06-09 18:24:59	40003	1528539899510	10
10	3	28693	2018-06-09 18:25:19	40003	1528539919506	11
11	3	49175	2018-06-09 18:25:43	40003	1528539943064	12
12	4	4117	2018-06-09 18:26:01	40003	1528539961310	13
13	4	24604	2018-06-09 18:26:19	40003	1528539979515	14
14	4	45077	2018-06-09 18:26:39	40003	1528539999509	15
15	5	21	2018-06-09 18:26:59	40003	1528540019507	16
16	5	20501	2018-06-09 18:27:19	40003	1528540039507	17
17	5	40981	2018-06-09 18:27:39	40003	1528540059505	18
18	5	61461	2018-06-09 18:27:59	40003	1528540079504	19
19	6	16408	2018-06-09 18:28:19	40003	1528540099508	20
20	6	36885	2018-06-09 18:28:39	40003	1528540119504	21
21	6	57365	2018-06-09 18:28:59	40003	1528540139504	22
22	7	12309	2018-06-09 18:29:19	40003	1528540159504	23
23	7	32789	2018-06-09 18:29:39	40003	1528540179505	24
24	7	53269	2018-06-09 18:29:59	40003	1528540199546	25
25	8	8213	2018-06-09 18:30:19	40003	1528540219501	26
26	8	28693	2018-06-09 18:30:39	40003	1528540239502	27
27	8	49173	2018-06-09 18:30:59	40003	1528540259501	28
28	9	4117	2018-06-09 18:31:19	40003	1528540279501	29
29	9	24597	2018-06-09 18:31:39	40003	1528540299503	30
30	9	45077	2018-06-09 18:31:59	40003	1528540319498	31
31	10	22	2018-06-09 18:32:19	40003	1528540339502	32
32	10	20502	2018-06-09 18:32:39	40003	1528540359502	33
33	10	40981	2018-06-09 18:32:59	40003	1528540379498	34
34	10	61468	2018-06-09 18:33:19	40003	1528540399506	35
35	11	16405	2018-06-09 18:33:39	40003	1528540419499	36
36	11	36885	2018-06-09 18:33:59	40003	1528540439499	37
37	11	57365	2018-06-09 18:34:19	40003	1528540459495	38
38	12	12309	2018-06-09 18:34:39	40003	1528540479495	39
39	12	32789	2018-06-09 18:34:59	40003	1528540499495	40
