addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	13	16	21	37	80	0	0	0	0	7	6	8	10	10	6	7	5	1	7	0	0	0	0	2018-07-22 20:33:16	40003	1532262796990	1
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	7	9	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:17	40011	1532262797061	2
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:17	40009	1532262797094	3
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	6	10	7	7	9	9	10	10	4	0	0	0	0	0	2018-07-22 20:33:17	40021	1532262797127	4
17	5	4	10	12	21	80	0	0	0	0	0	0	0	0	0	8	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:17	40017	1532262797160	5
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	9	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-22 20:33:17	40020	1532262797194	6
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	7	9	8	10	4	2	6	9	0	0	0	0	0	0	2018-07-22 20:33:17	40010	1532262797227	7
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	9	8	8	10	10	10	5	7	0	0	2018-07-22 20:33:17	40004	1532262797260	8
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	4	10	9	5	10	0	0	0	0	0	0	2018-07-22 20:33:17	40012	1532262797294	9
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	7	10	10	9	10	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:17	40016	1532262797327	10
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	6	8	4	7	2	6	6	5	8	8	10	5	2	5	2018-07-22 20:33:17	40013	1532262797361	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	7	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:17	40008	1532262797394	12
24	6	32	33	37	41	44	56	0	0	0	0	0	0	0	0	8	8	1	7	10	8	0	0	0	0	0	0	0	0	2018-07-22 20:33:18	40024	1532262798103	13
40	12	38	41	43	44	47	48	50	52	53	56	63	77	0	0	10	10	10	10	10	6	7	10	6	4	10	10	0	0	2018-07-22 20:33:18	40040	1532262798588	14
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	9	10	8	9	10	10	2	10	4	4	0	0	0	0	2018-07-22 20:33:18	40063	1532262798797	15
38	9	13	26	37	39	40	41	44	50	56	0	0	0	0	0	4	8	10	10	10	5	10	7	7	0	0	0	0	0	2018-07-22 20:33:18	40038	1532262798845	16
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	8	8	6	8	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:18	40026	1532262798878	17
64	8	8	9	43	50	63	66	67	70	0	0	0	0	0	0	10	6	2	2	10	10	9	10	0	0	0	0	0	0	2018-07-22 20:33:18	40064	1532262798928	18
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	8	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-22 20:33:18	40039	1532262798961	19
33	5	13	32	37	52	56	0	0	0	0	0	0	0	0	0	8	7	6	6	7	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:18	40033	1532262798994	20
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	8	10	6	7	9	6	8	8	0	0	0	0	0	2018-07-22 20:33:19	40037	1532262799028	21
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	9	7	6	10	7	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40048	1532262799061	22
32	5	24	33	41	52	56	0	0	0	0	0	0	0	0	0	2	8	7	7	3	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40032	1532262799095	23
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	8	7	6	3	10	5	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40053	1532262799128	24
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40075	1532262799161	25
44	9	38	40	41	43	47	48	50	53	77	0	0	0	0	0	10	10	10	10	10	1	9	10	10	0	0	0	0	0	2018-07-22 20:33:19	40044	1532262799195	26
80	9	3	4	10	12	17	21	70	72	78	0	0	0	0	0	10	10	10	10	10	3	10	9	2	0	0	0	0	0	2018-07-22 20:33:19	40080	1532262799358	27
67	4	8	9	13	64	0	0	0	0	0	0	0	0	0	0	10	10	1	10	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40067	1532262799386	28
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	5	10	10	8	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40072	1532262799420	29
66	3	63	64	77	0	0	0	0	0	0	0	0	0	0	0	10	10	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40066	1532262799453	30
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	9	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40069	1532262799487	31
43	11	40	41	44	47	48	50	52	53	63	64	77	0	0	0	10	10	10	10	10	10	10	7	10	1	10	0	0	0	2018-07-22 20:33:19	40043	1532262799520	32
41	11	32	40	43	44	47	48	50	52	53	56	63	0	0	0	8	10	10	10	10	6	6	10	7	8	9	0	0	0	2018-07-22 20:33:19	40041	1532262799554	33
47	8	40	41	43	44	48	50	52	56	0	0	0	0	0	0	10	10	6	10	10	6	7	8	0	0	0	0	0	0	2018-07-22 20:33:19	40047	1532262799587	34
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40078	1532262799620	35
50	12	38	39	40	41	43	44	47	52	53	63	70	77	0	0	9	8	10	10	10	6	8	7	10	10	6	10	0	0	2018-07-22 20:33:19	40050	1532262799654	36
77	6	40	43	50	53	63	66	0	0	0	0	0	0	0	0	10	10	10	10	3	10	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40077	1532262799687	37
70	10	4	10	50	63	64	69	71	72	78	80	0	0	0	0	5	4	4	7	9	7	6	10	9	8	0	0	0	0	2018-07-22 20:33:19	40070	1532262799720	38
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	7	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 20:33:19	40071	1532262799754	39
56	8	32	33	37	38	40	41	47	52	0	0	0	0	0	0	1	5	8	6	5	4	8	5	0	0	0	0	0	0	2018-07-22 20:33:19	40056	1532262799787	40
52	10	32	33	40	41	43	47	48	50	56	77	0	0	0	0	8	8	10	10	7	10	6	6	8	8	0	0	0	0	2018-07-22 20:33:19	40052	1532262799821	41
