id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	15	0	3	12	9	1	2018-07-19 17:57:43	40003	1531994263302	1
10	100	15	3	10	1	1	2018-07-19 17:57:46	40010	1531994266210	2
4	50	15	3	10	0	0	2018-07-19 17:57:47	40004	1531994267422	3
8	25	15	3	10	2	1	2018-07-19 17:57:47	40008	1531994267493	4
17	1000	15	3	12	0	0	2018-07-19 17:57:51	40017	1531994271318	5
12	1000	15	3	10	0	0	2018-07-19 17:57:58	40012	1531994278150	6
20	1000	15	3	10	0	0	2018-07-19 17:57:59	40020	1531994279338	7
80	50	15	3	10	0	0	2018-07-19 17:58:01	40080	1531994281337	8
21	62	15	3	12	0	0	2018-07-19 17:58:02	40021	1531994282470	9
11	125	15	3	12	0	0	2018-07-19 17:58:03	40011	1531994283430	10
16	1000	15	3	10	0	0	2018-07-19 17:58:07	40016	1531994287598	11
9	50	40	8	10	2	1	2018-07-19 17:58:13	40009	1531994293342	12
66	1000	152	70	11	0	0	2018-07-19 17:58:18	40066	1531994298561	13
70	37	115	10	11	5	1	2018-07-19 17:58:18	40070	1531994298618	14
64	100	140	67	10	0	0	2018-07-19 17:58:20	40064	1531994300617	15
67	100	40	8	10	1	1	2018-07-19 17:58:22	40067	1531994302606	16
63	41	132	50	12	0	0	2018-07-19 17:58:23	40063	1531994303342	17
39	25	90	9	10	3	1	2018-07-19 17:58:31	40039	1531994311966	18
13	100	90	9	10	2	1	2018-07-19 17:58:32	40013	1531994312390	19
72	1000	152	70	0	0	0	2018-07-19 17:58:34	40072	1531994314441	20
71	100	152	70	10	1	1	2018-07-19 17:58:35	40071	1531994315661	21
26	111	115	39	11	0	0	2018-07-19 17:58:38	40026	1531994318909	22
50	17	115	39	12	6	1	2018-07-19 17:58:40	40050	1531994320822	23
69	100	152	70	10	0	0	2018-07-19 17:58:45	40069	1531994325611	24
44	33	132	50	10	0	0	2018-07-19 17:58:45	40044	1531994325837	25
77	50	132	50	10	0	0	2018-07-19 17:58:49	40077	1531994329595	26
38	27	115	39	11	1	1	2018-07-19 17:58:49	40038	1531994329948	27
78	1000	152	70	10	0	0	2018-07-19 17:58:51	40078	1531994331616	28
47	1000	150	41	0	0	0	2018-07-19 17:58:54	40047	1531994334843	29
56	1000	1190	37	0	0	0	2018-07-19 17:58:59	40056	1531994339868	30
33	111	190	13	11	0	0	2018-07-19 17:58:59	40033	1531994339960	31
53	1000	132	50	12	0	0	2018-07-19 17:59:00	40053	1531994340755	32
48	1000	150	41	10	0	0	2018-07-19 17:59:00	40048	1531994340838	33
52	125	150	41	12	1	1	2018-07-19 17:59:01	40052	1531994341845	34
43	27	132	50	11	0	0	2018-07-19 17:59:05	40043	1531994345362	35
41	18	132	50	11	3	1	2018-07-19 17:59:07	40041	1531994347835	36
40	33	142	38	10	0	0	2018-07-19 17:59:08	40040	1531994348878	37
75	1000	252	71	0	0	0	2018-07-19 17:59:12	40075	1531994352043	38
37	1000	190	13	10	1	1	2018-07-19 17:59:12	40037	1531994352674	39
24	62	165	44	12	0	0	2018-07-19 17:59:17	40024	1531994357516	40
32	1000	275	52	0	0	0	2018-07-19 17:59:27	40032	1531994367010	41
