addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	9	10	10	10	8	9	5	10	0	0	0	0	0	0	2018-07-19 17:50:03	40012	1531993803987	1
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	7	9	10	10	0	0	0	0	0	0	2018-07-19 17:50:04	40010	1531993804036	2
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	8	9	9	10	10	6	6	10	8	8	0	0	0	0	2018-07-19 17:50:04	40003	1531993804130	3
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	8	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-19 17:50:04	40017	1531993804164	4
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	10	9	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:04	40009	1531993804206	5
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-19 17:50:04	40020	1531993804239	6
13	13	3	4	8	9	11	16	21	26	33	37	38	56	67	0	6	7	6	8	6	3	5	6	2	10	2	1	3	0	2018-07-19 17:50:04	40013	1531993804273	7
11	4	3	13	16	20	0	0	0	0	0	0	0	0	0	0	10	8	10	7	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:04	40011	1531993804306	8
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:04	40008	1531993804356	9
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	10	10	7	10	10	10	5	9	0	0	2018-07-19 17:50:04	40004	1531993804389	10
21	10	3	4	10	12	13	16	17	20	37	80	0	0	0	0	10	10	6	6	8	6	10	10	10	1	0	0	0	0	2018-07-19 17:50:04	40021	1531993804423	11
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	9	10	10	7	10	7	0	0	0	0	0	0	0	0	2018-07-19 17:50:04	40016	1531993804478	12
63	10	40	41	43	50	52	64	66	67	70	77	0	0	0	0	8	8	9	8	6	10	10	4	10	3	0	0	0	0	2018-07-19 17:50:05	40063	1531993805214	13
24	8	32	33	37	40	41	44	52	56	0	0	0	0	0	0	9	7	4	7	7	9	10	8	0	0	0	0	0	0	2018-07-19 17:50:05	40024	1531993805406	14
37	7	4	13	21	26	38	39	56	0	0	0	0	0	0	0	4	10	4	10	6	5	5	0	0	0	0	0	0	0	2018-07-19 17:50:05	40037	1531993805565	15
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	9	7	8	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:05	40026	1531993805791	16
38	11	13	26	33	37	39	40	41	43	44	50	56	0	0	0	3	8	3	9	10	9	7	9	10	10	1	0	0	0	2018-07-19 17:50:05	40038	1531993805849	17
32	3	33	41	52	0	0	0	0	0	0	0	0	0	0	0	7	6	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:05	40032	1531993805883	18
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:05	40075	1531993805916	19
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	8	9	7	1	5	4	0	0	0	0	0	0	0	0	2018-07-19 17:50:05	40033	1531993805949	20
39	5	9	26	37	38	50	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:05	40039	1531993805983	21
80	8	3	4	10	12	17	70	72	78	0	0	0	0	0	0	10	10	10	10	10	10	10	7	0	0	0	0	0	0	2018-07-19 17:50:06	40080	1531993806163	22
43	10	40	41	44	47	48	50	52	53	64	77	0	0	0	0	10	10	9	10	9	10	10	8	2	10	0	0	0	0	2018-07-19 17:50:06	40043	1531993806217	23
72	3	70	78	80	0	0	0	0	0	0	0	0	0	0	0	10	9	7	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40072	1531993806285	24
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	8	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40069	1531993806412	25
77	7	40	43	50	52	53	63	66	0	0	0	0	0	0	0	10	10	10	7	10	8	10	0	0	0	0	0	0	0	2018-07-19 17:50:06	40077	1531993806441	26
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40078	1531993806475	27
64	9	8	9	40	43	50	63	66	67	70	0	0	0	0	0	6	6	1	5	7	10	10	10	7	0	0	0	0	0	2018-07-19 17:50:06	40064	1531993806508	28
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	9	9	9	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40066	1531993806541	29
70	10	10	50	63	64	66	69	71	72	78	80	0	0	0	0	8	1	10	5	9	5	4	10	7	7	0	0	0	0	2018-07-19 17:50:06	40070	1531993806575	30
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40067	1531993806633	31
53	4	40	43	50	77	0	0	0	0	0	0	0	0	0	0	7	8	9	8	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40053	1531993806667	32
44	10	38	40	41	43	47	48	50	52	53	77	0	0	0	0	10	10	10	10	10	4	8	10	8	9	0	0	0	0	2018-07-19 17:50:06	40044	1531993806700	33
50	14	38	39	40	41	43	44	47	48	52	53	63	64	70	77	7	8	8	10	10	8	7	2	9	10	7	2	4	10	2018-07-19 17:50:06	40050	1531993806734	34
52	12	32	33	40	41	43	44	47	48	50	56	63	77	0	0	2	5	10	10	9	7	10	10	7	8	7	6	0	0	2018-07-19 17:50:06	40052	1531993806767	35
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	8	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40071	1531993806804	36
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 17:50:06	40048	1531993806834	37
