addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	16	17	20	21	80	0	0	0	0	8	5	9	8	10	6	5	1	5	2	0	0	0	0	2018-07-19 13:30:43	40003	1531978243166	1
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	9	8	10	10	9	10	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40017	1531978243299	2
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	9	9	10	10	7	10	10	0	0	0	0	0	0	0	2018-07-19 13:30:43	40010	1531978243342	3
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	7	10	9	10	7	10	10	8	8	5	0	0	2018-07-19 13:30:43	40004	1531978243377	4
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	1	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40011	1531978243414	5
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	8	10	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40008	1531978243486	6
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	7	10	9	5	10	6	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40016	1531978243526	7
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	7	8	9	10	0	0	0	0	0	0	2018-07-19 13:30:43	40012	1531978243560	8
20	6	3	4	11	12	16	21	0	0	0	0	0	0	0	0	10	10	9	10	10	10	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40020	1531978243593	9
21	10	3	4	10	12	13	16	17	20	37	80	0	0	0	0	8	10	6	7	6	5	4	9	7	1	0	0	0	0	2018-07-19 13:30:43	40021	1531978243710	10
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	6	1	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:43	40009	1531978243744	11
13	11	4	8	9	11	16	21	26	33	37	38	67	0	0	0	6	5	8	9	3	5	7	4	10	5	1	0	0	0	2018-07-19 13:30:43	40013	1531978243777	12
24	8	32	33	38	40	41	44	52	56	0	0	0	0	0	0	8	7	1	9	9	9	8	9	0	0	0	0	0	0	2018-07-19 13:30:44	40024	1531978244534	13
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	10	9	10	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:44	40026	1531978244594	14
38	9	13	26	33	37	39	40	44	50	56	0	0	0	0	0	6	7	4	10	10	8	10	7	4	0	0	0	0	0	2018-07-19 13:30:44	40038	1531978244659	15
80	9	3	4	10	12	17	63	70	72	78	0	0	0	0	0	7	6	10	10	10	4	10	3	6	0	0	0	0	0	2018-07-19 13:30:44	40080	1531978244796	16
39	5	9	26	37	38	50	0	0	0	0	0	0	0	0	0	10	10	10	10	9	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:44	40039	1531978244874	17
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	7	9	8	7	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:44	40032	1531978244915	18
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:44	40066	1531978244944	19
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	8	9	8	6	7	9	0	0	0	0	0	0	0	0	2018-07-19 13:30:44	40033	1531978244977	20
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	1	5	9	5	5	2	9	7	9	0	0	0	0	0	2018-07-19 13:30:45	40037	1531978245011	21
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:45	40048	1531978245044	22
72	3	63	70	78	0	0	0	0	0	0	0	0	0	0	0	4	10	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:45	40072	1531978245137	23
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:45	40078	1531978245169	24
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-19 13:30:45	40071	1531978245526	25
56	6	33	37	38	41	47	52	0	0	0	0	0	0	0	0	6	10	7	4	3	7	0	0	0	0	0	0	0	0	2018-07-19 13:30:45	40056	1531978245586	26
50	13	38	39	40	41	43	44	47	52	53	63	64	70	77	0	9	6	5	10	10	8	3	9	10	9	3	3	10	0	2018-07-19 13:30:45	40050	1531978245619	27
