addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	8	8	7	9	5	10	3	7	5	5	10	2	6	9	2018-07-20 20:11:02	40013	1532088662430	1
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	7	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:02	40011	1532088662638	2
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	2	10	10	10	9	10	0	0	0	0	0	0	0	0	2018-07-20 20:11:02	40017	1532088662726	3
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:02	40009	1532088662778	4
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	8	10	7	9	7	8	6	6	8	0	0	0	0	2018-07-20 20:11:02	40003	1532088662811	5
21	8	3	4	12	13	17	20	37	80	0	0	0	0	0	0	9	10	8	10	10	10	10	5	0	0	0	0	0	0	2018-07-20 20:11:02	40021	1532088662845	6
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	9	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:02	40016	1532088662878	7
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:02	40008	1532088662914	8
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	8	10	8	10	10	10	10	10	8	10	0	0	2018-07-20 20:11:02	40004	1532088662970	9
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	6	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 20:11:03	40020	1532088663003	10
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	3	10	6	7	10	0	0	0	0	0	0	2018-07-20 20:11:03	40012	1532088663037	11
10	8	3	4	12	13	17	20	70	80	0	0	0	0	0	0	9	8	10	1	10	5	5	10	0	0	0	0	0	0	2018-07-20 20:11:03	40010	1532088663198	12
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	10	9	9	9	2	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:04	40026	1532088664184	13
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	8	10	7	6	5	9	7	7	0	0	0	0	0	2018-07-20 20:11:04	40037	1532088664254	14
32	3	33	41	52	0	0	0	0	0	0	0	0	0	0	0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:11:04	40032	1532088664320	15
38	10	13	26	33	37	39	40	43	44	50	56	0	0	0	0	3	7	3	10	10	8	6	10	9	2	0	0	0	0	2018-07-20 20:11:04	40038	1532088664355	16
24	6	32	33	40	41	44	56	0	0	0	0	0	0	0	0	7	8	2	9	8	8	0	0	0	0	0	0	0	0	2018-07-20 20:11:04	40024	1532088664387	17
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	8	9	10	10	9	0	0	0	0	0	0	0	0	2018-07-20 20:11:04	40039	1532088664420	18
