addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	8	10	10	10	10	6	9	9	0	0	2018-07-20 20:27:29	40004	1532089649324	1
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	8	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 20:27:29	40020	1532089649455	2
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	8	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 20:27:29	40017	1532089649488	3
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	7	8	9	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:29	40009	1532089649522	4
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	10	7	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:29	40011	1532089649555	5
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:29	40008	1532089649589	6
10	7	3	4	12	17	20	70	80	0	0	0	0	0	0	0	8	7	10	10	7	7	10	0	0	0	0	0	0	0	2018-07-20 20:27:29	40010	1532089649622	7
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	7	10	8	10	7	8	10	6	8	0	0	0	0	2018-07-20 20:27:29	40003	1532089649672	8
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	10	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:29	40016	1532089649705	9
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	1	10	9	7	10	0	0	0	0	0	0	2018-07-20 20:27:29	40012	1532089649739	10
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	7	6	8	9	1	10	9	8	9	7	8	1	4	8	2018-07-20 20:27:29	40013	1532089649772	11
21	8	3	4	12	13	17	20	37	80	0	0	0	0	0	0	9	10	10	10	10	10	6	4	0	0	0	0	0	0	2018-07-20 20:27:29	40021	1532089649910	12
24	6	32	33	40	41	44	56	0	0	0	0	0	0	0	0	10	6	2	8	8	9	0	0	0	0	0	0	0	0	2018-07-20 20:27:30	40024	1532089650353	13
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	8	5	9	7	6	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:30	40026	1532089650766	14
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	8	6	10	7	7	7	8	6	10	0	0	0	0	0	2018-07-20 20:27:30	40037	1532089650915	15
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	7	10	10	10	9	0	0	0	0	0	0	0	0	2018-07-20 20:27:30	40039	1532089650966	16
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	8	10	4	7	5	8	0	0	0	0	0	0	0	0	2018-07-20 20:27:30	40033	1532089650997	17
38	10	13	26	33	37	39	40	41	43	44	50	0	0	0	0	2	7	4	10	10	9	1	2	10	10	0	0	0	0	2018-07-20 20:27:31	40038	1532089651031	18
32	3	33	41	52	0	0	0	0	0	0	0	0	0	0	0	6	8	8	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40032	1532089651064	19
63	11	40	41	43	50	52	64	66	67	70	72	77	0	0	0	10	10	9	10	1	10	10	1	10	5	6	0	0	0	2018-07-20 20:27:31	40063	1532089651123	20
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	9	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40066	1532089651181	21
52	10	32	33	40	41	43	47	48	50	56	77	0	0	0	0	10	5	10	10	8	8	8	9	9	7	0	0	0	0	2018-07-20 20:27:31	40052	1532089651260	22
47	8	40	41	43	44	48	50	52	56	0	0	0	0	0	0	10	10	8	8	10	4	8	7	0	0	0	0	0	0	2018-07-20 20:27:31	40047	1532089651337	23
44	9	38	40	41	43	47	48	50	53	77	0	0	0	0	0	10	10	10	10	10	7	10	7	10	0	0	0	0	0	2018-07-20 20:27:31	40044	1532089651621	24
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40048	1532089651753	25
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	8	5	5	5	9	7	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40053	1532089651790	26
80	7	3	4	10	12	17	70	72	0	0	0	0	0	0	0	10	9	10	10	10	10	8	0	0	0	0	0	0	0	2018-07-20 20:27:31	40080	1532089651831	27
70	11	4	10	50	63	64	66	69	71	72	78	80	0	0	0	4	7	2	8	8	1	4	4	10	9	9	0	0	0	2018-07-20 20:27:31	40070	1532089651873	28
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	8	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40069	1532089651915	29
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40075	1532089651956	30
67	4	8	9	13	64	0	0	0	0	0	0	0	0	0	0	10	10	1	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:31	40067	1532089651998	31
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	6	10	10	9	0	0	0	0	0	0	0	0	0	0	2018-07-20 20:27:32	40072	1532089652040	32
50	13	38	39	40	41	43	44	47	52	53	63	64	70	77	0	9	8	8	10	10	7	6	7	10	9	3	4	10	0	2018-07-20 20:27:32	40050	1532089652082	33
64	7	8	9	50	63	66	67	70	0	0	0	0	0	0	0	10	8	5	10	10	10	9	0	0	0	0	0	0	0	2018-07-20 20:27:32	40064	1532089652123	34
56	7	33	37	38	40	41	47	52	0	0	0	0	0	0	0	4	10	2	1	8	8	5	0	0	0	0	0	0	0	2018-07-20 20:27:32	40056	1532089652165	35
77	7	40	41	43	50	53	63	66	0	0	0	0	0	0	0	10	4	10	10	10	7	10	0	0	0	0	0	0	0	2018-07-20 20:27:32	40077	1532089652224	36
