addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	9	4	8	10	11	12	13	16	21	80	0	0	0	0	0	8	5	9	9	10	5	8	6	7	0	0	0	0	0	2018-07-20 19:30:27	40003	1532086227899	1
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	7	10	7	10	10	6	6	9	0	0	2018-07-20 19:30:28	40004	1532086228114	2
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	10	10	10	7	10	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:28	40016	1532086228163	3
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	1	10	5	6	10	0	0	0	0	0	0	2018-07-20 19:30:28	40012	1532086228214	4
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	8	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 19:30:28	40020	1532086228266	5
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:28	40009	1532086228297	6
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	8	9	5	10	2	9	3	8	7	7	10	1	3	6	2018-07-20 19:30:28	40013	1532086228330	7
17	5	4	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:28	40017	1532086228380	8
21	9	3	4	10	12	13	17	20	37	80	0	0	0	0	0	10	10	2	6	7	9	10	6	6	0	0	0	0	0	2018-07-20 19:30:28	40021	1532086228482	9
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	10	9	7	10	7	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:28	40011	1532086228513	10
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	7	7	10	10	2	1	7	10	0	0	0	0	0	0	2018-07-20 19:30:28	40010	1532086228547	11
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:28	40008	1532086228580	12
24	6	32	33	40	41	44	56	0	0	0	0	0	0	0	0	8	9	4	8	7	10	0	0	0	0	0	0	0	0	2018-07-20 19:30:29	40024	1532086229378	13
32	4	33	41	52	56	0	0	0	0	0	0	0	0	0	0	8	8	9	9	0	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:29	40032	1532086229482	14
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	10	10	6	10	2	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:29	40026	1532086229670	15
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	9	9	7	5	10	2	0	0	0	0	0	0	0	0	2018-07-20 19:30:29	40033	1532086229723	16
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	8	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 19:30:29	40039	1532086229755	17
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	9	8	10	6	5	8	9	9	7	0	0	0	0	0	2018-07-20 19:30:29	40037	1532086229789	18
43	12	38	40	41	44	47	48	50	52	53	63	64	77	0	0	3	10	10	10	10	10	10	10	6	10	1	10	0	0	2018-07-20 19:30:29	40043	1532086229822	19
44	9	38	40	41	43	47	48	50	53	77	0	0	0	0	0	10	10	10	10	10	7	10	5	10	0	0	0	0	0	2018-07-20 19:30:29	40044	1532086229855	20
38	10	13	26	33	37	39	40	41	43	44	50	0	0	0	0	3	7	5	10	10	9	1	6	10	10	0	0	0	0	2018-07-20 19:30:29	40038	1532086229897	21
41	13	24	32	38	40	43	44	47	48	50	52	53	56	63	0	3	9	1	10	10	10	10	10	10	10	6	9	9	0	2018-07-20 19:30:29	40041	1532086229964	22
56	8	32	33	37	38	40	41	47	52	0	0	0	0	0	0	5	3	10	2	1	5	7	10	0	0	0	0	0	0	2018-07-20 19:30:30	40056	1532086230006	23
70	11	4	10	50	63	64	66	69	71	72	78	80	0	0	0	3	6	2	6	6	6	5	5	10	7	8	0	0	0	2018-07-20 19:30:30	40070	1532086230047	24
77	7	40	43	44	50	53	63	66	0	0	0	0	0	0	0	10	10	2	10	3	3	10	0	0	0	0	0	0	0	2018-07-20 19:30:30	40077	1532086230189	25
53	6	40	41	43	44	50	77	0	0	0	0	0	0	0	0	7	4	7	5	10	6	0	0	0	0	0	0	0	0	2018-07-20 19:30:30	40053	1532086230443	26
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	10	7	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:30	40071	1532086230481	27
52	11	32	33	40	41	43	47	48	50	56	63	77	0	0	0	8	9	10	10	9	9	10	8	9	1	6	0	0	0	2018-07-20 19:30:30	40052	1532086230523	28
63	11	40	41	43	50	52	64	66	67	70	72	77	0	0	0	8	7	9	10	4	10	10	6	9	2	8	0	0	0	2018-07-20 19:30:30	40063	1532086230564	29
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 19:30:30	40078	1532086230606	30
80	8	3	4	10	12	17	21	70	72	0	0	0	0	0	0	10	8	10	10	10	3	10	5	0	0	0	0	0	0	2018-07-20 19:30:30	40080	1532086230648	31
50	14	38	39	40	41	43	44	47	48	52	53	63	64	70	77	9	9	10	10	10	8	8	1	9	10	7	7	2	10	2018-07-20 19:30:30	40050	1532086230698	32
47	8	40	41	43	44	48	50	52	56	0	0	0	0	0	0	10	10	5	9	10	1	9	1	0	0	0	0	0	0	2018-07-20 19:30:30	40047	1532086230740	33
