seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	11	58596	2018-07-23 19:35:26	40003	1532345726234	1
1	12	13540	2018-07-23 19:35:46	40003	1532345746234	2
2	12	34020	2018-07-23 19:36:06	40003	1532345766234	3
3	12	54500	2018-07-23 19:36:26	40003	1532345786234	4
4	13	9444	2018-07-23 19:36:46	40003	1532345806236	5
5	13	29924	2018-07-23 19:37:06	40003	1532345826235	6
6	13	50407	2018-07-23 19:37:26	40003	1532345846239	7
7	14	5351	2018-07-23 19:37:46	40003	1532345866235	8
8	14	25831	2018-07-23 19:38:06	40003	1532345886235	9
9	14	46311	2018-07-23 19:38:26	40003	1532345906354	10
10	15	1255	2018-07-23 19:38:46	40003	1532345926236	11
11	15	21735	2018-07-23 19:39:06	40003	1532345946232	12
12	15	42215	2018-07-23 19:39:26	40003	1532345966294	13
13	15	62695	2018-07-23 19:39:46	40003	1532345986233	14
14	16	17639	2018-07-23 19:40:06	40003	1532346006233	15
