nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
63	1000	43	10	30442	153	56552	22	19	65535	0	54205	0	0	2018-07-23 19:33:57	40063	1532345637331	1
64	1000	43	10	30659	153	54242	22	12	65535	0	51895	0	1	2018-07-23 19:33:57	40064	1532345637559	2
8	1000	64	10	32931	10	57576	12	7	65535	0	26916	0	1	2018-07-23 19:33:57	40008	1532345637609	3
13	1000	8	10	33356	10	56296	7	7	65535	0	23365	0	1	2018-07-23 19:33:57	40013	1532345637673	4
4	1000	13	10	33168	10	56555	7	5	65535	0	23199	0	0	2018-07-23 19:33:57	40004	1532345637723	5
21	1000	13	10	33066	10	56552	7	9	2	0	23196	0	0	2018-07-23 19:33:57	40021	1532345637756	6
16	1000	13	10	33426	10	53709	7	5	65535	0	20353	0	0	2018-07-23 19:33:57	40016	1532345637881	7
11	1000	13	10	33181	10	56554	7	5	65535	0	23198	0	0	2018-07-23 19:33:57	40011	1532345637915	8
9	1000	8	10	33313	10	60395	7	14	7	0	27464	0	1	2018-07-23 19:33:57	40009	1532345637948	9
20	1000	3	10	33679	10	54236	0	6	6	0	20486	0	0	2018-07-23 19:33:58	40020	1532345638015	10
3	1000	8	10	33750	10	56292	7	0	65535	0	23361	0	1	2018-07-23 19:33:58	40003	1532345638082	11
12	1000	3	10	33700	10	60131	0	5	5	0	26381	0	0	2018-07-23 19:33:58	40012	1532345638148	12
72	1000	80	10	31395	10	56811	5	14	9	0	24986	0	0	2018-07-23 19:33:58	40072	1532345638215	13
80	1000	3	10	31824	10	56550	0	5	5	0	22800	0	1	2018-07-23 19:33:58	40080	1532345638349	14
70	1000	80	10	31967	10	58859	5	10	5	0	27034	0	1	2018-07-23 19:33:58	40070	1532345638401	15
17	1000	3	10	33874	10	57575	0	5	5	0	23825	0	0	2018-07-23 19:33:58	40017	1532345638442	16
10	1000	70	10	34037	10	57067	10	5	65535	0	25100	0	0	2018-07-23 19:33:58	40010	1532345638541	17
21	0	3	11	58185	11	58619	0	9	9	0	17	1	0	2018-07-23 19:35:26	40021	1532345726335	18
10	0	3	11	58463	11	58718	0	5	5	0	116	1	0	2018-07-23 19:35:26	40010	1532345726402	19
17	0	3	11	58473	11	58820	0	5	5	0	218	1	0	2018-07-23 19:35:26	40017	1532345726469	20
13	0	3	11	58756	11	58835	0	7	7	0	233	0	1	2018-07-23 19:35:26	40013	1532345726536	21
20	0	3	11	58833	11	58911	0	6	6	0	309	0	0	2018-07-23 19:35:26	40020	1532345726569	22
37	0	13	11	57285	11	58856	7	12	5	0	100	1	0	2018-07-23 19:35:26	40037	1532345726636	23
9	0	13	11	58548	11	58856	7	14	7	0	100	1	1	2018-07-23 19:35:26	40009	1532345726702	24
12	0	3	11	58845	11	58969	0	5	5	0	367	0	0	2018-07-23 19:35:26	40012	1532345726736	25
70	0	80	11	57008	11	57005	5	10	5	0	65535	0	1	2018-07-23 19:35:26	40070	1532345726769	26
80	0	3	11	57005	11	59051	0	5	5	0	449	0	1	2018-07-23 19:35:26	40080	1532345726803	27
67	0	13	11	56644	11	59104	7	12	5	0	348	0	0	2018-07-23 19:35:26	40067	1532345726870	28
4	0	3	11	58824	11	59122	0	5	5	0	520	0	0	2018-07-23 19:35:26	40004	1532345726903	29
8	0	9	11	58830	11	58866	14	7	65535	0	318	0	1	2018-07-23 19:35:26	40008	1532345726936	30
26	0	13	11	57642	11	59229	7	14	7	0	473	0	1	2018-07-23 19:35:27	40026	1532345727003	31
78	0	70	11	57053	11	57321	10	15	5	0	313	0	0	2018-07-23 19:35:27	40078	1532345727053	32
64	0	8	11	56638	11	58851	7	12	5	0	20	1	1	2018-07-23 19:35:27	40064	1532345727086	33
33	0	13	11	57630	11	59229	7	26	19	1	473	0	1	2018-07-23 19:35:27	40033	1532345727120	34
38	0	39	11	57627	11	57651	23	19	65535	0	45	1	1	2018-07-23 19:35:27	40038	1532345727153	35
69	0	70	11	56785	11	57207	10	17	7	0	199	0	1	2018-07-23 19:35:27	40069	1532345727220	36
75	0	69	11	56789	11	56978	17	23	6	0	193	1	0	2018-07-23 19:35:27	40075	1532345727278	37
72	0	70	11	56755	11	57257	10	14	4	0	249	0	0	2018-07-23 19:35:27	40072	1532345727345	38
32	0	52	11	57880	154	28503	26	35	9	0	143	1	0	2018-07-23 19:35:27	40032	1532345727379	39
24	0	33	11	57800	11	57806	26	44	18	1	176	1	0	2018-07-23 19:35:27	40024	1532345727412	40
63	0	64	11	56871	11	56840	12	19	7	0	202	0	0	2018-07-23 19:35:27	40063	1532345727445	41
71	0	69	11	56770	11	56944	17	23	6	0	159	1	0	2018-07-23 19:35:27	40071	1532345727512	42
11	0	13	11	59389	11	59574	7	5	65535	0	818	0	0	2018-07-23 19:35:27	40011	1532345727646	43
77	0	43	11	57469	154	29558	22	26	4	0	459	0	0	2018-07-23 19:35:27	40077	1532345727746	44
66	0	64	11	57806	11	57451	12	21	9	0	813	0	1	2018-07-23 19:35:27	40066	1532345727813	45
39	0	13	11	57606	11	59170	7	23	16	1	414	0	0	2018-07-23 19:35:28	40039	1532345728213	46
