seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20499	2017-03-31 08:18:53	40001	1490919533138	1
1	0	40979	2017-03-31 08:19:13	40001	1490919553101	2
2	0	61459	2017-03-31 08:19:34	40001	1490919574254	3
3	1	16403	2017-03-31 08:19:53	40001	1490919593101	4
4	1	36883	2017-03-31 08:20:13	40001	1490919613101	5
5	1	57363	2017-03-31 08:20:33	40001	1490919633182	6
6	2	12307	2017-03-31 08:20:53	40001	1490919653098	7
7	2	32787	2017-03-31 08:21:13	40001	1490919673097	8
8	2	53267	2017-03-31 08:21:33	40001	1490919693624	9
9	3	8211	2017-03-31 08:21:53	40001	1490919713098	10
10	3	28691	2017-03-31 08:22:13	40001	1490919733100	11
11	3	49171	2017-03-31 08:22:33	40001	1490919753187	12
12	4	4115	2017-03-31 08:22:53	40001	1490919773094	13
13	4	24595	2017-03-31 08:23:13	40001	1490919793094	14
14	4	45075	2017-03-31 08:23:35	40001	1490919815798	15
