id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	0	3	10	9	1	2018-07-23 15:07:31	40003	1532329651814	1
8	27	10	3	11	4	1	2018-07-23 15:07:44	40008	1532329664430	2
16	142	10	3	14	0	0	2018-07-23 15:07:45	40016	1532329665078	3
63	23	86	70	14	5	1	2018-07-23 15:07:45	40063	1532329665361	4
72	71	51	80	14	0	0	2018-07-23 15:07:47	40072	1532329667602	5
64	100	37	8	10	0	0	2018-07-23 15:07:47	40064	1532329667665	6
80	41	10	3	12	2	1	2018-07-23 15:07:47	40080	1532329667937	7
17	1000	10	3	10	0	0	2018-07-23 15:07:48	40017	1532329668022	8
11	100	10	3	10	0	0	2018-07-23 15:07:54	40011	1532329674046	9
4	37	10	3	11	1	1	2018-07-23 15:07:54	40004	1532329674874	10
12	142	10	3	14	0	0	2018-07-23 15:07:55	40012	1532329675398	11
20	1000	10	3	10	0	0	2018-07-23 15:07:55	40020	1532329675914	12
21	55	10	3	11	0	0	2018-07-23 15:07:58	40021	1532329678702	13
44	35	113	38	14	0	0	2018-07-23 15:07:58	40044	1532329678839	14
10	142	10	3	14	0	0	2018-07-23 15:07:59	40010	1532329679801	15
70	35	51	80	14	4	1	2018-07-23 15:08:04	40070	1532329684590	16
50	27	109	63	11	1	1	2018-07-23 15:08:05	40050	1532329685740	17
13	62	37	8	12	1	1	2018-07-23 15:08:06	40013	1532329686079	18
39	100	78	37	10	0	0	2018-07-23 15:08:06	40039	1532329686412	19
9	1000	37	8	0	0	0	2018-07-23 15:08:10	40009	1532329690346	20
43	23	109	63	14	1	1	2018-07-23 15:08:10	40043	1532329690861	21
69	100	86	70	10	1	1	2018-07-23 15:08:11	40069	1532329691572	22
41	25	109	63	12	1	1	2018-07-23 15:08:12	40041	1532329692186	23
48	1000	132	40	10	0	0	2018-07-23 15:08:13	40048	1532329693779	24
56	125	78	37	12	0	0	2018-07-23 15:08:13	40056	1532329693849	25
26	1000	78	37	11	0	0	2018-07-23 15:08:14	40026	1532329694406	26
37	31	47	4	12	4	1	2018-07-23 15:08:14	40037	1532329694448	27
71	100	86	70	10	0	0	2018-07-23 15:08:16	40071	1532329696029	28
24	1000	134	41	12	0	0	2018-07-23 15:08:16	40024	1532329696388	29
66	125	109	63	12	0	0	2018-07-23 15:08:18	40066	1532329698485	30
40	23	109	63	14	3	1	2018-07-23 15:08:18	40040	1532329698895	31
67	1000	37	8	12	0	0	2018-07-23 15:08:19	40067	1532329699597	32
53	1000	136	50	12	0	0	2018-07-23 15:08:21	40053	1532329701899	33
47	1000	132	40	10	0	0	2018-07-23 15:08:22	40047	1532329702764	34
32	1000	134	41	12	0	0	2018-07-23 15:08:23	40032	1532329703365	35
77	111	132	40	11	0	0	2018-07-23 15:08:24	40077	1532329704032	36
38	35	78	37	14	1	1	2018-07-23 15:08:24	40038	1532329704471	37
78	1000	86	70	0	0	0	2018-07-23 15:08:25	40078	1532329705937	38
52	125	132	43	12	0	0	2018-07-23 15:08:28	40052	1532329708799	39
75	1000	186	69	0	0	0	2018-07-23 15:08:39	40075	1532329719568	40
33	1000	99	13	0	0	0	2018-07-23 15:08:48	40033	1532329728478	41
