nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
13	0	3	11	58319	11	58602	0	11	11	1	65535	0	1	2018-07-23 15:09:31	40013	1532329771910	1
11	0	3	11	58353	11	58623	0	5	5	0	21	1	0	2018-07-23 15:09:31	40011	1532329771943	2
21	0	13	11	58712	11	58319	11	5	65535	0	65535	0	0	2018-07-23 15:09:31	40021	1532329771976	3
16	0	3	11	58546	11	58817	0	7	7	0	215	0	0	2018-07-23 15:09:32	40016	1532329772043	4
8	0	13	11	58215	11	58560	11	6	65535	0	241	0	1	2018-07-23 15:09:32	40008	1532329772110	5
33	0	13	11	56877	11	58319	11	18	7	0	65535	0	0	2018-07-23 15:09:32	40033	1532329772177	6
17	0	3	11	58583	11	58803	0	5	5	0	201	1	0	2018-07-23 15:09:32	40017	1532329772210	7
12	0	4	11	58387	11	58905	5	5	65535	0	50	0	0	2018-07-23 15:09:32	40012	1532329772244	8
20	0	3	11	58809	11	58918	0	7	7	0	316	0	0	2018-07-23 15:09:32	40020	1532329772277	9
26	0	13	11	57252	11	58582	11	17	6	0	263	0	0	2018-07-23 15:09:32	40026	1532329772344	10
9	0	13	11	58277	11	58566	11	11	65535	0	247	1	0	2018-07-23 15:09:32	40009	1532329772461	11
71	0	70	11	56997	11	56411	15	21	6	0	123	0	0	2018-07-23 15:09:32	40071	1532329772494	12
39	0	38	11	57508	11	57449	17	17	65535	0	231	0	0	2018-07-23 15:09:32	40039	1532329772527	13
10	0	3	11	58919	11	58903	0	9	9	0	301	0	0	2018-07-23 15:09:32	40010	1532329772561	14
56	0	37	11	56098	11	57540	12	17	5	0	104	1	0	2018-07-23 15:09:32	40056	1532329772607	15
53	0	50	11	56288	11	56378	25	30	5	0	65535	0	0	2018-07-23 15:09:32	40053	1532329772653	16
72	0	70	11	56564	11	56575	15	18	3	0	287	0	0	2018-07-23 15:09:32	40072	1532329772686	17
41	0	50	11	57016	11	56417	25	27	2	0	39	1	1	2018-07-23 15:09:32	40041	1532329772786	18
44	0	38	11	56231	11	57635	17	22	5	0	417	0	0	2018-07-23 15:09:32	40044	1532329772886	19
43	0	40	11	56373	11	56350	27	26	65535	0	12	1	1	2018-07-23 15:09:32	40043	1532329772953	20
78	0	70	11	57267	11	56589	15	20	5	0	301	0	0	2018-07-23 15:09:32	40078	1532329772987	21
80	0	70	11	57052	11	56383	15	9	65535	0	95	0	1	2018-07-23 15:09:33	40080	1532329773053	22
69	0	70	11	57046	11	57029	15	21	6	0	741	0	1	2018-07-23 15:09:33	40069	1532329773120	23
38	0	13	11	57218	11	58635	11	17	6	0	316	0	1	2018-07-23 15:09:33	40038	1532329773153	24
52	0	63	11	56413	11	57839	20	33	13	1	186	0	0	2018-07-23 15:09:33	40052	1532329773220	25
47	0	40	11	56605	11	56502	27	32	5	0	164	0	0	2018-07-23 15:09:33	40047	1532329773254	26
24	0	41	11	58258	11	57443	27	34	7	0	427	0	0	2018-07-23 15:09:33	40024	1532329773320	27
63	0	70	11	57652	11	56411	15	20	5	0	123	0	1	2018-07-23 15:09:33	40063	1532329773356	28
37	0	4	11	57436	11	59023	5	12	7	0	168	1	1	2018-07-23 15:09:33	40037	1532329773496	29
48	0	52	11	56690	11	56695	33	32	65535	0	282	0	0	2018-07-23 15:09:33	40048	1532329773538	30
64	0	8	11	56068	11	58281	6	11	5	0	66	0	0	2018-07-23 15:09:33	40064	1532329773579	31
40	0	41	11	56338	11	57016	27	27	65535	0	65535	0	1	2018-07-23 15:09:33	40040	1532329773621	32
4	0	3	11	58855	11	58936	0	5	5	0	334	0	1	2018-07-23 15:09:33	40004	1532329773721	33
66	0	63	11	57738	11	57828	20	26	6	0	175	0	0	2018-07-23 15:09:33	40066	1532329773946	34
70	0	4	11	56288	11	59041	5	15	10	0	186	0	1	2018-07-23 15:09:34	40070	1532329774113	35
50	0	63	11	56378	11	57797	20	25	5	0	144	0	1	2018-07-23 15:09:34	40050	1532329774238	36
32	0	41	11	58310	11	57462	27	36	9	0	446	0	0	2018-07-23 15:09:34	40032	1532329774405	37
77	0	40	11	57679	11	56817	27	32	5	0	479	0	0	2018-07-23 15:09:34	40077	1532329774580	38
16	1	3	12	13450	12	13721	0	7	7	0	176	0	0	2018-07-23 15:09:52	40016	1532329792003	39
37	1	3	12	12081	12	13756	0	12	12	1	211	0	1	2018-07-23 15:09:52	40037	1532329792065	40
