seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-08 16:43:11	40003	1528447391427	1
2	0	61461	2018-06-08 16:43:29	40003	1528447409305	2
3	1	16405	2018-06-08 16:43:49	40003	1528447429305	3
4	1	36885	2018-06-08 16:44:09	40003	1528447449359	4
5	1	57365	2018-06-08 16:44:29	40003	1528447469305	5
6	2	12309	2018-06-08 16:44:49	40003	1528447489305	6
7	2	32789	2018-06-08 16:45:12	40003	1528447512182	7
8	2	53269	2018-06-08 16:45:29	40003	1528447529302	8
9	3	8213	2018-06-08 16:45:49	40003	1528447549302	9
10	3	28693	2018-06-08 16:46:09	40003	1528447569323	10
11	3	49173	2018-06-08 16:46:29	40003	1528447589302	11
12	4	4117	2018-06-08 16:46:49	40003	1528447609302	12
13	4	24597	2018-06-08 16:47:09	40003	1528447629371	13
14	4	45083	2018-06-08 16:47:29	40003	1528447649307	14
15	5	21	2018-06-08 16:47:49	40003	1528447669301	15
16	5	20501	2018-06-08 16:48:09	40003	1528447689516	16
17	5	40981	2018-06-08 16:48:29	40003	1528447709299	17
18	5	61461	2018-06-08 16:48:49	40003	1528447729299	18
19	6	16405	2018-06-08 16:49:09	40003	1528447749299	19
20	6	36885	2018-06-08 16:49:29	40003	1528447769300	20
21	6	57365	2018-06-08 16:49:49	40003	1528447789300	21
22	7	12309	2018-06-08 16:50:12	40003	1528447812043	22
23	7	32789	2018-06-08 16:50:29	40003	1528447829296	23
24	7	53269	2018-06-08 16:50:49	40003	1528447849296	24
25	8	8213	2018-06-08 16:51:10	40003	1528447870323	25
26	8	28693	2018-06-08 16:51:29	40003	1528447889297	26
27	8	49173	2018-06-08 16:51:49	40003	1528447909297	27
28	9	4117	2018-06-08 16:52:09	40003	1528447929904	28
29	9	24597	2018-06-08 16:52:29	40003	1528447949295	29
30	9	45077	2018-06-08 16:52:49	40003	1528447969701	30
31	10	21	2018-06-08 16:53:09	40003	1528447989401	31
32	10	20501	2018-06-08 16:53:29	40003	1528448009294	32
33	10	40981	2018-06-08 16:53:49	40003	1528448029294	33
34	10	61461	2018-06-08 16:54:09	40003	1528448049663	34
35	11	16405	2018-06-08 16:54:29	40003	1528448069294	35
36	11	36885	2018-06-08 16:54:49	40003	1528448089290	36
37	11	57365	2018-06-08 16:55:09	40003	1528448109290	37
38	12	12309	2018-06-08 16:55:29	40003	1528448129291	38
