seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-08 23:29:51	40003	1528471791250	1
1	0	40981	2018-06-08 23:30:11	40003	1528471811212	2
2	0	61461	2018-06-08 23:30:31	40003	1528471831208	3
3	1	16405	2018-06-08 23:30:51	40003	1528471851209	4
4	1	36885	2018-06-08 23:31:11	40003	1528471871209	5
5	1	57365	2018-06-08 23:31:31	40003	1528471891209	6
6	2	12309	2018-06-08 23:31:51	40003	1528471911211	7
7	2	32789	2018-06-08 23:32:11	40003	1528471931209	8
8	2	53269	2018-06-08 23:32:31	40003	1528471951206	9
9	3	8213	2018-06-08 23:32:51	40003	1528471971210	10
10	3	28693	2018-06-08 23:33:11	40003	1528471991206	11
11	3	49173	2018-06-08 23:33:31	40003	1528472011206	12
12	4	4117	2018-06-08 23:33:51	40003	1528472031206	13
13	4	24597	2018-06-08 23:34:11	40003	1528472051206	14
14	4	45077	2018-06-08 23:34:31	40003	1528472071209	15
15	5	21	2018-06-08 23:34:51	40003	1528472091203	16
16	5	20501	2018-06-08 23:35:11	40003	1528472111203	17
17	5	40981	2018-06-08 23:35:31	40003	1528472131205	18
18	5	61461	2018-06-08 23:35:51	40003	1528472151203	19
19	6	16405	2018-06-08 23:36:11	40003	1528472171203	20
20	6	36885	2018-06-08 23:36:31	40003	1528472191203	21
21	6	57365	2018-06-08 23:36:51	40003	1528472211204	22
22	7	12309	2018-06-08 23:37:11	40003	1528472231200	23
23	7	32789	2018-06-08 23:37:31	40003	1528472251200	24
24	7	53269	2018-06-08 23:37:51	40003	1528472271200	25
25	8	8213	2018-06-08 23:38:11	40003	1528472291200	26
26	8	28693	2018-06-08 23:38:31	40003	1528472311204	27
27	8	49173	2018-06-08 23:38:51	40003	1528472331201	28
28	9	4117	2018-06-08 23:39:11	40003	1528472351201	29
29	9	24597	2018-06-08 23:39:31	40003	1528472371197	30
30	9	45077	2018-06-08 23:39:51	40003	1528472391237	31
31	10	21	2018-06-08 23:40:11	40003	1528472411197	32
32	10	20501	2018-06-08 23:40:31	40003	1528472431199	33
33	10	40981	2018-06-08 23:40:51	40003	1528472451198	34
34	10	61461	2018-06-08 23:41:11	40003	1528472471198	35
35	11	16405	2018-06-08 23:41:31	40003	1528472491624	36
36	11	36885	2018-06-08 23:41:51	40003	1528472511194	37
37	11	57365	2018-06-08 23:42:11	40003	1528472531194	38
38	12	12309	2018-06-08 23:42:31	40003	1528472551194	39
