addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	6	9	6	10	8	10	10	9	4	7	0	0	2018-07-20 11:45:28	40004	1532058328596	1
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	9	9	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 11:45:28	40017	1532058328914	2
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	9	9	10	10	4	10	10	0	0	0	0	0	0	0	2018-07-20 11:45:28	40010	1532058328948	3
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	10	10	10	6	10	9	0	0	0	0	0	0	0	0	2018-07-20 11:45:29	40016	1532058329067	4
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	7	9	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:29	40009	1532058329115	5
21	9	3	4	10	12	13	16	17	20	37	0	0	0	0	0	8	10	8	7	5	9	10	10	9	0	0	0	0	0	2018-07-20 11:45:29	40021	1532058329148	6
20	6	3	4	11	12	16	21	0	0	0	0	0	0	0	0	8	10	10	9	10	10	0	0	0	0	0	0	0	0	2018-07-20 11:45:29	40020	1532058329181	7
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	9	9	10	9	8	9	9	10	0	0	0	0	0	0	2018-07-20 11:45:29	40012	1532058329215	8
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	6	6	10	7	10	4	4	5	8	6	0	0	0	0	2018-07-20 11:45:29	40003	1532058329248	9
13	13	3	4	8	9	11	16	21	26	33	37	38	39	67	0	9	7	7	8	9	6	4	4	5	10	2	1	2	0	2018-07-20 11:45:29	40013	1532058329307	10
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:29	40008	1532058329340	11
11	4	3	13	16	20	0	0	0	0	0	0	0	0	0	0	10	6	10	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:29	40011	1532058329373	12
24	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40024	1532058330008	13
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	6	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40039	1532058330454	14
33	2	13	32	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40033	1532058330542	15
32	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40032	1532058330599	16
38	10	13	26	33	37	39	40	43	44	50	53	0	0	0	0	1	8	8	10	10	10	4	10	8	1	0	0	0	0	2018-07-20 11:45:30	40038	1532058330632	17
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	7	10	4	4	1	10	7	8	0	0	0	0	0	2018-07-20 11:45:30	40037	1532058330665	18
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	7	1	3	10	9	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40048	1532058330699	19
44	9	38	40	41	43	47	50	52	53	77	0	0	0	0	0	10	10	10	10	10	10	10	10	10	0	0	0	0	0	2018-07-20 11:45:30	40044	1532058330732	20
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	5	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40066	1532058330766	21
70	9	10	63	64	66	69	71	72	78	80	0	0	0	0	0	7	8	1	2	5	5	10	5	10	0	0	0	0	0	2018-07-20 11:45:30	40070	1532058330799	22
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	10	5	9	8	8	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40026	1532058330832	23
64	8	8	9	43	50	63	66	67	70	0	0	0	0	0	0	10	4	1	5	10	9	10	8	0	0	0	0	0	0	2018-07-20 11:45:30	40064	1532058330866	24
80	7	3	4	10	12	17	70	78	0	0	0	0	0	0	0	9	8	10	10	10	10	2	0	0	0	0	0	0	0	2018-07-20 11:45:30	40080	1532058330899	25
67	3	8	9	64	0	0	0	0	0	0	0	0	0	0	0	10	8	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:30	40067	1532058330932	26
41	9	40	43	44	47	48	50	52	63	77	0	0	0	0	0	10	10	10	10	1	9	9	1	1	0	0	0	0	0	2018-07-20 11:45:30	40041	1532058330969	27
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	3	10	10	9	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40072	1532058331180	28
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40078	1532058331208	29
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	9	7	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40071	1532058331294	30
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	9	6	9	10	10	10	2	9	6	4	0	0	0	0	2018-07-20 11:45:31	40063	1532058331324	31
77	8	40	41	43	50	52	53	63	66	0	0	0	0	0	0	10	1	10	10	1	9	4	10	0	0	0	0	0	0	2018-07-20 11:45:31	40077	1532058331358	32
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40075	1532058331391	33
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	7	9	9	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40069	1532058331424	34
47	5	40	41	43	48	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40047	1532058331458	35
43	10	40	41	44	47	48	50	52	53	63	77	0	0	0	0	10	10	10	3	10	10	9	1	6	10	0	0	0	0	2018-07-20 11:45:31	40043	1532058331491	36
56	3	33	37	47	0	0	0	0	0	0	0	0	0	0	0	3	8	2	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40056	1532058331525	37
52	6	33	40	43	47	48	77	0	0	0	0	0	0	0	0	4	1	1	10	7	1	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40052	1532058331558	38
53	5	40	43	44	50	77	0	0	0	0	0	0	0	0	0	7	4	4	10	8	0	0	0	0	0	0	0	0	0	2018-07-20 11:45:31	40053	1532058331591	39
50	13	38	39	40	41	43	44	47	52	53	63	64	70	77	0	6	5	9	10	10	6	7	10	10	9	6	3	10	0	2018-07-20 11:45:31	40050	1532058331642	40
40	7	41	43	47	48	52	63	77	0	0	0	0	0	0	0	10	10	10	1	9	1	10	0	0	0	0	0	0	0	2018-07-20 11:45:31	40040	1532058331675	41
