seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-11 20:29:48	40003	1528720188716	1
2	0	61461	2018-06-11 20:30:08	40003	1528720208712	2
3	1	16405	2018-06-11 20:30:28	40003	1528720228712	3
4	1	36885	2018-06-11 20:30:48	40003	1528720248713	4
5	1	57365	2018-06-11 20:31:08	40003	1528720268713	5
6	2	12309	2018-06-11 20:31:28	40003	1528720288713	6
7	2	32789	2018-06-11 20:31:48	40003	1528720308709	7
8	2	53269	2018-06-11 20:32:08	40003	1528720328709	8
9	3	8213	2018-06-11 20:32:28	40003	1528720348709	9
10	3	28693	2018-06-11 20:32:48	40003	1528720368710	10
11	3	49173	2018-06-11 20:33:08	40003	1528720388710	11
12	4	4117	2018-06-11 20:33:28	40003	1528720408710	12
13	4	24597	2018-06-11 20:33:48	40003	1528720428706	13
14	4	45077	2018-06-11 20:34:08	40003	1528720448706	14
15	5	21	2018-06-11 20:34:28	40003	1528720468709	15
16	5	20501	2018-06-11 20:34:48	40003	1528720488707	16
17	5	40981	2018-06-11 20:35:08	40003	1528720508707	17
18	5	61461	2018-06-11 20:35:28	40003	1528720528707	18
19	6	16405	2018-06-11 20:35:48	40003	1528720548707	19
20	6	36885	2018-06-11 20:36:08	40003	1528720568703	20
21	6	57365	2018-06-11 20:36:28	40003	1528720588703	21
22	7	12309	2018-06-11 20:36:48	40003	1528720608704	22
23	7	32789	2018-06-11 20:37:08	40003	1528720628704	23
24	7	53269	2018-06-11 20:37:28	40003	1528720648704	24
25	8	8213	2018-06-11 20:37:48	40003	1528720668704	25
26	8	28693	2018-06-11 20:38:08	40003	1528720688704	26
27	8	49173	2018-06-11 20:38:28	40003	1528720708704	27
28	9	4117	2018-06-11 20:38:48	40003	1528720728701	28
29	9	24597	2018-06-11 20:39:08	40003	1528720748702	29
30	9	45077	2018-06-11 20:39:28	40003	1528720768701	30
31	10	21	2018-06-11 20:39:48	40003	1528720788701	31
32	10	20501	2018-06-11 20:40:08	40003	1528720808701	32
33	10	40981	2018-06-11 20:40:28	40003	1528720828701	33
34	10	61461	2018-06-11 20:40:48	40003	1528720848698	34
35	11	16405	2018-06-11 20:41:08	40003	1528720868698	35
36	11	36885	2018-06-11 20:41:28	40003	1528720888698	36
37	11	57365	2018-06-11 20:41:48	40003	1528720908698	37
38	12	12309	2018-06-11 20:42:08	40003	1528720928698	38
