seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-09 22:47:18	40003	1528555638679	1
2	0	61461	2018-06-09 22:47:38	40003	1528555658676	2
3	1	16405	2018-06-09 22:47:58	40003	1528555678676	3
4	1	36885	2018-06-09 22:48:18	40003	1528555698676	4
5	1	57370	2018-06-09 22:48:38	40003	1528555718680	5
6	2	12309	2018-06-09 22:48:58	40003	1528555738676	6
7	2	32789	2018-06-09 22:49:18	40003	1528555758677	7
8	2	53269	2018-06-09 22:49:38	40003	1528555778677	8
9	3	8213	2018-06-09 22:49:58	40003	1528555798677	9
10	3	28693	2018-06-09 22:50:18	40003	1528555818673	10
11	3	49173	2018-06-09 22:50:38	40003	1528555838673	11
12	4	4117	2018-06-09 22:50:58	40003	1528555858673	12
13	4	24597	2018-06-09 22:51:18	40003	1528555878673	13
14	4	45077	2018-06-09 22:51:38	40003	1528555898674	14
15	5	21	2018-06-09 22:51:58	40003	1528555918676	15
16	5	20501	2018-06-09 22:52:18	40003	1528555938670	16
17	5	40981	2018-06-09 22:52:38	40003	1528555958670	17
18	5	61461	2018-06-09 22:52:58	40003	1528555978670	18
19	6	16405	2018-06-09 22:53:18	40003	1528555998670	19
20	6	36885	2018-06-09 22:53:38	40003	1528556018672	20
21	6	57365	2018-06-09 22:53:58	40003	1528556038671	21
22	7	12309	2018-06-09 22:54:18	40003	1528556058671	22
23	7	32789	2018-06-09 22:54:38	40003	1528556078667	23
24	7	53269	2018-06-09 22:54:58	40003	1528556098727	24
25	8	8213	2018-06-09 22:55:20	40003	1528556120591	25
26	8	28693	2018-06-09 22:55:38	40003	1528556138668	26
27	8	49173	2018-06-09 22:55:59	40003	1528556159407	27
28	9	4121	2018-06-09 22:56:18	40003	1528556178672	28
29	9	24597	2018-06-09 22:56:38	40003	1528556198664	29
30	9	45077	2018-06-09 22:56:58	40003	1528556218664	30
31	10	21	2018-06-09 22:57:18	40003	1528556238665	31
32	10	20501	2018-06-09 22:57:38	40003	1528556258665	32
33	10	40981	2018-06-09 22:57:58	40003	1528556278665	33
34	10	61461	2018-06-09 22:58:18	40003	1528556298665	34
35	11	16405	2018-06-09 22:58:38	40003	1528556318665	35
36	11	36889	2018-06-09 22:58:58	40003	1528556338669	36
37	11	57365	2018-06-09 22:59:18	40003	1528556358662	37
38	12	12309	2018-06-09 22:59:38	40003	1528556378662	38
