addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	9	4	8	10	11	12	13	16	21	80	0	0	0	0	0	7	7	10	5	10	6	7	6	7	0	0	0	0	0	2018-07-22 21:41:01	40003	1532266861912	1
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	9	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-22 21:41:01	40020	1532266861993	2
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:02	40009	1532266862028	3
12	8	3	4	10	11	17	20	21	80	0	0	0	0	0	0	10	10	10	1	10	5	7	10	0	0	0	0	0	0	2018-07-22 21:41:02	40012	1532266862062	4
13	14	3	4	8	9	10	11	16	21	26	33	37	38	39	67	4	8	8	9	3	10	8	6	10	9	10	4	1	2	2018-07-22 21:41:02	40013	1532266862095	5
17	5	4	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:02	40017	1532266862128	6
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	9	10	10	10	4	6	8	0	0	0	0	0	0	0	2018-07-22 21:41:02	40010	1532266862162	7
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	8	9	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:02	40011	1532266862195	8
21	8	3	4	10	12	13	17	20	37	0	0	0	0	0	0	9	10	6	7	9	10	10	9	0	0	0	0	0	0	2018-07-22 21:41:02	40021	1532266862296	9
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:02	40008	1532266862329	10
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	9	10	10	8	10	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:02	40016	1532266862362	11
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	10	10	9	10	9	10	10	10	6	7	0	0	2018-07-22 21:41:02	40004	1532266862395	12
69	3	71	70	75	0	0	0	0	0	0	0	0	0	0	0	10	7	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40069	1532266863628	13
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	6	10	5	7	9	9	5	8	0	0	0	0	0	2018-07-22 21:41:03	40037	1532266863696	14
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	7	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40039	1532266863768	15
24	6	32	33	38	41	44	56	0	0	0	0	0	0	0	0	8	7	1	9	7	9	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40024	1532266863805	16
38	8	13	26	37	39	40	44	50	56	0	0	0	0	0	0	3	8	10	10	5	10	8	8	0	0	0	0	0	0	2018-07-22 21:41:03	40038	1532266863837	17
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	9	7	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40071	1532266863871	18
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	7	6	9	4	7	10	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40033	1532266863904	19
32	4	24	33	41	52	0	0	0	0	0	0	0	0	0	0	1	7	8	8	0	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40032	1532266863937	20
26	5	8	13	37	38	39	0	0	0	0	0	0	0	0	0	1	10	9	8	7	0	0	0	0	0	0	0	0	0	2018-07-22 21:41:03	40026	1532266863971	21
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	9	10	10	10	10	10	1	10	6	6	0	0	0	0	2018-07-22 21:41:04	40063	1532266864004	22
56	7	33	37	38	40	41	47	52	0	0	0	0	0	0	0	7	10	5	2	5	7	6	0	0	0	0	0	0	0	2018-07-22 21:41:04	40056	1532266864038	23
