addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
12	7	3	4	10	17	21	70	80	0	0	0	0	0	0	0	10	10	10	10	9	1	6	0	0	0	0	0	0	0	2018-07-20 11:02:47	40012	1532055767631	1
16	5	3	4	11	13	20	0	0	0	0	0	0	0	0	0	5	10	10	5	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:47	40016	1532055767699	2
20	5	3	4	11	16	21	0	0	0	0	0	0	0	0	0	9	10	10	10	9	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:47	40020	1532055767862	3
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	7	10	8	9	9	10	10	10	3	8	0	0	2018-07-20 11:02:47	40004	1532055767899	4
13	13	3	4	8	9	11	16	21	26	33	37	38	39	67	0	3	9	7	5	8	4	7	6	6	10	3	1	3	0	2018-07-20 11:02:47	40013	1532055767941	5
21	8	3	4	10	12	13	17	20	37	0	0	0	0	0	0	8	10	6	5	6	10	7	10	0	0	0	0	0	0	2018-07-20 11:02:47	40021	1532055767982	6
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	5	9	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:48	40009	1532055768024	7
17	7	3	4	10	12	21	70	80	0	0	0	0	0	0	0	10	9	10	10	9	3	10	0	0	0	0	0	0	0	2018-07-20 11:02:48	40017	1532055768066	8
3	11	4	8	10	11	12	16	17	20	21	70	80	0	0	0	8	8	9	6	7	4	8	2	8	3	3	0	0	0	2018-07-20 11:02:48	40003	1532055768107	9
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	7	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:48	40008	1532055768149	10
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	8	9	8	10	7	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:48	40011	1532055768191	11
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	9	10	10	10	6	7	10	0	0	0	0	0	0	0	2018-07-20 11:02:48	40010	1532055768241	12
24	7	32	33	40	41	44	52	56	0	0	0	0	0	0	0	7	5	5	6	8	6	7	0	0	0	0	0	0	0	2018-07-20 11:02:49	40024	1532055769105	13
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	10	8	7	6	6	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:49	40026	1532055769226	14
63	10	40	41	43	50	64	66	67	70	72	77	0	0	0	0	8	7	6	9	10	10	7	10	5	7	0	0	0	0	2018-07-20 11:02:49	40063	1532055769303	15
38	9	13	26	33	37	39	40	44	43	50	0	0	0	0	0	2	9	10	8	10	9	10	2	9	0	0	0	0	0	2018-07-20 11:02:49	40038	1532055769336	16
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	5	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 11:02:49	40039	1532055769366	17
32	2	33	41	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:49	40032	1532055769399	18
44	9	38	40	41	43	47	50	52	53	77	0	0	0	0	0	10	10	10	10	10	10	10	8	10	0	0	0	0	0	2018-07-20 11:02:49	40044	1532055769433	19
37	8	4	13	21	26	33	38	39	56	0	0	0	0	0	0	9	10	7	6	6	7	5	10	0	0	0	0	0	0	2018-07-20 11:02:49	40037	1532055769466	20
80	8	3	4	10	12	17	70	72	78	0	0	0	0	0	0	10	9	10	10	10	10	5	7	0	0	0	0	0	0	2018-07-20 11:02:49	40080	1532055769885	21
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:49	40078	1532055769941	22
72	4	63	70	78	80	0	0	0	0	0	0	0	0	0	0	5	9	10	8	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:49	40072	1532055769975	23
56	7	32	33	37	40	41	47	52	0	0	0	0	0	0	0	2	5	8	8	6	2	3	0	0	0	0	0	0	0	2018-07-20 11:02:50	40056	1532055770058	24
41	11	32	40	44	43	47	48	50	52	56	63	77	0	0	0	7	10	10	10	9	7	10	9	7	8	6	0	0	0	2018-07-20 11:02:50	40041	1532055770091	25
53	5	40	43	44	50	77	0	0	0	0	0	0	0	0	0	6	8	6	10	7	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40053	1532055770305	26
47	7	40	41	43	44	48	50	52	0	0	0	0	0	0	0	10	10	9	1	10	8	10	0	0	0	0	0	0	0	2018-07-20 11:02:50	40047	1532055770333	27
48	5	40	41	43	47	52	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40048	1532055770367	28
70	11	4	10	17	63	64	66	69	71	72	78	80	0	0	0	4	9	1	5	8	6	3	2	10	4	9	0	0	0	2018-07-20 11:02:50	40070	1532055770400	29
43	12	38	40	41	44	47	48	50	52	53	63	64	77	0	0	2	10	10	10	6	10	10	10	9	9	1	10	0	0	2018-07-20 11:02:50	40043	1532055770433	30
77	8	40	41	43	50	52	53	63	66	0	0	0	0	0	0	10	4	8	10	1	10	6	9	0	0	0	0	0	0	2018-07-20 11:02:50	40077	1532055770467	31
40	12	38	41	44	43	47	48	50	52	53	56	63	77	0	0	9	10	9	10	10	10	7	10	9	6	9	10	0	0	2018-07-20 11:02:50	40040	1532055770500	32
67	4	8	9	63	64	0	0	0	0	0	0	0	0	0	0	10	8	2	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40067	1532055770534	33
52	10	33	40	41	44	43	47	48	50	56	63	0	0	0	0	1	10	8	7	10	10	10	6	7	1	0	0	0	0	2018-07-20 11:02:50	40052	1532055770567	34
64	9	8	9	41	43	50	63	66	67	70	0	0	0	0	0	8	7	1	3	2	10	9	10	7	0	0	0	0	0	2018-07-20 11:02:50	40064	1532055770600	35
71	3	69	70	75	0	0	0	0	0	0	0	0	0	0	0	9	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40071	1532055770634	36
69	3	70	71	75	0	0	0	0	0	0	0	0	0	0	0	8	9	10	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40069	1532055770667	37
50	13	38	39	40	41	44	43	47	52	53	63	64	70	77	0	7	6	7	10	7	10	8	10	10	10	3	1	10	0	2018-07-20 11:02:50	40050	1532055770701	38
75	2	69	71	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40075	1532055770734	39
66	4	63	64	70	77	0	0	0	0	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-07-20 11:02:50	40066	1532055770784	40
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	10	6	3	6	6	8	0	0	0	0	0	0	0	0	2018-07-20 11:02:51	40033	1532055771139	41
