addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
21	8	3	4	10	12	13	17	20	37	0	0	0	0	0	0	7	10	5	4	6	9	10	9	0	0	0	0	0	0	2018-07-20 10:20:14	40021	1532053214229	1
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 10:20:14	40008	1532053214291	2
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	4	10	10	6	10	5	0	0	0	0	0	0	0	0	2018-07-20 10:20:14	40016	1532053214324	3
4	11	3	10	11	12	13	16	20	21	37	70	80	0	0	0	10	10	7	10	7	10	10	10	9	6	4	0	0	0	2018-07-20 10:20:14	40004	1532053214358	4
17	5	3	10	12	21	80	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-20 10:20:14	40017	1532053214391	5
9	5	8	13	39	64	67	0	0	0	0	0	0	0	0	0	10	10	10	2	8	0	0	0	0	0	0	0	0	0	2018-07-20 10:20:14	40009	1532053214449	6
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	10	4	7	10	9	0	0	0	0	0	0	0	0	0	2018-07-20 10:20:14	40011	1532053214483	7
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	9	10	9	10	0	0	0	0	0	0	2018-07-20 10:20:14	40012	1532053214516	8
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	10	10	10	10	10	10	10	0	0	0	0	0	0	0	2018-07-20 10:20:14	40020	1532053214550	9
13	11	4	8	9	11	16	21	26	33	37	38	67	0	0	0	8	6	8	7	5	7	7	4	10	4	1	0	0	0	2018-07-20 10:20:14	40013	1532053214583	10
10	8	3	4	12	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	8	8	10	10	0	0	0	0	0	0	2018-07-20 10:20:14	40010	1532053214616	11
3	9	4	8	10	11	12	16	17	21	80	0	0	0	0	0	8	8	8	7	8	2	8	9	4	0	0	0	0	0	2018-07-20 10:20:14	40003	1532053214650	12
39	6	9	13	26	37	38	50	0	0	0	0	0	0	0	0	10	1	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-20 10:20:15	40039	1532053215646	13
33	6	13	32	37	38	52	56	0	0	0	0	0	0	0	0	6	6	5	8	6	6	0	0	0	0	0	0	0	0	2018-07-20 10:20:15	40033	1532053215708	14
24	7	32	33	40	41	44	52	56	0	0	0	0	0	0	0	8	7	2	9	9	5	7	0	0	0	0	0	0	0	2018-07-20 10:20:15	40024	1532053215781	15
38	9	13	26	33	37	39	40	43	44	50	0	0	0	0	0	1	9	5	10	10	10	2	10	8	0	0	0	0	0	2018-07-20 10:20:15	40038	1532053215818	16
26	5	13	37	38	39	56	0	0	0	0	0	0	0	0	0	7	8	10	9	5	0	0	0	0	0	0	0	0	0	2018-07-20 10:20:15	40026	1532053215850	17
37	9	3	4	13	21	26	33	38	39	56	0	0	0	0	0	3	8	10	7	7	4	10	7	6	0	0	0	0	0	2018-07-20 10:20:15	40037	1532053215883	18
