seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20501	2018-06-10 21:10:55	40003	1528636255339	1
1	0	40983	2018-06-10 21:11:15	40003	1528636275342	2
2	0	61462	2018-06-10 21:11:35	40003	1528636295338	3
3	1	16405	2018-06-10 21:11:55	40003	1528636315338	4
4	1	36885	2018-06-10 21:12:19	40003	1528636339622	5
5	1	57365	2018-06-10 21:12:35	40003	1528636355338	6
6	2	12310	2018-06-10 21:12:55	40003	1528636375339	7
7	2	32789	2018-06-10 21:13:15	40003	1528636395335	8
8	2	53269	2018-06-10 21:13:35	40003	1528636415335	9
9	3	8213	2018-06-10 21:13:55	40003	1528636435335	10
10	3	28693	2018-06-10 21:14:15	40003	1528636455335	11
11	3	49173	2018-06-10 21:14:35	40003	1528636475335	12
12	4	4117	2018-06-10 21:14:55	40003	1528636495336	13
13	4	24604	2018-06-10 21:15:15	40003	1528636515340	14
14	4	45077	2018-06-10 21:15:35	40003	1528636535334	15
15	5	21	2018-06-10 21:15:55	40003	1528636555332	16
16	5	20505	2018-06-10 21:16:15	40003	1528636575336	17
17	5	40981	2018-06-10 21:16:35	40003	1528636595332	18
18	5	61461	2018-06-10 21:16:55	40003	1528636615332	19
19	6	16405	2018-06-10 21:17:15	40003	1528636635329	20
20	6	36885	2018-06-10 21:17:35	40003	1528636655340	21
21	6	57365	2018-06-10 21:17:55	40003	1528636675329	22
22	7	12309	2018-06-10 21:18:15	40003	1528636695329	23
23	7	32789	2018-06-10 21:18:35	40003	1528636715369	24
