seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	11	58597	2018-07-23 17:03:22	40003	1532336602253	1
1	12	13541	2018-07-23 17:03:42	40003	1532336622253	2
2	12	34021	2018-07-23 17:04:02	40003	1532336642249	3
3	12	54501	2018-07-23 17:04:22	40003	1532336662249	4
4	13	9445	2018-07-23 17:04:42	40003	1532336682249	5
5	13	29925	2018-07-23 17:05:02	40003	1532336702251	6
6	13	50405	2018-07-23 17:05:22	40003	1532336722250	7
7	14	5349	2018-07-23 17:05:42	40003	1532336742251	8
8	14	25829	2018-07-23 17:06:02	40003	1532336762250	9
9	14	46309	2018-07-23 17:06:22	40003	1532336782248	10
10	15	1253	2018-07-23 17:06:42	40003	1532336802246	11
11	15	21733	2018-07-23 17:07:02	40003	1532336822247	12
12	15	42213	2018-07-23 17:07:22	40003	1532336842247	13
13	15	62693	2018-07-23 17:07:42	40003	1532336862247	14
14	16	17637	2018-07-23 17:08:02	40003	1532336882248	15
15	16	38117	2018-07-23 17:08:22	40003	1532336902247	16
16	16	58597	2018-07-23 17:08:42	40003	1532336922243	17
17	17	13541	2018-07-23 17:09:02	40003	1532336942244	18
18	17	34021	2018-07-23 17:09:22	40003	1532336962244	19
19	17	54501	2018-07-23 17:09:42	40003	1532336982244	20
20	18	9445	2018-07-23 17:10:02	40003	1532337002245	21
21	18	29925	2018-07-23 17:10:22	40003	1532337022244	22
22	18	50405	2018-07-23 17:10:42	40003	1532337042246	23
23	19	5349	2018-07-23 17:11:02	40003	1532337062241	24
24	19	25829	2018-07-23 17:11:22	40003	1532337082242	25
25	19	46309	2018-07-23 17:11:42	40003	1532337102241	26
26	20	1253	2018-07-23 17:12:02	40003	1532337122241	27
27	20	21733	2018-07-23 17:12:22	40003	1532337142241	28
28	20	42213	2018-07-23 17:12:42	40003	1532337162241	29
29	20	62693	2018-07-23 17:13:02	40003	1532337182238	30
30	21	17637	2018-07-23 17:13:22	40003	1532337202238	31
31	21	38117	2018-07-23 17:13:42	40003	1532337222238	32
32	21	58597	2018-07-23 17:14:02	40003	1532337242238	33
33	22	13541	2018-07-23 17:14:22	40003	1532337262238	34
34	22	34021	2018-07-23 17:14:42	40003	1532337282238	35
35	22	54501	2018-07-23 17:15:02	40003	1532337302239	36
36	23	9445	2018-07-23 17:15:22	40003	1532337322235	37
37	23	29925	2018-07-23 17:15:42	40003	1532337342235	38
38	23	50405	2018-07-23 17:16:02	40003	1532337362235	39
39	24	5349	2018-07-23 17:16:22	40003	1532337382235	40
40	24	25829	2018-07-23 17:16:42	40003	1532337402235	41
41	24	46309	2018-07-23 17:17:02	40003	1532337422236	42
42	25	1253	2018-07-23 17:17:22	40003	1532337442236	43
43	25	21733	2018-07-23 17:17:42	40003	1532337462232	44
44	25	42213	2018-07-23 17:18:02	40003	1532337482232	45
45	25	62693	2018-07-23 17:18:22	40003	1532337502232	46
46	26	17637	2018-07-23 17:18:42	40003	1532337522233	47
