nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
17	0	3	11	58480	11	58675	0	5	5	0	72	1	0	2018-07-23 17:03:22	40017	1532336602344	1
8	0	3	11	58559	11	58693	0	5	5	0	90	0	1	2018-07-23 17:03:22	40008	1532336602377	2
9	0	8	11	58718	11	58610	5	10	5	0	51	0	0	2018-07-23 17:03:22	40009	1532336602446	3
37	0	3	11	56759	11	58753	0	12	12	1	150	1	1	2018-07-23 17:03:22	40037	1532336602511	4
56	0	37	11	56068	11	56841	12	17	5	0	82	1	0	2018-07-23 17:03:22	40056	1532336602544	5
21	0	3	11	58723	11	58894	0	5	5	0	291	0	0	2018-07-23 17:03:22	40021	1532336602577	6
16	0	3	11	58699	11	58753	0	5	5	0	150	0	0	2018-07-23 17:03:22	40016	1532336602611	7
4	0	3	11	58806	11	58919	0	5	5	0	316	0	1	2018-07-23 17:03:22	40004	1532336602644	8
64	0	8	11	55914	11	58689	5	12	7	0	130	0	1	2018-07-23 17:03:22	40064	1532336602678	9
12	0	3	11	58823	11	58847	0	5	5	0	244	0	0	2018-07-23 17:03:22	40012	1532336602744	10
20	0	3	11	58864	11	58964	0	5	5	0	361	0	0	2018-07-23 17:03:22	40020	1532336602778	11
67	0	8	11	55931	11	58656	5	10	5	0	97	1	0	2018-07-23 17:03:22	40067	1532336602811	12
10	0	80	11	58966	11	56020	5	5	65535	0	86	1	0	2018-07-23 17:03:22	40010	1532336602844	13
38	0	37	11	56892	11	56905	12	17	5	0	146	0	1	2018-07-23 17:03:22	40038	1532336602878	14
40	0	38	11	57802	11	57120	17	22	5	0	228	0	0	2018-07-23 17:03:22	40040	1532336602925	15
11	0	3	11	58868	11	58904	0	5	5	0	301	0	0	2018-07-23 17:03:22	40011	1532336602954	16
13	0	37	11	58904	11	56778	12	12	65535	0	19	1	0	2018-07-23 17:03:23	40013	1532336603020	17
24	0	38	11	57365	11	57361	17	33	16	1	469	0	0	2018-07-23 17:03:23	40024	1532336603062	18
41	0	43	11	56906	11	57379	22	26	4	0	205	0	1	2018-07-23 17:03:23	40041	1532336603103	19
80	0	3	11	55933	11	58861	0	5	5	0	258	0	1	2018-07-23 17:03:23	40080	1532336603162	20
47	0	52	11	56707	11	56676	26	31	5	0	277	0	0	2018-07-23 17:03:23	40047	1532336603245	21
44	0	38	11	56357	11	57109	17	22	5	0	217	1	0	2018-07-23 17:03:23	40044	1532336603287	22
78	0	72	11	56657	11	56685	11	16	5	0	401	0	0	2018-07-23 17:03:23	40078	1532336603387	23
48	0	41	11	56925	11	56928	26	31	5	0	22	1	0	2018-07-23 17:03:23	40048	1532336603554	24
72	0	80	11	56284	11	56188	5	11	6	0	254	0	1	2018-07-23 17:03:23	40072	1532336603596	25
70	0	80	11	56171	11	56126	5	10	5	0	192	0	1	2018-07-23 17:03:23	40070	1532336603637	26
71	0	70	11	56752	11	56736	10	19	9	0	565	0	1	2018-07-23 17:03:23	40071	1532336603679	27
33	0	37	11	56878	11	56890	12	35	23	1	131	0	0	2018-07-23 17:03:23	40033	1532336603721	28
53	0	43	11	56650	11	57261	22	31	9	0	87	1	0	2018-07-23 17:03:23	40053	1532336603762	29
75	0	71	11	57291	11	57259	19	24	5	0	507	0	0	2018-07-23 17:03:23	40075	1532336603804	30
77	0	43	11	56890	11	57679	22	27	5	0	505	0	0	2018-07-23 17:03:23	40077	1532336603954	31
63	0	64	11	56169	11	56101	12	17	5	0	187	0	1	2018-07-23 17:03:24	40063	1532336604088	32
39	0	38	11	57150	11	57120	17	17	65535	0	228	0	0	2018-07-23 17:03:24	40039	1532336604121	33
43	0	52	11	57174	11	56477	26	22	65535	0	78	1	1	2018-07-23 17:03:24	40043	1532336604221	34
26	0	38	11	57237	11	57217	17	17	65535	0	325	0	0	2018-07-23 17:03:24	40026	1532336604439	35
69	0	70	11	57280	11	56416	10	24	14	1	245	0	0	2018-07-23 17:03:24	40069	1532336604472	36
52	0	63	11	56399	11	56284	17	26	9	0	115	1	1	2018-07-23 17:03:24	40052	1532336604539	37
32	0	52	11	57567	11	56721	26	33	7	0	322	0	0	2018-07-23 17:03:24	40032	1532336604689	38
66	0	64	11	56332	11	56272	12	17	5	0	358	0	0	2018-07-23 17:03:24	40066	1532336604964	39
50	0	52	11	56656	11	56651	26	22	65535	0	252	0	0	2018-07-23 17:03:25	40050	1532336605457	40
8	1	3	12	13484	12	13618	0	5	5	0	72	0	1	2018-07-23 17:03:42	40008	1532336622337	41
16	1	3	12	13601	12	13655	0	5	5	0	109	1	0	2018-07-23 17:03:42	40016	1532336622373	42
37	1	3	12	11661	12	13655	0	12	12	1	109	1	1	2018-07-23 17:03:42	40037	1532336622459	43
10	1	3	12	13764	12	13753	0	5	5	0	207	0	0	2018-07-23 17:03:42	40010	1532336622492	44
80	1	3	12	10856	12	13784	0	5	5	0	238	0	1	2018-07-23 17:03:42	40080	1532336622526	45
21	1	3	12	13635	12	13806	0	5	5	0	260	0	0	2018-07-23 17:03:42	40021	1532336622559	46
67	1	8	12	11009	12	13734	5	10	5	0	250	0	0	2018-07-23 17:03:42	40067	1532336622592	47
33	1	37	12	11855	12	11867	12	35	23	1	206	0	0	2018-07-23 17:03:42	40033	1532336622626	48
4	1	3	12	13730	12	13843	0	5	5	0	297	0	1	2018-07-23 17:03:42	40004	1532336622659	49
13	1	37	12	14168	12	12043	12	12	65535	0	382	0	0	2018-07-23 17:03:42	40013	1532336622759	50
70	1	80	12	11220	12	11175	5	10	5	0	318	0	1	2018-07-23 17:03:42	40070	1532336622826	51
72	1	80	12	11271	12	11175	5	11	6	0	318	0	1	2018-07-23 17:03:42	40072	1532336622859	52
64	1	8	12	11201	12	13976	5	12	7	0	492	0	1	2018-07-23 17:03:42	40064	1532336622893	53
17	1	80	12	13914	12	11175	5	5	65535	0	318	0	0	2018-07-23 17:03:42	40017	1532336622926	54
