nodeid	seq_no	src_id	rec_time_h	rec_time_l	hop_delay_h	hop_delay_l	parent_ETD	local_ETD	delta_ETD	long_link_sender	MPD	shortcut_sender	tree_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
64	1000	40	10	14546	0	59628	8	10	2	0	65535	0	1	2018-07-23 05:38:44	40064	1532295524390	1
8	1000	64	10	16155	10	58345	10	5	65535	0	43799	0	1	2018-07-23 05:38:44	40008	1532295524424	2
3	1000	8	10	16123	10	55009	5	0	65535	0	38853	0	1	2018-07-23 05:38:44	40003	1532295524460	3
16	1000	3	10	16154	10	54749	0	5	5	0	38626	0	0	2018-07-23 05:38:44	40016	1532295524548	4
11	1000	3	10	16173	10	57828	0	7	7	0	41705	0	0	2018-07-23 05:38:44	40011	1532295524704	5
80	0	3	11	59570	11	61761	0	5	5	0	83	1	1	2018-07-23 05:40:33	40080	1532295633033	6
26	0	13	11	60464	11	61888	11	16	5	0	65535	0	0	2018-07-23 05:40:33	40026	1532295633094	7
13	0	3	11	61888	11	61780	0	11	11	1	102	1	1	2018-07-23 05:40:33	40013	1532295633127	8
37	0	13	11	60633	11	61977	11	15	4	0	89	1	1	2018-07-23 05:40:33	40037	1532295633194	9
10	0	80	11	62028	11	59763	5	9	4	0	193	0	0	2018-07-23 05:40:33	40010	1532295633231	10
56	0	37	11	59057	11	60737	15	22	7	0	104	0	0	2018-07-23 05:40:33	40056	1532295633278	11
4	0	3	11	62261	11	62011	0	5	5	0	333	0	0	2018-07-23 05:40:33	40004	1532295633311	12
39	0	37	11	60696	11	60765	15	20	5	0	132	0	0	2018-07-23 05:40:33	40039	1532295633344	13
20	0	3	11	62097	11	62048	0	5	5	0	370	0	0	2018-07-23 05:40:33	40020	1532295633378	14
21	0	3	11	61896	11	62107	0	6	6	0	429	0	1	2018-07-23 05:40:33	40021	1532295633456	15
11	0	3	11	61914	11	62107	0	7	7	0	429	0	0	2018-07-23 05:40:33	40011	1532295633487	16
64	0	8	11	60796	11	62318	5	10	5	0	53	1	1	2018-07-23 05:40:33	40064	1532295633520	17
17	0	21	11	62185	11	62008	6	10	4	0	112	1	0	2018-07-23 05:40:33	40017	1532295633553	18
8	0	13	11	62264	11	62283	11	5	65535	0	395	0	1	2018-07-23 05:40:33	40008	1532295633795	19
44	0	41	11	59856	11	60628	21	26	5	0	51	0	0	2018-07-23 05:40:33	40044	1532295633979	20
40	0	63	11	59609	11	61008	15	21	6	0	139	1	1	2018-07-23 05:40:34	40040	1532295634012	21
77	0	63	11	60886	11	61008	15	26	11	1	139	1	0	2018-07-23 05:40:34	40077	1532295634045	22
70	0	64	11	60144	11	60996	10	11	1	0	200	0	1	2018-07-23 05:40:34	40070	1532295634079	23
38	0	37	11	60764	11	60773	15	18	3	0	140	0	0	2018-07-23 05:40:34	40038	1532295634112	24
50	0	41	11	60559	11	60717	21	20	65535	0	140	1	0	2018-07-23 05:40:34	40050	1532295634146	25
41	0	63	11	60577	11	61008	15	21	6	0	139	1	1	2018-07-23 05:40:34	40041	1532295634212	26
33	0	37	11	60812	11	60897	15	17	2	0	264	0	0	2018-07-23 05:40:34	40033	1532295634338	27
48	0	41	11	60265	11	60897	21	26	5	0	320	0	0	2018-07-23 05:40:34	40048	1532295634371	28
69	0	70	11	61428	11	60731	11	18	7	0	587	0	1	2018-07-23 05:40:34	40069	1532295634404	29
78	0	70	11	60287	11	60203	11	16	5	0	59	1	0	2018-07-23 05:40:34	40078	1532295634471	30
75	0	69	11	61045	11	61631	18	23	5	0	203	1	0	2018-07-23 05:40:34	40075	1532295634505	31
