seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	11	61672	2018-07-23 05:40:32	40003	1532295632937	1
1	12	16616	2018-07-23 05:40:52	40003	1532295652937	2
2	12	37096	2018-07-23 05:41:12	40003	1532295672938	3
3	12	57576	2018-07-23 05:41:32	40003	1532295692938	4
4	13	12520	2018-07-23 05:41:52	40003	1532295712938	5
5	13	33000	2018-07-23 05:42:12	40003	1532295732938	6
6	13	53480	2018-07-23 05:42:32	40003	1532295752938	7
7	14	8424	2018-07-23 05:42:52	40003	1532295772934	8
8	14	28904	2018-07-23 05:43:12	40003	1532295792935	9
9	14	49384	2018-07-23 05:43:32	40003	1532295812935	10
10	15	4328	2018-07-23 05:43:52	40003	1532295832935	11
11	15	24808	2018-07-23 05:44:12	40003	1532295852935	12
12	15	45288	2018-07-23 05:44:32	40003	1532295872935	13
13	16	232	2018-07-23 05:44:52	40003	1532295892935	14
14	16	20712	2018-07-23 05:45:12	40003	1532295912937	15
15	16	41192	2018-07-23 05:45:32	40003	1532295932932	16
16	16	61672	2018-07-23 05:45:52	40003	1532295952932	17
17	17	16616	2018-07-23 05:46:12	40003	1532295972932	18
18	17	37096	2018-07-23 05:46:32	40003	1532295992932	19
19	17	57576	2018-07-23 05:46:52	40003	1532296012932	20
20	18	12520	2018-07-23 05:47:12	40003	1532296032933	21
21	18	33000	2018-07-23 05:47:32	40003	1532296052929	22
22	18	53480	2018-07-23 05:47:52	40003	1532296072929	23
23	19	8424	2018-07-23 05:48:12	40003	1532296092929	24
24	19	28904	2018-07-23 05:48:32	40003	1532296112929	25
25	19	49384	2018-07-23 05:48:52	40003	1532296132929	26
26	20	4328	2018-07-23 05:49:12	40003	1532296152930	27
27	20	24808	2018-07-23 05:49:32	40003	1532296172930	28
28	20	45288	2018-07-23 05:49:52	40003	1532296192926	29
29	21	232	2018-07-23 05:50:12	40003	1532296212926	30
30	21	20712	2018-07-23 05:50:32	40003	1532296232926	31
31	21	41192	2018-07-23 05:50:52	40003	1532296252926	32
32	21	61672	2018-07-23 05:51:12	40003	1532296272927	33
33	22	16616	2018-07-23 05:51:32	40003	1532296292927	34
34	22	37096	2018-07-23 05:51:52	40003	1532296312927	35
35	22	57576	2018-07-23 05:52:12	40003	1532296332923	36
36	23	12520	2018-07-23 05:52:32	40003	1532296352923	37
37	23	33000	2018-07-23 05:52:52	40003	1532296372923	38
38	23	53480	2018-07-23 05:53:12	40003	1532296392924	39
39	24	8424	2018-07-23 05:53:32	40003	1532296412924	40
40	24	28904	2018-07-23 05:53:52	40003	1532296432924	41
41	24	49384	2018-07-23 05:54:12	40003	1532296452920	42
42	25	4328	2018-07-23 05:54:32	40003	1532296472920	43
43	25	24808	2018-07-23 05:54:52	40003	1532296492920	44
44	25	45288	2018-07-23 05:55:12	40003	1532296512921	45
45	26	232	2018-07-23 05:55:32	40003	1532296532921	46
46	26	20712	2018-07-23 05:55:52	40003	1532296552921	47
