seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	20501	2017-03-30 00:41:35	40001	1490805695621	1
2	0	40981	2017-03-30 00:41:55	40001	1490805715620	2
3	0	51221	2017-03-30 00:42:05	40001	1490805725620	3
4	0	61461	2017-03-30 00:42:15	40001	1490805735781	4
5	1	6165	2017-03-30 00:42:25	40001	1490805745617	5
6	1	16405	2017-03-30 00:42:35	40001	1490805755616	6
7	1	26645	2017-03-30 00:42:49	40001	1490805769082	7
8	1	36885	2017-03-30 00:42:55	40001	1490805775617	8
9	1	47125	2017-03-30 00:43:05	40001	1490805785617	9
10	1	57365	2017-03-30 00:43:15	40001	1490805795678	10
11	2	2069	2017-03-30 00:43:28	40001	1490805808498	11
12	2	12309	2017-03-30 00:43:35	40001	1490805815617	12
