seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20499	2017-03-30 16:35:03	40001	1490862903751	1
1	0	40979	2017-03-30 16:35:23	40001	1490862923708	2
2	0	61459	2017-03-30 16:35:43	40001	1490862943708	3
3	1	16403	2017-03-30 16:36:03	40001	1490862963708	4
4	1	36883	2017-03-30 16:36:23	40001	1490862983709	5
5	1	57363	2017-03-30 16:36:43	40001	1490863003712	6
6	2	12307	2017-03-30 16:37:03	40001	1490863023709	7
7	2	32787	2017-03-30 16:37:23	40001	1490863043709	8
8	2	53267	2017-03-30 16:37:43	40001	1490863063717	9
9	3	8211	2017-03-30 16:38:03	40001	1490863083705	10
10	3	28691	2017-03-30 16:38:23	40001	1490863103705	11
11	3	49171	2017-03-30 16:38:43	40001	1490863123706	12
12	4	4115	2017-03-30 16:39:03	40001	1490863143706	13
13	4	24595	2017-03-30 16:39:23	40001	1490863163706	14
14	4	45075	2017-03-30 16:39:43	40001	1490863183709	15
15	5	19	2017-03-30 16:40:03	40001	1490863203705	16
16	5	20499	2017-03-30 16:40:23	40001	1490863223702	17
17	5	40979	2017-03-30 16:40:43	40001	1490863243702	18
18	5	61459	2017-03-30 16:41:03	40001	1490863263703	19
19	6	16403	2017-03-30 16:41:23	40001	1490863283703	20
20	6	36883	2017-03-30 16:41:43	40001	1490863303703	21
21	6	57363	2017-03-30 16:42:03	40001	1490863323699	22
22	7	12307	2017-03-30 16:42:23	40001	1490863343699	23
23	7	32787	2017-03-30 16:42:43	40001	1490863363699	24
24	7	53267	2017-03-30 16:43:03	40001	1490863383700	25
25	8	8211	2017-03-30 16:43:23	40001	1490863403700	26
26	8	28691	2017-03-30 16:43:43	40001	1490863423700	27
27	8	49171	2017-03-30 16:44:03	40001	1490863443700	28
28	9	4115	2017-03-30 16:44:23	40001	1490863463700	29
29	9	24595	2017-03-30 16:44:43	40001	1490863483696	30
30	9	45075	2017-03-30 16:45:03	40001	1490863503696	31
31	10	19	2017-03-30 16:45:23	40001	1490863523697	32
32	10	20499	2017-03-30 16:45:43	40001	1490863543720	33
33	10	40979	2017-03-30 16:46:03	40001	1490863563697	34
34	10	61459	2017-03-30 16:46:23	40001	1490863583697	35
35	11	16403	2017-03-30 16:46:43	40001	1490863603708	36
36	11	36883	2017-03-30 16:47:03	40001	1490863623693	37
