seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-10 20:27:33	40003	1528633653814	1
2	0	61461	2018-06-10 20:27:53	40003	1528633673828	2
3	1	16406	2018-06-10 20:28:13	40003	1528633693780	3
4	1	36885	2018-06-10 20:28:33	40003	1528633713776	4
5	1	57366	2018-06-10 20:28:53	40003	1528633733802	5
6	2	12309	2018-06-10 20:29:13	40003	1528633753776	6
7	2	32789	2018-06-10 20:29:33	40003	1528633773776	7
8	2	53269	2018-06-10 20:29:53	40003	1528633793788	8
9	3	8213	2018-06-10 20:30:13	40003	1528633813773	9
10	3	28693	2018-06-10 20:30:33	40003	1528633833773	10
11	3	49173	2018-06-10 20:30:53	40003	1528633853793	11
12	4	4117	2018-06-10 20:31:16	40003	1528633876317	12
13	4	24597	2018-06-10 20:31:33	40003	1528633893774	13
14	4	45077	2018-06-10 20:31:53	40003	1528633913805	14
15	5	21	2018-06-10 20:32:13	40003	1528633933776	15
16	5	20501	2018-06-10 20:32:33	40003	1528633953770	16
17	5	40981	2018-06-10 20:32:53	40003	1528633973789	17
18	5	61461	2018-06-10 20:33:13	40003	1528633993770	18
19	6	16405	2018-06-10 20:33:33	40003	1528634013770	19
20	6	36885	2018-06-10 20:33:53	40003	1528634033971	20
21	6	57365	2018-06-10 20:34:13	40003	1528634053768	21
22	7	12309	2018-06-10 20:34:33	40003	1528634073767	22
23	7	32789	2018-06-10 20:34:53	40003	1528634093785	23
24	7	53269	2018-06-10 20:35:13	40003	1528634113767	24
25	8	8213	2018-06-10 20:35:33	40003	1528634133767	25
26	8	28693	2018-06-10 20:35:53	40003	1528634153807	26
27	8	49173	2018-06-10 20:36:15	40003	1528634175221	27
28	9	4124	2018-06-10 20:36:33	40003	1528634193772	28
29	9	24597	2018-06-10 20:36:53	40003	1528634213784	29
30	9	45077	2018-06-10 20:37:13	40003	1528634233764	30
31	10	21	2018-06-10 20:37:33	40003	1528634253764	31
32	10	20501	2018-06-10 20:37:53	40003	1528634273780	32
33	10	40981	2018-06-10 20:38:13	40003	1528634293765	33
34	10	61461	2018-06-10 20:38:33	40003	1528634313765	34
35	11	16405	2018-06-10 20:38:53	40003	1528634333775	35
36	11	36885	2018-06-10 20:39:13	40003	1528634353761	36
37	11	57365	2018-06-10 20:39:33	40003	1528634373761	37
38	12	12309	2018-06-10 20:39:53	40003	1528634393777	38
