seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-09 21:39:20	40003	1528551560325	1
2	0	61461	2018-06-09 21:39:40	40003	1528551580325	2
3	1	16405	2018-06-09 21:40:00	40003	1528551600321	3
4	1	36888	2018-06-09 21:40:20	40003	1528551620325	4
5	1	57365	2018-06-09 21:40:40	40003	1528551640322	5
6	2	12309	2018-06-09 21:41:00	40003	1528551660322	6
7	2	32789	2018-06-09 21:41:20	40003	1528551680322	7
8	2	53269	2018-06-09 21:41:43	40003	1528551703028	8
9	3	8213	2018-06-09 21:42:00	40003	1528551720322	9
10	3	28693	2018-06-09 21:42:20	40003	1528551740318	10
11	3	49173	2018-06-09 21:42:40	40003	1528551760319	11
12	4	4117	2018-06-09 21:43:00	40003	1528551780319	12
13	4	24597	2018-06-09 21:43:20	40003	1528551800319	13
14	4	45077	2018-06-09 21:43:40	40003	1528551820319	14
15	5	21	2018-06-09 21:44:00	40003	1528551840324	15
16	5	20501	2018-06-09 21:44:20	40003	1528551860321	16
17	5	40981	2018-06-09 21:44:40	40003	1528551880320	17
18	5	61461	2018-06-09 21:45:00	40003	1528551900316	18
19	6	16405	2018-06-09 21:45:20	40003	1528551920316	19
20	6	36887	2018-06-09 21:45:40	40003	1528551940320	20
21	6	57365	2018-06-09 21:46:00	40003	1528551960316	21
22	7	12309	2018-06-09 21:46:20	40003	1528551980316	22
23	7	32789	2018-06-09 21:46:40	40003	1528552000317	23
24	7	53269	2018-06-09 21:47:00	40003	1528552020313	24
25	8	8213	2018-06-09 21:47:20	40003	1528552040313	25
26	8	28693	2018-06-09 21:47:40	40003	1528552060313	26
27	8	49173	2018-06-09 21:48:00	40003	1528552080313	27
28	9	4117	2018-06-09 21:48:20	40003	1528552100315	28
29	9	24597	2018-06-09 21:48:40	40003	1528552120314	29
30	9	45077	2018-06-09 21:49:00	40003	1528552140314	30
31	10	21	2018-06-09 21:49:20	40003	1528552160310	31
32	10	20501	2018-06-09 21:49:40	40003	1528552180310	32
33	10	40981	2018-06-09 21:50:00	40003	1528552200310	33
34	10	61461	2018-06-09 21:50:20	40003	1528552220310	34
35	11	16405	2018-06-09 21:50:40	40003	1528552240311	35
36	11	36885	2018-06-09 21:51:00	40003	1528552260311	36
37	11	57365	2018-06-09 21:51:20	40003	1528552280307	37
38	12	12313	2018-06-09 21:51:40	40003	1528552300315	38
