seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
1	0	40981	2018-06-09 23:19:48	40003	1528557588204	1
2	0	61461	2018-06-09 23:20:09	40003	1528557609059	2
3	1	16405	2018-06-09 23:20:28	40003	1528557628204	3
4	1	36886	2018-06-09 23:20:48	40003	1528557648205	4
5	1	57365	2018-06-09 23:21:12	40003	1528557672421	5
6	2	12309	2018-06-09 23:21:28	40003	1528557688201	6
7	2	32789	2018-06-09 23:21:48	40003	1528557708201	7
8	2	53269	2018-06-09 23:22:08	40003	1528557728329	8
9	3	8213	2018-06-09 23:22:28	40003	1528557748201	9
10	3	28693	2018-06-09 23:22:48	40003	1528557768202	10
11	3	49173	2018-06-09 23:23:08	40003	1528557788202	11
12	4	4117	2018-06-09 23:23:28	40003	1528557808198	12
13	4	24597	2018-06-09 23:23:48	40003	1528557828198	13
14	4	45077	2018-06-09 23:24:08	40003	1528557848213	14
15	5	21	2018-06-09 23:24:28	40003	1528557868201	15
16	5	20501	2018-06-09 23:24:48	40003	1528557888200	16
17	5	40981	2018-06-09 23:25:08	40003	1528557908602	17
18	5	61461	2018-06-09 23:25:28	40003	1528557928200	18
19	6	16405	2018-06-09 23:25:49	40003	1528557949743	19
20	6	36885	2018-06-09 23:26:08	40003	1528557968195	20
21	6	57365	2018-06-09 23:26:28	40003	1528557988195	21
22	7	12309	2018-06-09 23:26:48	40003	1528558008195	22
23	7	32789	2018-06-09 23:27:11	40003	1528558031637	23
24	7	53269	2018-06-09 23:27:28	40003	1528558048196	24
25	8	8213	2018-06-09 23:27:48	40003	1528558068196	25
26	8	28693	2018-06-09 23:28:08	40003	1528558088678	26
27	8	49173	2018-06-09 23:28:28	40003	1528558108192	27
28	9	4117	2018-06-09 23:28:48	40003	1528558128192	28
29	9	24597	2018-06-09 23:29:08	40003	1528558148218	29
30	9	45077	2018-06-09 23:29:28	40003	1528558168193	30
31	10	21	2018-06-09 23:29:48	40003	1528558188193	31
32	10	40981	2018-06-09 23:30:28	40003	1528558228193	32
33	10	61461	2018-06-09 23:30:48	40003	1528558248189	33
34	11	16405	2018-06-09 23:31:08	40003	1528558268199	34
35	11	36885	2018-06-09 23:31:28	40003	1528558288191	35
36	11	57365	2018-06-09 23:31:48	40003	1528558308190	36
