seq_no	time_flood_h	time_flood_l	insert_time	motelabMoteID	milli_time	motelabSeqNo
0	0	20499	2017-03-31 02:25:15	40001	1490898315526	1
1	0	40979	2017-03-31 02:25:35	40001	1490898335488	2
2	0	61459	2017-03-31 02:25:55	40001	1490898355488	3
3	1	16403	2017-03-31 02:26:15	40001	1490898375488	4
4	1	36883	2017-03-31 02:26:35	40001	1490898395488	5
5	1	57363	2017-03-31 02:26:55	40001	1490898415488	6
6	2	12307	2017-03-31 02:27:15	40001	1490898435488	7
7	2	32787	2017-03-31 02:27:35	40001	1490898455489	8
8	2	53267	2017-03-31 02:27:55	40001	1490898475485	9
9	3	8211	2017-03-31 02:28:15	40001	1490898495485	10
10	3	28691	2017-03-31 02:28:35	40001	1490898515485	11
