addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	9	10	7	10	7	10	10	8	5	8	0	0	2018-07-19 11:04:39	40004	1531969479070	1
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-19 11:04:39	40017	1531969479171	2
13	11	3	4	8	9	11	16	21	26	33	37	38	0	0	0	7	5	3	9	8	6	7	10	6	10	2	0	0	0	2018-07-19 11:04:39	40013	1531969479314	3
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	7	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 11:04:39	40008	1531969479346	4
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	9	10	10	7	10	8	0	0	0	0	0	0	0	0	2018-07-19 11:04:39	40016	1531969479379	5
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	10	6	7	10	9	0	0	0	0	0	0	0	0	0	2018-07-19 11:04:39	40011	1531969479412	6
21	10	3	4	10	12	13	16	17	20	37	80	0	0	0	0	10	10	3	8	7	6	8	10	8	5	0	0	0	0	2018-07-19 11:04:39	40021	1531969479446	7
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	6	9	1	10	0	0	0	0	0	0	2018-07-19 11:04:39	40012	1531969479479	8
20	7	3	4	10	11	12	16	21	0	0	0	0	0	0	0	9	10	5	10	10	10	10	0	0	0	0	0	0	0	2018-07-19 11:04:39	40020	1531969479512	9
9	4	8	13	39	67	0	0	0	0	0	0	0	0	0	0	10	10	8	6	0	0	0	0	0	0	0	0	0	0	2018-07-19 11:04:39	40009	1531969479546	10
10	7	3	4	12	17	21	70	80	0	0	0	0	0	0	0	10	10	10	10	8	10	10	0	0	0	0	0	0	0	2018-07-19 11:04:39	40010	1531969479596	11
3	11	4	8	10	11	12	13	16	17	20	21	80	0	0	0	7	7	10	8	10	4	5	7	2	6	7	0	0	0	2018-07-19 11:04:39	40003	1531969479629	12
63	11	40	41	43	50	52	64	66	67	70	72	77	0	0	0	10	10	10	10	2	10	10	1	8	6	5	0	0	0	2018-07-19 11:04:40	40063	1531969480664	13
40	12	38	41	43	44	47	48	50	52	53	56	63	77	0	0	10	10	10	9	10	10	9	10	9	5	10	10	0	0	2018-07-19 11:04:40	40040	1531969480714	14
