addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	10	4	8	10	11	12	13	16	17	21	80	0	0	0	0	10	8	10	10	10	8	8	10	6	8	0	0	0	0	2018-07-19 16:00:16	40003	1531987216733	1
16	6	3	4	11	13	20	21	0	0	0	0	0	0	0	0	9	10	10	1	10	7	0	0	0	0	0	0	0	0	2018-07-19 16:00:16	40016	1531987216818	2
13	12	3	4	8	9	10	11	16	21	26	33	37	67	0	0	4	6	3	8	4	6	3	6	6	4	10	3	0	0	2018-07-19 16:00:16	40013	1531987216866	3
11	5	3	4	13	16	20	0	0	0	0	0	0	0	0	0	9	7	8	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 16:00:16	40011	1531987216918	4
20	6	3	4	11	12	16	21	0	0	0	0	0	0	0	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-19 16:00:16	40020	1531987216951	5
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-07-19 16:00:16	40008	1531987216984	6
4	12	3	10	11	12	13	16	17	20	21	37	70	80	0	0	10	10	10	10	9	10	7	10	10	9	7	9	0	0	2018-07-19 16:00:17	40004	1531987217043	7
10	8	3	4	12	13	17	21	70	80	0	0	0	0	0	0	10	10	10	2	10	7	9	10	0	0	0	0	0	0	2018-07-19 16:00:17	40010	1531987217076	8
21	10	3	4	10	12	13	16	17	20	37	80	0	0	0	0	7	10	5	2	9	5	10	10	8	3	0	0	0	0	2018-07-19 16:00:17	40021	1531987217126	9
12	8	3	4	10	17	20	21	70	80	0	0	0	0	0	0	10	10	10	10	6	7	8	10	0	0	0	0	0	0	2018-07-19 16:00:17	40012	1531987217159	10
17	6	3	4	10	12	21	80	0	0	0	0	0	0	0	0	10	9	10	10	10	10	0	0	0	0	0	0	0	0	2018-07-19 16:00:17	40017	1531987217193	11
