id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	13	0	3	12	9	1	2018-07-19 16:07:51	40003	1531987671878	1
10	111	13	3	11	0	0	2018-07-19 16:07:59	40010	1531987679174	2
21	62	13	3	12	0	0	2018-07-19 16:07:59	40021	1531987679221	3
8	25	13	3	10	3	1	2018-07-19 16:08:00	40008	1531987680102	4
16	1000	13	3	10	0	0	2018-07-19 16:08:00	40016	1531987680950	5
47	1000	141	41	10	0	0	2018-07-19 16:08:01	40047	1531987681222	6
11	125	13	3	12	0	0	2018-07-19 16:08:02	40011	1531987682050	7
52	62	114	63	12	1	1	2018-07-19 16:08:03	40052	1531987683118	8
48	1000	141	41	10	0	0	2018-07-19 16:08:03	40048	1531987683412	9
80	47	13	3	14	2	1	2018-07-19 16:08:03	40080	1531987683958	10
17	1000	13	3	11	0	0	2018-07-19 16:08:04	40017	1531987684126	11
70	47	60	80	14	2	1	2018-07-19 16:08:09	40070	1531987689269	12
4	47	13	3	14	0	0	2018-07-19 16:08:11	40004	1531987691114	13
12	125	13	3	12	0	0	2018-07-19 16:08:11	40012	1531987691180	14
64	41	38	8	12	2	1	2018-07-19 16:08:11	40064	1531987691280	15
20	1000	13	3	10	0	0	2018-07-19 16:08:12	40020	1531987692062	16
44	62	131	50	12	0	0	2018-07-19 16:08:14	40044	1531987694347	17
66	111	79	64	11	0	0	2018-07-19 16:08:15	40066	1531987695415	18
50	18	113	39	11	2	1	2018-07-19 16:08:19	40050	1531987699326	19
63	35	79	64	14	5	1	2018-07-19 16:08:21	40063	1531987701264	20
39	25	88	9	10	4	1	2018-07-19 16:08:22	40039	1531987702530	21
38	47	113	39	14	0	0	2018-07-19 16:08:23	40038	1531987703534	22
24	125	141	41	12	0	0	2018-07-19 16:08:24	40024	1531987704355	23
40	50	114	63	10	0	0	2018-07-19 16:08:25	40040	1531987705420	24
9	50	38	8	10	2	1	2018-07-19 16:08:26	40009	1531987706274	25
53	1000	131	50	12	0	0	2018-07-19 16:08:29	40053	1531987709345	26
71	50	107	70	10	2	1	2018-07-19 16:08:32	40071	1531987712282	27
43	27	114	63	11	0	0	2018-07-19 16:08:33	40043	1531987713929	28
67	1000	38	8	0	0	0	2018-07-19 16:08:35	40067	1531987715300	29
41	27	114	63	11	2	1	2018-07-19 16:08:36	40041	1531987716372	30
26	1000	113	39	11	0	0	2018-07-19 16:08:39	40026	1531987719551	31
32	1000	176	52	0	0	0	2018-07-19 16:08:39	40032	1531987719614	32
77	100	114	63	10	0	0	2018-07-19 16:08:39	40077	1531987719680	33
72	62	60	80	12	0	0	2018-07-19 16:08:40	40072	1531987720292	34
78	1000	107	70	10	0	0	2018-07-19 16:08:42	40078	1531987722318	35
13	100	88	9	10	1	1	2018-07-19 16:08:43	40013	1531987723998	36
69	1000	157	71	0	0	0	2018-07-19 16:08:44	40069	1531987724873	37
37	125	113	39	12	1	1	2018-07-19 16:08:48	40037	1531987728495	38
56	1000	238	37	0	0	0	2018-07-19 16:08:51	40056	1531987731346	39
75	1000	157	71	10	0	0	2018-07-19 16:09:00	40075	1531987740902	40
33	1000	188	13	14	0	0	2018-07-19 16:09:04	40033	1531987744530	41
