id	ebw	path_ebw	elder_id	delay	children_num	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	33	0	3	0	5	1	2018-05-31 18:45:18	40003	1527763518587	1
8	47	33	3	14	4	1	2018-05-31 18:45:36	40008	1527763536655	2
10	100	33	3	16	0	0	2018-05-31 18:45:40	40010	1527763540697	3
12	200	33	3	10	0	0	2018-05-31 18:45:44	40012	1527763544271	4
17	50	33	3	16	2	1	2018-05-31 18:45:45	40017	1527763545511	5
11	83	33	3	11	2	1	2018-05-31 18:45:45	40011	1527763545571	6
44	125	170	41	57	0	0	2018-05-31 18:45:53	40044	1527763553790	7
47	111	170	41	55	0	0	2018-05-31 18:45:53	40047	1527763553906	8
63	37	117	64	35	4	1	2018-05-31 18:45:54	40063	1527763554308	9
64	37	80	8	25	5	1	2018-05-31 18:45:55	40064	1527763555055	10
9	142	80	8	24	0	0	2018-05-31 18:45:55	40009	1527763555631	11
66	100	117	64	35	0	0	2018-05-31 18:46:01	40066	1527763561058	12
50	111	154	63	51	0	0	2018-05-31 18:46:01	40050	1527763561808	13
16	0	116	11	21	0	0	2018-05-31 18:46:03	40016	1527763563363	14
67	166	80	8	24	0	0	2018-05-31 18:46:05	40067	1527763565061	15
139	28	131	129	61	2	1	2018-05-31 18:46:06	40139	1527763566465	16
80	142	83	17	27	0	0	2018-05-31 18:46:06	40080	1527763566810	17
21	166	83	17	28	0	0	2018-05-31 18:46:07	40021	1527763567771	18
20	100	116	11	25	0	0	2018-05-31 18:46:10	40020	1527763570343	19
135	166	117	64	37	0	0	2018-05-31 18:46:11	40135	1527763571693	20
70	66	117	64	41	3	1	2018-05-31 18:46:12	40070	1527763572848	21
39	55	265	50	71	0	0	2018-05-31 18:46:14	40039	1527763574805	22
13	100	80	8	30	2	1	2018-05-31 18:46:15	40013	1527763575219	23
71	100	245	69	67	0	0	2018-05-31 18:46:15	40071	1527763575285	24
26	125	270	38	77	0	0	2018-05-31 18:46:17	40026	1527763577309	25
72	0	183	70	52	0	0	2018-05-31 18:46:17	40072	1527763577503	26
56	62	170	41	56	0	0	2018-05-31 18:46:17	40056	1527763577798	27
48	0	170	41	55	0	0	2018-05-31 18:46:17	40048	1527763577829	28
40	200	154	63	46	0	0	2018-05-31 18:46:17	40040	1527763577862	29
122	125	131	129	61	0	0	2018-05-31 18:46:18	40122	1527763578698	30
77	0	170	41	55	0	0	2018-05-31 18:46:19	40077	1527763579424	31
41	16	154	63	45	8	1	2018-05-31 18:46:20	40041	1527763580167	32
132	111	159	139	71	0	0	2018-05-31 18:46:21	40132	1527763581594	33
129	14	117	117	51	2	1	2018-05-31 18:46:21	40129	1527763581942	34
121	200	117	117	55	0	0	2018-05-31 18:46:22	40121	1527763582322	35
69	62	183	70	55	2	1	2018-05-31 18:46:22	40069	1527763582795	36
43	28	154	63	45	1	1	2018-05-31 18:46:26	40043	1527763586804	37
115	142	117	117	51	0	0	2018-05-31 18:46:26	40115	1527763586879	38
120	166	117	117	51	0	0	2018-05-31 18:46:27	40120	1527763587690	39
52	111	170	41	55	0	0	2018-05-31 18:46:27	40052	1527763587763	40
131	25	117	117	51	0	0	2018-05-31 18:46:28	40131	1527763588588	41
123	20	117	117	51	0	0	2018-05-31 18:46:28	40123	1527763588687	42
127	41	117	117	57	0	0	2018-05-31 18:46:28	40127	1527763588729	43
119	40	117	117	55	0	0	2018-05-31 18:46:30	40119	1527763590302	44
53	0	170	41	56	0	0	2018-05-31 18:46:32	40053	1527763592821	45
38	100	170	41	65	0	0	2018-05-31 18:46:32	40038	1527763592888	46
124	111	159	139	72	0	0	2018-05-31 18:46:33	40124	1527763593608	47
117	0	117	64	41	9	1	2018-05-31 18:46:33	40117	1527763593649	48
78	100	183	70	51	0	0	2018-05-31 18:46:34	40078	1527763594850	49
118	100	117	117	51	0	0	2018-05-31 18:46:35	40118	1527763595226	50
24	55	170	41	55	1	1	2018-05-31 18:46:35	40024	1527763595847	51
33	50	180	13	40	1	1	2018-05-31 18:46:42	40033	1527763602827	52
32	125	230	33	54	0	0	2018-05-31 18:46:45	40032	1527763605853	53
75	0	245	69	67	0	0	2018-05-31 18:46:53	40075	1527763613502	54
30	142	225	24	65	0	0	2018-05-31 18:46:54	40030	1527763614554	55
37	100	180	13	40	0	0	2018-05-31 18:46:55	40037	1527763615809	56
