id	src	rssi	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	11	213	2018-05-14 00:09:28	40011	1526227768141	1
8	13	216	2018-05-14 00:09:28	40013	1526227768189	2
11	16	226	2018-05-14 00:09:28	40016	1526227768222	3
9	8	245	2018-05-14 00:09:28	40008	1526227768255	4
11	16	226	2018-05-14 00:09:28	40016	1526227768289	5
3	21	211	2018-05-14 00:09:28	40021	1526227768322	6
8	9	242	2018-05-14 00:09:28	40009	1526227768355	7
3	17	233	2018-05-14 00:09:28	40017	1526227768389	8
3	17	233	2018-05-14 00:09:28	40017	1526227768422	9
3	12	234	2018-05-14 00:09:28	40012	1526227768456	10
8	9	242	2018-05-14 00:09:28	40009	1526227768489	11
9	8	246	2018-05-14 00:09:28	40008	1526227768522	12
3	10	222	2018-05-14 00:09:28	40010	1526227768556	13
8	9	244	2018-05-14 00:09:28	40009	1526227768622	14
9	8	245	2018-05-14 00:09:28	40008	1526227768661	15
3	17	233	2018-05-14 00:09:28	40017	1526227768689	16
11	20	213	2018-05-14 00:09:28	40020	1526227768731	17
8	13	216	2018-05-14 00:09:28	40013	1526227768773	18
3	12	234	2018-05-14 00:09:28	40012	1526227768839	19
11	16	226	2018-05-14 00:09:28	40016	1526227768881	20
3	17	232	2018-05-14 00:09:28	40017	1526227768923	21
24	31	226	2018-05-14 00:09:28	40031	1526227768965	22
24	31	226	2018-05-14 00:09:29	40031	1526227769006	23
3	17	233	2018-05-14 00:09:29	40017	1526227769048	24
8	13	216	2018-05-14 00:09:29	40013	1526227769090	25
26	38	213	2018-05-14 00:09:29	40038	1526227769153	26
24	31	226	2018-05-14 00:09:29	40031	1526227769198	27
11	20	213	2018-05-14 00:09:29	40020	1526227769240	28
9	8	245	2018-05-14 00:09:29	40008	1526227769282	29
31	24	237	2018-05-14 00:09:29	40024	1526227769323	30
11	16	226	2018-05-14 00:09:29	40016	1526227769365	31
9	8	246	2018-05-14 00:09:29	40008	1526227769407	32
26	38	212	2018-05-14 00:09:29	40038	1526227769449	33
13	26	216	2018-05-14 00:09:29	40026	1526227769490	34
10	3	220	2018-05-14 00:09:29	40003	1526227769532	35
24	31	226	2018-05-14 00:09:29	40031	1526227769574	36
11	16	226	2018-05-14 00:09:29	40016	1526227769616	37
13	26	216	2018-05-14 00:09:29	40026	1526227769657	38
80	121	210	2018-05-14 00:09:29	40121	1526227769699	39
118	122	210	2018-05-14 00:09:29	40122	1526227769732	40
9	8	245	2018-05-14 00:09:29	40008	1526227769766	41
8	9	244	2018-05-14 00:09:29	40009	1526227769799	42
11	20	214	2018-05-14 00:09:29	40020	1526227769833	43
38	41	209	2018-05-14 00:09:29	40041	1526227769908	44
67	117	210	2018-05-14 00:09:29	40117	1526227769941	45
8	64	215	2018-05-14 00:09:29	40064	1526227769974	46
64	135	217	2018-05-14 00:09:30	40135	1526227770008	47
63	66	233	2018-05-14 00:09:30	40066	1526227770041	48
70	72	224	2018-05-14 00:09:30	40072	1526227770108	49
10	80	239	2018-05-14 00:09:30	40080	1526227770141	50
67	117	210	2018-05-14 00:09:30	40117	1526227770175	51
70	72	224	2018-05-14 00:09:30	40072	1526227770208	52
3	12	234	2018-05-14 00:09:30	40012	1526227770242	53
8	67	219	2018-05-14 00:09:30	40067	1526227770275	54
64	118	209	2018-05-14 00:09:30	40118	1526227770310	55
70	120	215	2018-05-14 00:09:30	40120	1526227770343	56
70	72	224	2018-05-14 00:09:30	40072	1526227770376	57
118	122	210	2018-05-14 00:09:30	40122	1526227770410	58
38	43	219	2018-05-14 00:09:30	40043	1526227770443	59
26	39	213	2018-05-14 00:09:30	40039	1526227770476	60
38	44	218	2018-05-14 00:09:30	40044	1526227770510	61
40	53	213	2018-05-14 00:09:30	40053	1526227770543	62
10	80	239	2018-05-14 00:09:30	40080	1526227770577	63
63	66	233	2018-05-14 00:09:30	40066	1526227770610	64
38	44	218	2018-05-14 00:09:30	40044	1526227770643	65
63	129	212	2018-05-14 00:09:30	40129	1526227770677	66
3	12	234	2018-05-14 00:09:30	40012	1526227770710	67
70	118	214	2018-05-14 00:09:30	40118	1526227770744	68
63	129	212	2018-05-14 00:09:30	40129	1526227770777	69
64	123	216	2018-05-14 00:09:30	40123	1526227770810	70
31	32	221	2018-05-14 00:09:30	40032	1526227770844	71
70	120	215	2018-05-14 00:09:30	40120	1526227770877	72
64	123	215	2018-05-14 00:09:30	40123	1526227770911	73
3	11	213	2018-05-14 00:09:30	40011	1526227770946	74
115	121	222	2018-05-14 00:09:30	40121	1526227770977	75
66	139	210	2018-05-14 00:09:31	40139	1526227771011	76
11	20	213	2018-05-14 00:09:31	40020	1526227771044	77
67	117	210	2018-05-14 00:09:31	40117	1526227771078	78
38	43	219	2018-05-14 00:09:31	40043	1526227771111	79
64	135	217	2018-05-14 00:09:31	40135	1526227771178	80
31	24	237	2018-05-14 00:09:31	40024	1526227771211	81
26	39	214	2018-05-14 00:09:31	40039	1526227771244	82
70	118	214	2018-05-14 00:09:31	40118	1526227771278	83
38	43	219	2018-05-14 00:09:31	40043	1526227771311	84
70	120	215	2018-05-14 00:09:31	40120	1526227771370	85
3	12	234	2018-05-14 00:09:31	40012	1526227771403	86
63	129	212	2018-05-14 00:09:31	40129	1526227771436	87
8	13	216	2018-05-14 00:09:31	40013	1526227771470	88
31	24	237	2018-05-14 00:09:31	40024	1526227771503	89
40	63	216	2018-05-14 00:09:31	40063	1526227771537	90
70	120	215	2018-05-14 00:09:31	40120	1526227771570	91
38	44	219	2018-05-14 00:09:31	40044	1526227771603	92
24	31	226	2018-05-14 00:09:31	40031	1526227771637	93
115	121	222	2018-05-14 00:09:31	40121	1526227771670	94
69	71	227	2018-05-14 00:09:31	40071	1526227771703	95
3	12	235	2018-05-14 00:09:31	40012	1526227771737	96
26	38	212	2018-05-14 00:09:31	40038	1526227771770	97
63	129	212	2018-05-14 00:09:31	40129	1526227771804	98
10	3	221	2018-05-14 00:09:31	40003	1526227771837	99
3	12	234	2018-05-14 00:09:31	40012	1526227771870	100
3	21	212	2018-05-14 00:09:31	40021	1526227771904	101
31	24	237	2018-05-14 00:09:31	40024	1526227771937	102
3	12	234	2018-05-14 00:09:31	40012	1526227771970	103
40	63	217	2018-05-14 00:09:32	40063	1526227772004	104
69	75	238	2018-05-14 00:09:32	40075	1526227772037	105
40	77	217	2018-05-14 00:09:32	40077	1526227772071	106
8	67	219	2018-05-14 00:09:32	40067	1526227772104	107
118	122	209	2018-05-14 00:09:32	40122	1526227772138	108
71	132	224	2018-05-14 00:09:32	40132	1526227772171	109
40	77	217	2018-05-14 00:09:32	40077	1526227772204	110
38	50	219	2018-05-14 00:09:32	40050	1526227772238	111
71	132	224	2018-05-14 00:09:32	40132	1526227772271	112
38	41	209	2018-05-14 00:09:32	40041	1526227772304	113
70	120	215	2018-05-14 00:09:32	40120	1526227772338	114
38	40	208	2018-05-14 00:09:32	40040	1526227772371	115
38	50	219	2018-05-14 00:09:32	40050	1526227772438	116
9	8	246	2018-05-14 00:09:32	40008	1526227772471	117
8	13	216	2018-05-14 00:09:32	40013	1526227772505	118
3	17	234	2018-05-14 00:09:32	40017	1526227772540	119
32	52	210	2018-05-14 00:09:32	40052	1526227772572	120
10	3	220	2018-05-14 00:09:32	40003	1526227772630	121
117	127	220	2018-05-14 00:09:32	40127	1526227772663	122
70	78	221	2018-05-14 00:09:32	40078	1526227772697	123
31	24	237	2018-05-14 00:09:32	40024	1526227772730	124
71	124	215	2018-05-14 00:09:32	40124	1526227772764	125
40	47	240	2018-05-14 00:09:32	40047	1526227772797	126
70	118	213	2018-05-14 00:09:32	40118	1526227772830	127
40	63	216	2018-05-14 00:09:32	40063	1526227772864	128
3	21	211	2018-05-14 00:09:32	40021	1526227772897	129
3	12	234	2018-05-14 00:09:32	40012	1526227772930	130
40	47	240	2018-05-14 00:09:32	40047	1526227772964	131
70	78	221	2018-05-14 00:09:32	40078	1526227772997	132
124	122	218	2018-05-14 00:09:33	40122	1526227773031	133
3	21	212	2018-05-14 00:09:33	40021	1526227773064	134
40	63	216	2018-05-14 00:09:33	40063	1526227773097	135
8	67	219	2018-05-14 00:09:33	40067	1526227773131	136
117	115	234	2018-05-14 00:09:33	40115	1526227773164	137
38	43	219	2018-05-14 00:09:33	40043	1526227773198	138
38	50	219	2018-05-14 00:09:33	40050	1526227773239	139
63	66	232	2018-05-14 00:09:33	40066	1526227773281	140
3	10	222	2018-05-14 00:09:33	40010	1526227773323	141
12	70	210	2018-05-14 00:09:33	40070	1526227773364	142
24	31	226	2018-05-14 00:09:33	40031	1526227773406	143
64	123	216	2018-05-14 00:09:33	40123	1526227773448	144
71	124	215	2018-05-14 00:09:33	40124	1526227773490	145
11	16	227	2018-05-14 00:09:33	40016	1526227773531	146
31	24	237	2018-05-14 00:09:33	40024	1526227773573	147
26	38	212	2018-05-14 00:09:33	40038	1526227773615	148
38	44	218	2018-05-14 00:09:33	40044	1526227773657	149
70	72	224	2018-05-14 00:09:33	40072	1526227773732	150
32	52	210	2018-05-14 00:09:33	40052	1526227773773	151
70	78	221	2018-05-14 00:09:33	40078	1526227773815	152
67	117	210	2018-05-14 00:09:33	40117	1526227773857	153
26	38	212	2018-05-14 00:09:33	40038	1526227773924	154
71	124	215	2018-05-14 00:09:33	40124	1526227773965	155
11	20	213	2018-05-14 00:09:34	40020	1526227774007	156
31	56	218	2018-05-14 00:09:34	40056	1526227774049	157
64	131	216	2018-05-14 00:09:34	40131	1526227774091	158
31	32	221	2018-05-14 00:09:34	40032	1526227774132	159
31	56	218	2018-05-14 00:09:34	40056	1526227774174	160
11	20	214	2018-05-14 00:09:34	40020	1526227774207	161
3	21	212	2018-05-14 00:09:34	40021	1526227774241	162
71	132	224	2018-05-14 00:09:34	40132	1526227774276	163
115	121	221	2018-05-14 00:09:34	40121	1526227774307	164
12	70	210	2018-05-14 00:09:34	40070	1526227774341	165
80	119	210	2018-05-14 00:09:34	40119	1526227774374	166
38	43	219	2018-05-14 00:09:34	40043	1526227774408	167
24	31	226	2018-05-14 00:09:34	40031	1526227774441	168
26	39	213	2018-05-14 00:09:34	40039	1526227774474	169
3	21	212	2018-05-14 00:09:34	40021	1526227774508	170
38	43	218	2018-05-14 00:09:34	40043	1526227774541	171
64	123	217	2018-05-14 00:09:34	40123	1526227774574	172
12	70	210	2018-05-14 00:09:34	40070	1526227774608	173
9	8	246	2018-05-14 00:09:34	40008	1526227774641	174
31	32	220	2018-05-14 00:09:34	40032	1526227774675	175
8	67	219	2018-05-14 00:09:34	40067	1526227774708	176
8	9	242	2018-05-14 00:09:34	40009	1526227774741	177
3	11	213	2018-05-14 00:09:34	40011	1526227774775	178
12	70	209	2018-05-14 00:09:34	40070	1526227774808	179
70	69	209	2018-05-14 00:09:34	40069	1526227774842	180
40	47	241	2018-05-14 00:09:34	40047	1526227774875	181
71	124	216	2018-05-14 00:09:34	40124	1526227774908	182
8	13	217	2018-05-14 00:09:34	40013	1526227774975	183
40	48	227	2018-05-14 00:09:35	40048	1526227775009	184
64	123	215	2018-05-14 00:09:35	40123	1526227775042	185
24	31	225	2018-05-14 00:09:35	40031	1526227775076	186
70	78	221	2018-05-14 00:09:35	40078	1526227775109	187
64	123	215	2018-05-14 00:09:35	40123	1526227775142	188
117	127	220	2018-05-14 00:09:35	40127	1526227775209	189
71	124	216	2018-05-14 00:09:35	40124	1526227775242	190
