id	ebw	path_ebw	elder_id	delay	is_sender	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	33	0	3	0	1	2018-05-29 23:08:37	40003	1527606517441	1
17	125	33	3	11	0	2018-05-29 23:08:46	40017	1527606526901	2
10	200	33	3	11	0	2018-05-29 23:08:46	40010	1527606526967	3
50	125	169	38	145	0	2018-05-29 23:08:50	40050	1527606530531	4
9	111	88	13	112	0	2018-05-29 23:08:53	40009	1527606533025	5
11	55	33	3	12	1	2018-05-29 23:08:53	40011	1527606533083	6
16	125	88	11	23	0	2018-05-29 23:08:54	40016	1527606534813	7
13	55	33	3	100	1	2018-05-29 23:08:56	40013	1527606536561	8
64	33	143	67	143	0	2018-05-29 23:08:56	40064	1527606536893	9
8	111	88	13	112	0	2018-05-29 23:08:57	40008	1527606537078	10
12	111	33	3	10	1	2018-05-29 23:08:59	40012	1527606539702	11
139	28	146	66	178	1	2018-05-29 23:08:59	40139	1527606539790	12
21	142	33	3	12	0	2018-05-29 23:09:00	40021	1527606540021	13
20	55	88	11	23	0	2018-05-29 23:09:01	40020	1527606541513	14
80	333	33	3	11	0	2018-05-29 23:09:01	40080	1527606541921	15
66	25	121	67	166	1	2018-05-29 23:09:03	40066	1527606543799	16
63	125	146	66	176	0	2018-05-29 23:09:04	40063	1527606544860	17
70	66	144	12	20	1	2018-05-29 23:09:08	40070	1527606548837	18
38	31	138	26	135	1	2018-05-29 23:09:09	40038	1527606549921	19
41	22	169	38	149	1	2018-05-29 23:09:10	40041	1527606550742	20
56	250	125	33	121	0	2018-05-29 23:09:11	40056	1527606551253	21
71	111	282	69	48	0	2018-05-29 23:09:11	40071	1527606551811	22
135	111	158	117	156	0	2018-05-29 23:09:11	40135	1527606551929	23
53	111	179	77	192	0	2018-05-29 23:09:12	40053	1527606552526	24
122	50	158	117	158	0	2018-05-29 23:09:12	40122	1527606552801	25
119	1000	158	117	154	0	2018-05-29 23:09:13	40119	1527606553865	26
69	55	227	70	36	1	2018-05-29 23:09:14	40069	1527606554897	27
37	66	88	13	110	0	2018-05-29 23:09:15	40037	1527606555890	28
118	100	158	117	154	0	2018-05-29 23:09:16	40118	1527606556814	29
67	55	88	13	133	1	2018-05-29 23:09:17	40067	1527606557818	30
52	111	191	41	159	0	2018-05-29 23:09:18	40052	1527606558478	31
43	33	169	38	145	0	2018-05-29 23:09:19	40043	1527606559202	32
121	100	158	117	154	0	2018-05-29 23:09:19	40121	1527606559753	33
40	250	179	77	191	0	2018-05-29 23:09:20	40040	1527606560520	34
115	100	158	117	154	0	2018-05-29 23:09:20	40115	1527606560577	35
124	111	174	139	189	0	2018-05-29 23:09:20	40124	1527606560657	36
123	41	143	67	144	0	2018-05-29 23:09:22	40123	1527606562825	37
24	50	125	33	135	0	2018-05-29 23:09:22	40024	1527606562933	38
33	37	88	13	110	1	2018-05-29 23:09:23	40033	1527606563906	39
39	100	138	26	120	0	2018-05-29 23:09:23	40039	1527606563960	40
30	41	125	33	121	0	2018-05-29 23:09:24	40030	1527606564953	41
72	100	210	70	30	0	2018-05-29 23:09:25	40072	1527606565807	42
77	33	146	66	180	1	2018-05-29 23:09:25	40077	1527606565877	43
48	33	191	41	160	0	2018-05-29 23:09:26	40048	1527606566504	44
78	111	210	70	30	0	2018-05-29 23:09:26	40078	1527606566887	45
120	125	158	117	154	0	2018-05-29 23:09:27	40120	1527606567770	46
117	15	143	67	144	1	2018-05-29 23:09:27	40117	1527606567827	47
132	111	174	139	188	0	2018-05-29 23:09:28	40132	1527606568529	48
129	100	158	117	154	0	2018-05-29 23:09:28	40129	1527606568813	49
26	50	88	13	110	1	2018-05-29 23:09:30	40026	1527606570907	50
32	111	125	33	121	0	2018-05-29 23:09:30	40032	1527606570977	51
47	100	191	41	160	0	2018-05-29 23:09:32	40047	1527606572457	52
44	250	169	38	145	0	2018-05-29 23:09:32	40044	1527606572527	53
131	142	143	67	143	0	2018-05-29 23:09:34	40131	1527606574499	54
127	100	158	117	154	0	2018-05-29 23:09:51	40127	1527606591825	55
75	0	282	69	48	0	2018-05-29 23:09:53	40075	1527606593865	56
