addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
3	7	8	10	11	12	17	21	80	0	0	0	0	0	0	0	3	10	6	10	10	10	6	0	0	0	0	0	0	0	2018-05-30 22:29:16	40003	1527690556441	1
12	5	3	10	17	70	80	0	0	0	0	0	0	0	0	0	9	10	10	6	10	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40012	1527690556493	2
11	4	3	13	16	20	0	0	0	0	0	0	0	0	0	0	7	8	10	8	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40011	1527690556526	3
9	4	8	13	64	67	0	0	0	0	0	0	0	0	0	0	10	10	3	8	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40009	1527690556676	4
17	5	3	10	12	21	80	0	0	0	0	0	0	0	0	0	9	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40017	1527690556734	5
10	5	3	12	17	70	80	0	0	0	0	0	0	0	0	0	9	10	10	8	10	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40010	1527690556768	6
13	8	3	8	9	11	21	26	33	37	0	0	0	0	0	0	5	6	5	6	10	3	8	10	0	0	0	0	0	0	2018-05-30 22:29:16	40013	1527690556801	7
20	3	11	16	21	0	0	0	0	0	0	0	0	0	0	0	7	10	9	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40020	1527690556835	8
21	4	3	13	17	20	0	0	0	0	0	0	0	0	0	0	7	8	8	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40021	1527690556868	9
16	2	11	20	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40016	1527690556901	10
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	9	10	10	9	8	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:16	40008	1527690556935	11
115	11	117	118	119	120	121	122	123	124	129	131	139	0	0	0	10	10	10	10	10	9	9	5	10	10	9	0	0	0	2018-05-30 22:29:17	40115	1527690557662	12
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:17	40026	1527690557758	13
24	6	30	32	33	41	44	56	0	0	0	0	0	0	0	0	10	8	8	7	5	4	0	0	0	0	0	0	0	0	2018-05-30 22:29:17	40024	1527690557818	14
33	5	13	30	32	37	56	0	0	0	0	0	0	0	0	0	10	9	8	10	8	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:17	40033	1527690557879	15
30	6	24	32	33	40	52	56	0	0	0	0	0	0	0	0	10	8	8	5	7	9	0	0	0	0	0	0	0	0	2018-05-30 22:29:17	40030	1527690557912	16
32	4	30	33	52	56	0	0	0	0	0	0	0	0	0	0	8	8	8	5	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:17	40032	1527690557968	17
37	6	13	26	33	38	39	56	0	0	0	0	0	0	0	0	10	10	10	10	2	10	0	0	0	0	0	0	0	0	2018-05-30 22:29:18	40037	1527690558002	18
38	6	37	39	41	43	44	50	0	0	0	0	0	0	0	0	10	10	3	10	10	10	0	0	0	0	0	0	0	0	2018-05-30 22:29:18	40038	1527690558035	19
39	4	26	37	38	50	0	0	0	0	0	0	0	0	0	0	9	6	10	8	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:18	40039	1527690558068	20
66	6	63	64	67	70	77	139	0	0	0	0	0	0	0	0	10	10	6	10	10	10	0	0	0	0	0	0	0	0	2018-05-30 22:29:18	40066	1527690558102	21
43	9	38	40	41	44	47	50	52	63	77	0	0	0	0	0	9	10	10	10	10	10	10	10	10	0	0	0	0	0	2018-05-30 22:29:18	40043	1527690558135	22
64	9	8	9	63	66	67	70	123	129	135	0	0	0	0	0	9	2	10	9	10	10	8	10	4	0	0	0	0	0	2018-05-30 22:29:18	40064	1527690558168	23
40	13	30	38	41	43	44	47	48	50	52	53	56	63	77	0	7	1	10	10	10	10	8	10	10	8	8	9	10	0	2018-05-30 22:29:18	40040	1527690558202	24
52	9	30	32	40	41	43	47	48	50	56	0	0	0	0	0	1	6	10	10	10	8	8	9	8	0	0	0	0	0	2018-05-30 22:29:18	40052	1527690558235	25
41	12	38	40	43	44	47	48	50	52	53	56	63	77	0	0	3	10	10	7	10	10	10	10	8	10	9	10	0	0	2018-05-30 22:29:18	40041	1527690558269	26
118	13	115	117	119	120	121	122	123	124	129	131	132	135	139	0	10	10	10	10	10	1	9	10	10	10	2	10	10	0	2018-05-30 22:29:18	40118	1527690558303	27
78	2	70	72	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 22:29:18	40078	1527690558357	28
