addr	neighbor_num	neighbor0	neighbor1	neighbor2	neighbor3	neighbor4	neighbor5	neighbor6	neighbor7	neighbor8	neighbor9	neighbor10	neighbor11	neighbor12	neighbor13	reced0	reced1	reced2	reced3	reced4	reced5	reced6	reced7	reced8	reced9	reced10	reced11	reced12	reced13	insert_time	motelabMoteID	milli_time	motelabSeqNo
11	4	3	13	16	20	0	0	0	0	0	0	0	0	0	0	9	8	9	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40011	1527656638477	1
3	7	10	11	12	13	17	21	80	0	0	0	0	0	0	0	10	3	10	1	10	6	4	0	0	0	0	0	0	0	2018-05-30 13:03:58	40003	1527656638547	2
9	3	8	13	64	0	0	0	0	0	0	0	0	0	0	0	10	7	6	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40009	1527656638580	3
17	5	3	10	12	21	80	0	0	0	0	0	0	0	0	0	8	10	9	7	10	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40017	1527656638613	4
13	9	3	8	9	11	21	26	33	37	67	0	0	0	0	0	3	7	5	6	7	7	4	10	3	0	0	0	0	0	2018-05-30 13:03:58	40013	1527656638647	5
12	5	3	10	17	70	80	0	0	0	0	0	0	0	0	0	10	10	10	8	10	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40012	1527656638680	6
10	6	3	12	17	21	70	80	0	0	0	0	0	0	0	0	8	10	10	1	6	10	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40010	1527656638717	7
20	3	11	16	21	0	0	0	0	0	0	0	0	0	0	0	4	9	8	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40020	1527656638747	8
8	5	3	9	13	64	67	0	0	0	0	0	0	0	0	0	7	10	7	9	9	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40008	1527656638780	9
21	5	3	10	13	17	20	0	0	0	0	0	0	0	0	0	6	2	9	7	8	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40021	1527656638814	10
16	2	11	20	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:58	40016	1527656638918	11
24	6	30	32	33	41	44	52	0	0	0	0	0	0	0	0	10	10	6	9	6	9	0	0	0	0	0	0	0	0	2018-05-30 13:03:59	40024	1527656639782	12
32	4	30	33	52	56	0	0	0	0	0	0	0	0	0	0	10	9	8	8	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:59	40032	1527656639906	13
26	4	13	37	38	39	0	0	0	0	0	0	0	0	0	0	9	10	10	10	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:03:59	40026	1527656639939	14
30	6	24	32	33	40	52	56	0	0	0	0	0	0	0	0	10	10	10	7	1	10	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40030	1527656640006	15
37	6	13	26	33	38	39	56	0	0	0	0	0	0	0	0	10	8	5	10	5	10	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40037	1527656640040	16
38	6	37	39	40	43	44	50	0	0	0	0	0	0	0	0	10	10	5	10	10	9	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40038	1527656640072	17
33	5	13	30	32	37	56	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40033	1527656640106	18
39	4	26	37	38	50	0	0	0	0	0	0	0	0	0	0	10	2	10	7	0	0	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40039	1527656640139	19
43	12	38	40	41	44	47	48	50	52	53	63	64	77	0	0	10	10	10	10	10	10	10	9	5	10	1	10	0	0	2018-05-30 13:04:00	40043	1527656640396	20
40	13	30	38	41	43	44	47	48	50	52	53	56	63	77	0	3	9	10	10	10	10	9	10	10	9	7	5	9	0	2018-05-30 13:04:00	40040	1527656640456	21
67	8	8	13	63	64	66	117	123	131	0	0	0	0	0	0	10	9	3	10	5	5	9	9	0	0	0	0	0	0	2018-05-30 13:04:00	40067	1527656640522	22
47	7	40	41	43	48	50	52	56	0	0	0	0	0	0	0	10	10	10	10	9	8	9	0	0	0	0	0	0	0	2018-05-30 13:04:00	40047	1527656640556	23
122	5	123	124	129	132	139	0	0	0	0	0	0	0	0	0	1	9	10	9	10	0	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40122	1527656640620	24
139	6	66	118	122	124	129	132	0	0	0	0	0	0	0	0	5	6	10	9	10	10	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40139	1527656640648	25
135	6	117	118	120	123	129	131	0	0	0	0	0	0	0	0	10	10	4	10	1	9	0	0	0	0	0	0	0	0	2018-05-30 13:04:00	40135	1527656640681	26
50	10	38	40	41	43	44	47	52	53	63	77	0	0	0	0	10	10	10	10	3	7	8	10	10	10	0	0	0	0	2018-05-30 13:04:00	40050	1527656640715	27
