id	src	rssi	insert_time	motelabMoteID	milli_time	motelabSeqNo
10	3	221	2018-05-13 22:34:35	40003	1526222075303	1
10	3	221	2018-05-13 22:34:35	40003	1526222075387	2
10	3	221	2018-05-13 22:34:35	40003	1526222075421	3
8	13	216	2018-05-13 22:34:35	40013	1526222075471	4
8	13	218	2018-05-13 22:34:35	40013	1526222075537	5
10	3	221	2018-05-13 22:34:35	40003	1526222075571	6
10	3	221	2018-05-13 22:34:35	40003	1526222075604	7
8	13	216	2018-05-13 22:34:35	40013	1526222075637	8
11	16	227	2018-05-13 22:34:35	40016	1526222075671	9
11	16	227	2018-05-13 22:34:35	40016	1526222075740	10
8	13	217	2018-05-13 22:34:35	40013	1526222075771	11
9	8	246	2018-05-13 22:34:35	40008	1526222075804	12
3	10	222	2018-05-13 22:34:35	40010	1526222075838	13
9	8	246	2018-05-13 22:34:35	40008	1526222075871	14
11	20	214	2018-05-13 22:34:35	40020	1526222075909	15
3	17	233	2018-05-13 22:34:35	40017	1526222075938	16
3	11	213	2018-05-13 22:34:35	40011	1526222075971	17
9	8	246	2018-05-13 22:34:36	40008	1526222076005	18
3	12	234	2018-05-13 22:34:36	40012	1526222076038	19
3	21	212	2018-05-13 22:34:36	40021	1526222076071	20
11	20	213	2018-05-13 22:34:36	40020	1526222076105	21
8	9	243	2018-05-13 22:34:36	40009	1526222076138	22
3	11	214	2018-05-13 22:34:36	40011	1526222076172	23
3	21	212	2018-05-13 22:34:36	40021	1526222076205	24
10	3	221	2018-05-13 22:34:36	40003	1526222076239	25
8	64	217	2018-05-13 22:34:36	40064	1526222076272	26
3	11	214	2018-05-13 22:34:36	40011	1526222076305	27
3	17	233	2018-05-13 22:34:36	40017	1526222076339	28
3	11	212	2018-05-13 22:34:36	40011	1526222076372	29
8	13	218	2018-05-13 22:34:36	40013	1526222076405	30
3	17	233	2018-05-13 22:34:36	40017	1526222076439	31
13	26	216	2018-05-13 22:34:36	40026	1526222076472	32
3	11	214	2018-05-13 22:34:36	40011	1526222076505	33
24	31	226	2018-05-13 22:34:36	40031	1526222076539	34
8	64	217	2018-05-13 22:34:36	40064	1526222076581	35
26	38	212	2018-05-13 22:34:36	40038	1526222076614	36
8	13	216	2018-05-13 22:34:36	40013	1526222076647	37
10	3	221	2018-05-13 22:34:36	40003	1526222076681	38
31	40	208	2018-05-13 22:34:36	40040	1526222076714	39
26	38	212	2018-05-13 22:34:36	40038	1526222076748	40
38	44	218	2018-05-13 22:34:36	40044	1526222076823	41
3	12	233	2018-05-13 22:34:36	40012	1526222076856	42
8	9	244	2018-05-13 22:34:36	40009	1526222076889	43
31	24	237	2018-05-13 22:34:36	40024	1526222076923	44
70	69	210	2018-05-13 22:34:36	40069	1526222076956	45
3	10	222	2018-05-13 22:34:37	40010	1526222077023	46
3	21	212	2018-05-13 22:34:37	40021	1526222077056	47
13	26	216	2018-05-13 22:34:37	40026	1526222077090	48
